"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Language","Name.subject","Name.creator","Subject","Type.genre","Relation.isPartOf","Name.repository","Title","Description.adminnote","Alt ID.local","AltTitle.translated","Coverage.geographic","Format.dimensions","Format.extent","Date.creation","Date.normalized","Description.abstract","Description.note","AltTitle.firstLine","AltTitle.descriptive","Finding Aid URL","Opac url","Alt ID.url","AltTitle.other","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bdg","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bdg-1-master.tif","78","","","","","","","","","","","","","manuscripts (document genre)","","","page 49a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bdg",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bf0","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bf0-1-master.tif","79","","","","","","","","","","","","","manuscripts (document genre)","","","page 49b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bf0",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bgh","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bgh-1-master.tif","80","","","","","","","","","","","","","manuscripts (document genre)","","","page 50a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bgh",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bh1","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bh1-1-master.tif","81","","","","","","","","","","","","","manuscripts (document genre)","","","page 50b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bh1",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bjj","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bjj-1-master.tif","82","","","","","","","","","","","","","manuscripts (document genre)","","","page 51a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bjj",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bk2","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bk2-1-master.tif","83","","","","","","","","","","","","","manuscripts (document genre)","","","page 51b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bk2",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bmk","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bmk-1-master.tif","84","","","","","","","","","","","","","manuscripts (document genre)","","","page 52a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bmk",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bn3","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bn3-1-master.tif","85","","","","","","","","","","","","","manuscripts (document genre)","","","page 52b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bn3",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bpm","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bpm-1-master.tif","86","","","","","","","","","","","","","manuscripts (document genre)","","","page 53a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bpm",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bq4","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bq4-1-master.tif","87","","","","","","","","","","","","","manuscripts (document genre)","","","page 53b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bq4",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8brn","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8brn-1-master.tif","88","","","","","","","","","","","","","manuscripts (document genre)","","","page 54a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8brn",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bs5","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bs5-1-master.tif","89","","","","","","","","","","","","","manuscripts (document genre)","","","page 54b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bs5",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8btp","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8btp-1-master.tif","90","","","","","","","","","","","","","manuscripts (document genre)","","","page 55a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8btp",""
"Orsini Family Papers.  Collection 902","ark:/21198/zz000s8bv6","ark:/21198/zz000s63pb","2","Completed","Page","orsini/masters/21198-zz000s8bv6-1-master.tif","91","","","","","","","","","","","","","manuscripts (document genre)","","","page 55b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000s8bv6",""
