Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Name.creator,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Coverage.geographic,Name.subject,Name.contributor,Subject,Rights.countryCreation,Rights.rightsHolderContact,Language,AltTitle.uniform,Name.architect,Name.photographer,AltTitle.other,Name.repository,Relation.isPartOf,Format.dimensions,Alt ID.local,Rights.statementLocal,Description.note,Title,Date.creation,Format.extent,Date.normalized,Format.medium,Publisher.placeOfOrigin,Publisher.publisherName,Description.abstract,Opac url,Alt ID.url
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000912sc,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000912sc-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,unknown,,,,,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",9 x 14 cm. (3.5 x 5.5 in.),clus_1179_b784_f5_5,,,J. N. Brown House.  John Nicholas Brown after severe damage to house by hurricane in 1938.,1938,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000912tw,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000912tw-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,unknown,,"Windshield House (Fishers Island, N.Y.)",,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",9 x 13 cm. (3.5 x 5 in.),clus_1179_b784_f5_2,,,"J. N. Brown House, delivery of tree",1938,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000912vd,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000912vd-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,unknown,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",9 x 14 cm. (3.5 x 5.5 in.),clus_1179_b784_f5_4,,,"J. N. Brown House, construction, framing (lifting wall)",1938,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000912wx,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000912wx-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,,,,,,schools (buildings),,,,"Alamitos School (Garden Grove, Calif.)",Neutra and Alexander,"Shulman, Julius",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b779_f1_1,,,"Alamitos School, children in classroom [photograph]",1960,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000912xf,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000912xf-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,unknown,,"Neutra, Richard Joseph, $d 1892-1970",,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,Painted Desert & Petrified Forest Community (Arizona),Neutra and Alexander,,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b857_f1_2,,Image reproduced in Neutra : Complete Works: page 402.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"Painted Desert, Richard J. Neutra and woman in apartment",1961,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000912zz,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000912zz-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,unknown,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Bizzarri House (Cleveland, Ohio)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b783_f1_1,,Image reproduced in Neutra : Complete Works: page 379.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"Bizzarri House, interior and patio view",1959,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009130z,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0009130z-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,unknown,,,,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"Donald and Ann Brown House (Washington, D.C.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f1_1,,Image reproduced in Neutra : Complete Works: page 449.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"Donald and Ann Brown House, extertior",1968,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009131g,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0009131g-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,,,,,,schools (buildings),,,,"Alamitos School (Garden Grove, Calif.)",Neutra and Alexander,"Shulman, Julius",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b779_f2_1,,,"Alamitos School, exterior quad and lockers [photograph]",1960,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091320,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz00091320-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,,,,,,schools (buildings),,,,"Alamitos School (Garden Grove, Calif.)",Neutra and Alexander,"Shulman, Julius",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b779_f1_2,,,"Alamitos School, classroom interior [photograph]",1960,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009133h,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0009133h-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,,,,,"Ain, Gregory, 1908-",dwellings,,,,"Beard House (Altadena, Calif.)","Neutra, Richard Joseph, $d 1892-1970",Luckhaus Studio,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b778_f7_1,,"Won Gold Medal house in Better Homes in America, 1935.|~|Image reproduced in Neutra : Complete Works: page 110.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000","Beard House, exterior",1935,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz00091341,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz00091341-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,unknown,,"Windshield House (Fishers Island, N.Y.)",,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",9 x 14 cm. (3.5 x 5.5 in.),clus_1179_b784_f5_3,,,"J. N. Brown House, construction, framing",1938,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009135j,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0009135j-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,unknown,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,clus_1179_b784_f0_1,,Image reproduced in Neutra : Complete Works: page 138.|~|Richard Neutra : complete works / Barbara Mac Lamprecht. c2000,"J. N. Brown House, exterior including Woodies parked in driveway",1938,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913qt,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000913qt-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970","Haliday, Harold",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f4_1,,,"J. N. Brown House, interior servant's dining & day room",1938,,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913rb,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000913rb-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,unknown,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f3_11,,,"J. N. Brown House, exterior West façade",1938,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913sv,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000913sv-1-master.tif,,,,,,still image,,,,,Black-and-white photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970","Haliday, Harold",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f4_2,,,"J. N. Brown House, interior office-den",1938,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913tc,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000913tc-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,unknown,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970","Haliday, Harold",,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f4_6,,,"J. N. Brown House, exterior circular patio on southeast corner",1938,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913vw,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000913vw-1-master.tif,,,,,,still image,,,,,Interior design drawings,copyrighted,,,"Windshield House (Fishers Island, N.Y.)",,Furniture,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",22 x 14 cm. (8.5 x 5.5 in.),clus_1179_b30_f8_2,,"Drawing is on back of order form for: Paul R. Williams Creative Furniture 212 West Los Feliz Glendale, Calif.","J. N. Brown House, design for black laquer (dining) table, circa 1937",circa 1937,1 drawing,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913wd,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000913wd-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f3_7,,,"J. N. Brown House, exterior South end",1938,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913xx,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000913xx-1-master.tif,,,,,,still image,,,,,Interior design drawings,copyrighted,,,"Windshield House (Fishers Island, N.Y.)",,,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",,clus_1179_b30_f0_1,,"Original design not found in box, cataloged from digital image.","J. N. Brown House, design for dining table supports, circa 1937",1938,1 drawing,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz000913zf,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz000913zf-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)",,dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f4_3,,,"J. N. Brown House, copper bath tubs and toilets, Dymaxion",1938,1 photographic print,,,,,,,
Neutra (Richard and Dion) Papers.  Collection 1179,ark:/21198/zz0009140f,ark:/21198/zz0008b9tw,2,Completed,Work,neutra/masters/21198-zz0009140f-1-master.tif,,,,,,still image,,,,,Black-and-white photographs|~|Architectural photographs,copyrighted,,,"Windshield House (Fishers Island, N.Y.)","Pfisterer, Peter, 1907-",dwellings,US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,"John Nicholas Brown House (Fishers Island, N.Y.)","Neutra, Richard Joseph, $d 1892-1970",,,"University of California, Los Angeles. $b Library Special Collections","Richard and Dion Neutra Papers. Department of Special Collections, Charles E. Young Research Library, UCLA",20 x 25 cm. (8 x 10 in.),clus_1179_b784_f3_6,,,"J. N. Brown House, interior master bedroom",1938,1 photographic print,,,,,,,
