"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.caption","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017614v","ark:/21198/zz00175zgm","2","Completed","Page","wavav/images/masters/21198-zz0017614v-1-master.tif","13","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 13","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017614v"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017616w","ark:/21198/zz0017615c","2","Completed","Page","wavav/images/masters/21198-zz0017616w-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017616w"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001761cg","ark:/21198/zz0017617d","2","Completed","Page","wavav/images/masters/21198-zz001761cg-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001761cg"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001761hj","ark:/21198/zz001761d0","2","Completed","Page","wavav/images/masters/21198-zz001761hj-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001761hj"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001761j2","ark:/21198/zz001761fh","2","Completed","Page","wavav/images/masters/21198-zz001761j2-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001761j2"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001761kk","ark:/21198/zz001761g1","2","Completed","Page","wavav/images/masters/21198-zz001761kk-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001761kk"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001761m3","ark:/21198/zz0017618x","2","Completed","Page","wavav/images/masters/21198-zz001761m3-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001761m3"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz001761nm","ark:/21198/zz0017618x","2","Completed","Page","wavav/images/masters/21198-zz001761nm-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001761nm"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017632s","ark:/21198/zz0017619f","2","Completed","Page","wavav/images/masters/21198-zz0017632s-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017632s"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00176339","ark:/21198/zz0017619f","2","Completed","Page","wavav/images/masters/21198-zz00176339-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00176339"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017634t","ark:/21198/zz001761bz","2","Completed","Page","wavav/images/masters/21198-zz0017634t-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017634t"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz0017636v","ark:/21198/zz0017635b","2","Completed","Page","wavav/images/masters/21198-zz0017636v-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017636v"
