File,Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Description.latitude,Name.fashionDesigner,Description.longitude,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,Bucketeer State,IIIF Access URL,IIIF Manifest URL
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj471,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/1429_b1_n42537-1_warner_bros_strike.tif,,,,Motion picture studios $z California $z Los Angeles|~|Strikes $z California $z Los Angeles|~|Activism|~|Entertainment|~|Events,still image,news photographs|~|black-and-white photographs,Conference of Studio Unions|~|Warner Bros.,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,1429_B1_n42537-1_Warner_Bros_Strike,"Warner Bros. Studio during the Conference of Studio Unions strike, Los Angeles, 1945",,October 1945,1 photograph,b&w nitrate negative,,1945-10,,,"Workers on strike outside of the Warner Brothers studio during the CSU strike. A car is overturned in the middle of the street.|~|The Conference of Studio Unions strike was against all Hollywood studios. The CSU strike began in March 1945 and was around the six month mark when it turned violent on October 5, 1945, known as Hollywood Black Friday. National exposure of this violence forced negotiations between studios and the CSU. Negotiation ended the strike about a month later, but CSU didn't last much longer and was eventually disbanded and absorbed by rival union IATSE.",,,,Access to this collection is generously supported by Haynes Foundation funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj471,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj471/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj48j,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/1429_b1_n42537-2_warner_bros_strike.tif,,,,Motion picture studios $z California $z Los Angeles|~|Strikes $z California $z Los Angeles|~|Activism|~|Entertainment|~|Events,still image,news photographs|~|black-and-white photographs,Conference of Studio Unions|~|Warner Bros.,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,1429_B1_n42537-2_Warner_Bros_Strike,"Warner Bros. Studio during the Conference of Studio Unions strike, Los Angeles, 1945",,October 1945,1 photograph,b&w nitrate negative,,1945-10,,,"The Conference of Studio Unions strike was against all Hollywood studios. The CSU strike began in March 1945 and was around the six month mark when it turned violent on October 5, 1945, known as Hollywood Black Friday. National exposure of this violence forced negotiations between studios and the CSU. Negotiation ended the strike about a month later, but CSU didn't last much longer and was eventually disbanded and absorbed by rival union IATSE.|~|Workers on strike outside of the Warner Brothers studio during the CSU strike. Two cars are overturned in the street.|~|Image is flipped.",,,,Access to this collection is generously supported by Haynes Foundation funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj48j,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj48j/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj492,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b4_43212-1a_7_10-10-1946.tif,,,,Nurses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Visiting Nurse Association|~|Peters, Florence",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,c1429_b4_43212-1A_7_10-10-1946,"Florence Peters leaves the office of the Visiting Nurse Association, Los Angeles, 1946",,"circa October 14, 1946",1 photograph,b&w nitrate negative,,1946-10-14,-118.282441,34.056734,"Florence Peters, a nurse in uniform, leaves the office of the Visiting Nurse Association holding her bag of supplies. Signs on the house behind her read ""The Visiting Nurse Association of Los Angeles Inc,"" and ""One of 152 Community  Chest Agencies.""|~|Reported with other photos in “Reporter finds troubles rife on nurse tour,” Los Angeles Times, 14 Oct. 1946: A1.|~|The address on the door of the house ""2530"" indicates that the location is 2530 W. 8th Street, the location of the No. 9A District Office of the Community Chest.",,,,Access to this collection is generously supported by Haynes Foundation funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj492,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj492/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj4bk,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b4_43212-1b_8_10-10-1946.tif,,,,Nurses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Visiting Nurse Association|~|Peters, Florence",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,c1429_b4_43212-1B_8_10-10-1946,"Florence Peters at the office of the Visiting Nurse Association, Los Angeles, 1946",Handwritten on negative: Nurse Florence Peters 10/14/46,"circa October 14, 1946",1 photograph,b&w nitrate negative,,1946-10-14,-118.282441,34.056734,"Reported with other photos in “Reporter finds troubles rife on nurse tour,” Los Angeles Times, 14 Oct. 1946: A1.|~|Nurse Florence Peters prepares her supply bag before leaving the office of the Visiting Nurse Association to visit patients.|~|This office of the Visiting Nurse Association was located at 2530 W. 8th Street.",,,,Access to this collection is generously supported by Haynes Foundation funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj4bk,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj4bk/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj4c3,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b4_43212-1c_10-10-1946.tif,,,,Nurses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Visiting Nurse Association|~|Peters, Florence",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,c1429_b4_43212-1C_10-10-1946,"Florence Peters of the Visiting Nurse Association greets a patient, Los Angeles, 1946",,"circa October 14, 1946",1 photograph,b&w nitrate negative,,1946-10-14,,,Visiting Nurse Florence Peters greets a patient at the front porch of her home.,"Reported with other photos in “Reporter finds troubles rife on nurse tour,” Los Angeles Times, 14 Oct. 1946: A1.",,,Access to this collection is generously supported by Haynes Foundation funds.,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj4c3,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj4c3/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj4rs,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b35_50710_powell_moorehead_simmons_oscars_3-22-1948.tif,,,,Award presentations $z California $z Los Angeles|~|Awards $z California $z Los Angeles|~|Actors $x American $z California $z Los Angeles|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Powell, Dick, $d 1904-1963|~|Shrine Auditorium (Los Angeles, Calif.)|~|Simmons, Jean, $d 1929-2010|~|Moorehead, Agnes, $d 1906-1974",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b35_50710_Powell_Moorehead_Simmons_Oscars_3-22-1948,"Agnes Moorehead, Jean Simmons, and Dick Powell, Academy Awards, Los Angeles, 1948","Text from newspaper caption: British-Bound--Four of six awards which went to English productions are admired (from left) by Agnes Moorehead, British Star Jean Simmons and Actor Dick Powell.|~|Text from negative sleeve: Agnes Moorehead Jean Simmons Dick Powell Academy Awards.","March 20, 1948",1 photograph,,,1948-03-20,,,"This photograph appears with the article ""Academy Award Winners Beam Their Joy at Presentations."" Los Angeles Times, 22 Mar. 1948: A1.|~|Oscar winners Agnes Moorehead, Jean Simmons, and Dick Powell at the 20th Annual Academy Awards held at the Shrine Auditorium in Los Angeles.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj4rs,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj4rs/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj4vb,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b92_63449-1a_cagney_allyson_powell_3-24-1950.tif,,,,Academy Awards (Motion pictures)|~|Actors $x American $z California $z Los Angeles|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Pantages Theatre (Los Angeles, Calif.)|~|Cagney, James, $d 1899-1986|~|Powell, Dick, $d 1904-1963|~|Allyson, June, $d 1917-2006",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b92_63449-1A_Cagney_Allyson_Powell_3-24-1950,"James Cagney, June Allyson, and Dick Powell, Academy Awards, Los Angeles, 1950","Text from newspaper caption: Star Trio--Stars James Cagney, June Allyson and Dick Powell were prominent in Academy Award ceremonies and got big hand from huge crowd witnessing event.","March 23, 1950",1 photograph,,,1950-03-23,-118.32569533609800,34.1020631879558,"James Cagney, June Allyson, and Dick Powell at the 22nd Annual Academy Awards at the Pantages Theatre in Los Angeles.|~|This photograph appears with the article ""Those Who Won Academy Awards."" Los Angeles Times, 24 Mar. 1950: Pg. 2.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj4vb,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj4vb/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj4wv,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b92_63449_kerr_granger_oscars_3-24-1950.tif,,,,Academy Awards (Motion pictures)|~|Actors $x American $z California $z Los Angeles|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Pantages Theatre (Los Angeles, Calif.)|~|Kerr, Deborah, $d 1921-2007|~|Granger, Stewart, $d 1913-1993",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b92_63449_Kerr_Granger_Oscars_3-24-1950,"Deborah Kerr and Stewart Granger at the Academy Awards, Los Angeles, 1950","Text from newspaper caption: Back In Time--Deborah Kerr, with escort Stewart Granger, got back from England in time for Oscar event.","March 23, 1950",1 photograph,,,1950-03-23,-118.32569533609800,34.1020631879558,"This photograph appears with the article ""Those Who Won Academy Awards,"" Los Angeles Times, 24 Mar. 1950: pg. 2.|~|Deborah Kerr and Stewart Granger at the 22nd Annual Academy Awards at the Pantages Theatre in Los Angeles.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj4wv,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj4wv/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj4xc,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/1429_b97_64575_diosa_costello_seated_and_norma_caldron_standing-5-23-1950.tif,,,,Dressing rooms (Performing arts) $z California $z Los Angeles|~|Theater $z California $z Los Angeles|~|Women $z California $z Los Angeles|~|Actresses $x American $z California $z Los Angeles,still image,news photographs|~|black-and-white photographs,"Philharmonic Auditorium (Organization : Los Angeles, Calif.)|~|Costello, Diosa|~|Calderon, Norma",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,,,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,1429_b97_64575_Diosa_Costello_seated_and_Norma_Caldron_standing-5-23-1950,"Diosa Costello and Norma Calderon, Philharmonic Auditorium, Los Angeles, 1950","Text from newspaper caption: Cast Members--Diosa Costello, seated who takes part of Bloody Mary, and Norma Calderon, as Liat, look at shrunken head used as one of ""props"" in the production.","May 22, 1950",1 photograph,,,1950-05-22,-118.24272173980700,34.05371680420780,"This photograph appears with the article ""South Pacific Has Brilliant Opening,"" Los Angeles Times, 23 May 1950: A1.|~|Actresses Diosa Costello and Norma Calderon backstage at the opening of ""South Pacific"" at the Philharmonic Auditorium in Los Angeles.",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj4xc,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj4xc/manifest
latimes7_failed_completed.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002hj4zw,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/c1429_b111_67528_holden_and_princesses_12-3-1950.tif,,,,Actors $x American $z California,still image,news photographs|~|black-and-white photographs,"Tournament of Roses|~|Holden, William, $d 1918-1981",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,,Pasadena (Calif.),,"University of California, Los Angeles. $b Library. $b Dept. of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,C1429_b111_67528_Holden_and_Princesses_12-3-1950,"William Holden and 7 Rose Princesses, Pasadena, 1950","Text from newspaper caption: Rose Princesses--These seven princesses are shown with Screen Actor William Holden who will be master of ceremonies at the queen's breakfast Dec. 15. They are, lower row, left to right, Nancy June Robinson, Billie Joe Hudnall and Eleanor Payne.  Upper row, left to right; Glen Louise Josi, Norma Drageset, Laura Engdahl, June Roan.","[circa December 3, 1950]",1 photograph,,,1950-12-03,,,Actor William Holden posing with seven Rose Princesses vying for the title of Rose Queen for the Pasadena Rose Parade.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hj4zw,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hj4zw/manifest
