Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.typeOfResource,Name.subject,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.distributor,Name.producer,Author,Name.actor,Coverage.geographic,Name.director,Name.screenwriter,Subject,Name.costumeDesigner,Subject.descriptiveTopic,Name.singer,Rights.servicesContact,Name.photographer,Language,Name.repository,Name.lyricist,Name.composer,Name.architect,Name.filmEditor,Name.artist,Name.creator,Name.musicalDirector,Name.choreographer,Name.soundDesigner,Name.cinematographer,Name.musician,Description.note,Title,AltTitle.other,Alt ID.local,Description.fundingNote,Format.extent,Format.medium,Relation.isPartOf,Date.creation,Date.normalized,Summary,Format.dimensions,Description.longitude,Description.latitude,Publisher.publisherName,Publisher.placeOfOrigin,AltTitle.descriptive,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Columbia Pictures Stills and Key books,ark:/21198/zz002jdr7b,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_03532.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|Drama films|~|acetate film|~|Crime films,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Taps, Jonie, $d 1908-1997",,"Sarracini, Gerald, $d 1927-1957",,"Asher, William, $d 1921-2012",,,,Shadow on the window (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"According to the American Film Institute (AFI) catalog, production for The Shadow on the Window spanned July to August of 1956. The film was released March of 1957.","Gerald Sarracini as Joey Gomez in The Shadow on the Window, circa 1956-1957",,uclamss_2213_03532,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w acetate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1956-1957],1956/1957,Text from negative enclosure: The Shadow on the Window. 1957.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jdr7b,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jdr7b/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jdr8v,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_03533.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|Drama films|~|acetate film|~|Crime films,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Taps, Jonie, $d 1908-1997",,"Mathers, Jerry",,"Asher, William, $d 1921-2012",,,,Shadow on the window (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"According to the American Film Institute (AFI) catalog, production for The Shadow on the Window spanned July to August of 1956. The film was released March of 1957.","Jerry Mathers as Petey Atlas in The Shadow on the Window, circa 1956-1957",,uclamss_2213_03533,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w acetate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1956-1957],1956/1957,Text from negative enclosure: The Shadow on the Window. 1957.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jdr8v,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jdr8v/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jdr9c,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_03534.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|Drama films|~|acetate film|~|Crime films,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Taps, Jonie, $d 1908-1997",,"Mathers, Jerry",,"Asher, William, $d 1921-2012",,,,Shadow on the window (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"According to the American Film Institute (AFI) catalog, production for The Shadow on the Window spanned July to August of 1956. The film was released March of 1957.","Jerry Mathers as Petey Atlas in The Shadow on the Window, circa 1956-1957",,uclamss_2213_03534,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w acetate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1956-1957],1956/1957,Text from negative enclosure: The Shadow on the Window. 1957.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jdr9c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jdr9c/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jdrbw,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_03535.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|Drama films|~|acetate film|~|Crime films,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Taps, Jonie, $d 1908-1997",,"Mathers, Jerry",,"Asher, William, $d 1921-2012",,,,Shadow on the window (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"According to the American Film Institute (AFI) catalog, production for The Shadow on the Window spanned July to August of 1956. The film was released March of 1957.","Jerry Mathers as Petey Atlas in The Shadow on the Window, circa 1956-1957",,uclamss_2213_03535,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w acetate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1956-1957],1956/1957,Text from negative enclosure: The Shadow on the Window. 1957.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jdrbw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jdrbw/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jdrcd,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_03536.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|Drama films|~|acetate film|~|Crime films,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Taps, Jonie, $d 1908-1997",,"Mathers, Jerry",,"Asher, William, $d 1921-2012",,,,Shadow on the window (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"According to the American Film Institute (AFI) catalog, production for The Shadow on the Window spanned July to August of 1956. The film was released March of 1957.","Jerry Mathers as Petey Atlas in The Shadow on the Window, circa 1956-1957",,uclamss_2213_03536,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w acetate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1956-1957],1956/1957,Text from negative enclosure: The Shadow on the Window. 1957.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jdrcd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jdrcd/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jdrdx,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_03537.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|Drama films|~|acetate film|~|Crime films,copyrighted,unknown,Columbia Pictures,"Taps, Jonie, $d 1908-1997",,"Carey, Philip, $d 1925-2009",,"Asher, William, $d 1921-2012",,,,Shadow on the window (Motion picture),,,Columbia Pictures,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"According to the American Film Institute (AFI) catalog, production for The Shadow on the Window spanned July to August of 1956. The film was released March of 1957.","Philip Carey as Tony Atlas in The Shadow on the Window, circa 1956-1957",,uclamss_2213_03537,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w acetate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1956-1957],1956/1957,Text from negative enclosure: The Shadow on the Window. 1957.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jdrdx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jdrdx/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jdrff,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_03538.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|Drama films|~|acetate film|~|Crime films,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Taps, Jonie, $d 1908-1997",,"Carey, Philip, $d 1925-2009",,"Asher, William, $d 1921-2012",,,,Shadow on the window (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"According to the American Film Institute (AFI) catalog, production for The Shadow on the Window spanned July to August of 1956. The film was released March of 1957.","Philip Carey as Tony Atlas in The Shadow on the Window, circa 1956-1957",,uclamss_2213_03538,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w acetate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1956-1957],1956/1957,Text from negative enclosure: The Shadow on the Window. 1957.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jdrff,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jdrff/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jdrgz,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_03539.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|Drama films|~|acetate film|~|Crime films,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Taps, Jonie, $d 1908-1997",,"Carey, Philip, $d 1925-2009",,"Asher, William, $d 1921-2012",,,,Shadow on the window (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"According to the American Film Institute (AFI) catalog, production for The Shadow on the Window spanned July to August of 1956. The film was released March of 1957.","Philip Carey as Tony Atlas in The Shadow on the Window, circa 1956-1957",,uclamss_2213_03539,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w acetate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1956-1957],1956/1957,Text from negative enclosure: The Shadow on the Window. 1957.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jdrgz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jdrgz/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jdrhg,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_03540.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|Drama films|~|acetate film|~|Crime films,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Taps, Jonie, $d 1908-1997",,"Carey, Philip, $d 1925-2009",,"Asher, William, $d 1921-2012",,,,Shadow on the window (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"According to the American Film Institute (AFI) catalog, production for The Shadow on the Window spanned July to August of 1956. The film was released March of 1957.","Philip Carey as Tony Atlas in The Shadow on the Window, circa 1956-1957",,uclamss_2213_03540,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w acetate negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1956-1957],1956/1957,Text from negative enclosure: The Shadow on the Window. 1957.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jdrhg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jdrhg/manifest
Columbia Pictures Stills and Key books,ark:/21198/zz002jdrj0,ark:/21198/zz002jb7f9,2,Completed,Work,columbia/image/uclamss_2213_03541.tif,,,,private,still image,,Black-and-white photographs|~|film stills|~|Portrait photographs|~|Drama films|~|acetate film|~|Crime films,copyrighted,unknown,Columbia Pictures,"Columbia Pictures|~|Taps, Jonie, $d 1908-1997",,"Garrett, Betty, $d 1919-2011",,"Asher, William, $d 1921-2012",,,,Shadow on the window (Motion picture),,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,,,,,,,,"According to the American Film Institute (AFI) catalog, production for The Shadow on the Window spanned July to August of 1956. The film was released March of 1957.","Betty Garrett as Linda Atlas in The Shadow on the Window, circa 1956-1957",,uclamss_2213_03541,Access to this collection is generously supported by Arcadia funds.,1 photographic negative,b&w negative,"Columbia Pictures Stills and Key books. Department of Special Collections, Charles E. Young Research Library, UCLA.",[circa 1956-1957],1956/1957,Text from negative enclosure: The Shadow on the Window. 1957.,,,,,,,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=7484647,https://oac.cdlib.org/findaid/ark:/13030/c8w381zm/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jdrj0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002jdrj0/manifest
