"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Language","Name.creator","Name.repository","Rights.rightsHolderContact","Title","Subject","AltTitle.other","Description.note","Summary","Alt ID.local","Date.creation","Date.normalized","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Wingfield (Michael) Collection","ark:/21198/z1g17md2","ark:/21198/zz002gw1mb","","","Page","wingfield/image/pdf_images/21198-zz002gw1mb-1-master_011.tif","11","","","","","","","","","","","","Page 11","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17md2",""
"Wingfield (Michael) Collection","ark:/21198/z1b86vqs","ark:/21198/zz002gw1mb","","","Page","wingfield/image/pdf_images/21198-zz002gw1mb-1-master_012.tif","12","","","","","","","","","","","","Page 12","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b86vqs",""
"Wingfield (Michael) Collection","ark:/21198/z16h642r","ark:/21198/zz002gw1mb","","","Page","wingfield/image/pdf_images/21198-zz002gw1mb-1-master_013.tif","13","","","","","","","","","","","","Page 13","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h642r",""
"Wingfield (Michael) Collection","ark:/21198/z12v42qw","ark:/21198/zz002gw1mb","","","Page","wingfield/image/pdf_images/21198-zz002gw1mb-1-master_014.tif","14","","","","","","","","","","","","Page 14","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v42qw",""
"Wingfield (Michael) Collection","ark:/21198/z1z33kb8","ark:/21198/zz002gw1mb","","","Page","wingfield/image/pdf_images/21198-zz002gw1mb-1-master_015.tif","15","","","","","","","","","","","","Page 15","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33kb8",""
"Wingfield (Michael) Collection","ark:/21198/z1tb2tmj","ark:/21198/zz002gw1mb","","","Page","wingfield/image/pdf_images/21198-zz002gw1mb-1-master_016.tif","16","","","","","","","","","","","","Page 16","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb2tmj",""
"Wingfield (Michael) Collection","ark:/21198/z1pk22sv","ark:/21198/zz002gw1mb","","","Page","wingfield/image/pdf_images/21198-zz002gw1mb-1-master_017.tif","17","","","","","","","","","","","","Page 17","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk22sv",""
"Wingfield (Michael) Collection","ark:/21198/z1jt1b13","ark:/21198/zz002gw1mb","","","Page","wingfield/image/pdf_images/21198-zz002gw1mb-1-master_018.tif","18","","","","","","","","","","","","Page 18","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1b13",""
"Wingfield (Michael) Collection","ark:/21198/z1f20k9p","ark:/21198/zz002gw1mb","","","Page","wingfield/image/pdf_images/21198-zz002gw1mb-1-master_019.tif","19","","","","","","","","","","","","Page 19","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20k9p",""
"Wingfield (Michael) Collection","ark:/21198/z1989tpr","ark:/21198/zz002gw1mb","","","Page","wingfield/image/pdf_images/21198-zz002gw1mb-1-master_020.tif","20","","","","","","","","","","","","Page 20","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1989tpr",""
