Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Last Edit Date,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Coverage.geographic,Name.artist,Name.illustrator,Name.photographer,Name.compiler,Name.repository,Rights.countryCreation,Rights.rightsHolderContact,Name.architect,Name.fashionDesigner,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Description.caption,Description.adminnote,Description.latitude,Format.dimensions,Description.contents,Date.normalized,Description.note,Date.creation,Description.fundingNote,Alternate Identifier.local,Format.extent,Format.medium,Description.abstract,Description.longitude,Title,Bucketeer State,IIIF Access URL
Los Angeles Times Photographic Archive,ark:/21198/zz002cwjd7,ark:/21198/zz0002np7z,2,Completed,2020-04-24 18:41:40,Work,latimes/masters/uclamss_1429_6345.tif,,,,,Judicial proceedings|~|Kidnappings $z California $z Santa Monica|~|Law & legal affairs $z California|~|Autographs,still image,copyrighted,news photographs|~|cellulose nitrate film|~|affidavits,"McPherson, Aimee Semple, $d 1890-1944|~|Hollenbeck, H. D.",,,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,eng,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Mc Pherson, Aimee Semple Telegrams Notes [handwritten:] X [...] 2 [handwritten on sticky note:] Luna - some maybe too dark to get good scan? let us know.|~|Handwritten on negative: H. D. Hollenbeck affidavit",,,,,1926-07-10,"Photograph of the affidavit of H. D. Hollenbeck, dual resident of Los Angeles and Welton, Arizona, given in concurrence with Aimee Semple McPherson's disappearance/kidnapping. The document puts forward Hollenbeck's sworn account of his whereabouts from May 18, 1926 through July 10, 1926. The document is dated July 10, 1926 and is signed by both H. D. Hollenbeck and a Notary Public for the County of Los Angeles.","July 10, 1926",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_6345,1 photograph,b&w nitrate negative,,,"Affidavit of H. D. Hallenbeck, 1926",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cwjd7
Los Angeles Times Photographic Archive,ark:/21198/zz002cwjb6,ark:/21198/zz0002np7z,2,Completed,2020-04-24 18:42:06,Work,latimes/masters/uclamss_1429_6343.tif,,,,,Kidnappings $z California $z Santa Monica|~|Law & legal affairs $z California|~|Witnesses $z California $z Monterey,still image,copyrighted,news photographs|~|cellulose nitrate film|~|photocopies|~|affidavits,"McPherson, Aimee Semple, $d 1890-1944|~|Wiseman, Lorraine, $d b. 1889 or 90|~|Ormiston, Kenneth G., $d 1896-1937",Monterey County (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,eng,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Mc Pherson, Aimee Semple Telegrams Notes [handwritten:] X [...] 2 [handwritten on sticky note:] Luna - some maybe too dark to get good scan? let us know.",,,,,1926-08-15,"Photocopy of the affidavits of Lorraine Wiseman and Miss ""X"" in regards to Kenneth G. Ormiston's stay in Carmel in the latter part of May, 1926 and in concurrence with Aimee Semple McPherson's kidnapping/disappearance. Both affidavits were sworn to the Notary Public in and for the county of Monterey on August 15, 1926.","[circa August 15, 1926]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_6343,1 photograph,b&w nitrate negative,,,"Copy of affidavits from Lorraine Wiseman and Miss ""X"", 1926",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cwjb6
Los Angeles Times Photographic Archive,ark:/21198/zz002cn136,ark:/21198/zz0002np7z,2,Completed,2020-04-24 18:50:19,Work,latimes/masters/uclamss_1429_3159.tif,,,,,Telegrams|~|Crime|~|Legal,still image,copyrighted,news photographs|~|cellulose nitrate film|~|forensic photographs,"Allen, Alfred W., $d b. 1876|~|Sudow, Fay Levi, $d 1878?-1920",Los Angeles (Calif.)|~|Chicago (Ill.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,eng,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from nitrate negative sleeve: [Typewritten:] Sidow, Fay Mrs., Murder case, 1923  [Handwritten:] Sudow",,,,,1920-09-28,"Telegram text reads: FRED ALLEN WILL COME WHEN NEEDED PLEASE LET ME NO HOW MUCH TIME I HAVE WHEN TRIAL COMES UP IF TRIAL CAN BE POSTPONED FOR A WHILE WIRE ANSWER AT ONCE SO I WILL KNOW WHAT ARRANGEMENTS TO MAKE AND HOW MUCH TIME I HAVE FAY SUDOW|~|Photograph of Western Union telegram, dated 1920 Sep 28 AM 2 41, Chicago, Ill., to Fred Allen, and bill addressed to Alfred W Allen, 425 Central Bldg, for $1.00 for unpaid telegram fee, both attached to board with pins.  Fay Sudow's attorney was named Alfred W. Allen, with an office at 485 Central Bldg.","September 28, 1920",Access to this collection is generously supported by Arcadia funds.,uclamss_1429_3159,1 photograph,b&w nitrate negative,,,"Telegram from murder victim Fay Sudow to Fred Allen (Alfred W. Allen), Chicago, 1920",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cn136
Los Angeles Times Photographic Archive,ark:/21198/zz002j7r8m,ark:/21198/zz0002np7z,2,Completed,2020-04-24 18:50:57,Work,latimes/masters/uclamss_1429_14202.tif,,,,,Political campaigns $z California|~|Governors $x American $z Kansas|~|Presidential elections $z California|~|Politicians $z Kansas,still image,copyrighted,news photographs|~|correspondence|~|cellulose nitrate film|~|photocopies,"Landon, Alfred M. $q (Alfred Mossman) $d 1887-1987|~|Miller, W. Lockwood",,,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,eng,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from newspaper caption: When, how and why Gov. Landon of Kansas refused to enter the Presidential primaries of California or any other State. By not a word nor a line has he or anyone authorized to speak for him ever receded from this position. His alleged entry in the California Republican contest is a piece of bald-faced trickery on the part of W. R. Hearst, a registered Democrat of New York, who cannot vote in this state and who not even a resident of California. [Los Angeles Times, 26 Apr. 1936: 10]|~|Text from negative sleeve: 5064—Letters from Gov. Alf M Landon [stamped:] APR 29 1936",,,,,1936-04-25,"A copy of this letter appears with the article, “Gov. Landon Not a Candidate in the California Republican Presidential Primary: GOVERNOR'S OWN LETTER EXPOSES HEARST TRICK Documented Record of Kansan's Repeated Refusals to Enter Contest in This State,” Los Angeles Times, 26 Apr. 1936: 10|~|See also Item Arks 21198/zz002j7r73 and Ark 21198/zz002j7r94 for the other letters imaged in the same photo spread.|~|Photocopy of a letter sent from Alf M. Landon, Governor of Kansas to Mr. W. Lockwood Miller, Secretary, Hollywood (57th) Republican Assembly, dated February 19, 1936. In this letter, Governor Landon declines to participate in the California Republican primary.","[circa April 25, 1936]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_14202,1 photograph,b&w nitrate negative,,,"Copy of a letter from Kansas Governor Alf M. Landon to W. Lockwood Miller regarding the California primary, 1936",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j7r8m
Los Angeles Times Photographic Archive,ark:/21198/zz002j7r73,ark:/21198/zz0002np7z,2,Completed,2020-04-24 18:51:18,Work,latimes/masters/uclamss_1429_14201.tif,,,,,Political campaigns $z California|~|Governors $x American $z Kansas|~|Presidential elections $z California|~|Politicians $z Kansas,still image,copyrighted,news photographs|~|correspondence|~|cellulose nitrate film|~|photocopies,"Landon, Alfred M. $q (Alfred Mossman) $d 1887-1987|~|Stauffer, Oscar S. $q (Oscar Stanley), $d 1886-1982|~|Mellor, W. Bancroft",,,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,eng,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: 5064—Letters from Gov. Alf M Landon [stamped:] APR 29 1936|~|Text from newspaper caption: When, how and why Gov. Landon of Kansas refused to enter the Presidential primaries of California or any other State. By not a word nor a line has he or anyone authorized to speak for him ever receded from this position. His alleged entry in the California Republican contest is a piece of bald-faced trickery on the part of W. R. Hearst, a registered Democrat of New York, who cannot vote in this state and who not even a resident of California. [Los Angeles Times, 26 Apr. 1936: 10]",,,,,1936-04-25,"See also Item Arks 21198/zz002j7r8m and Ark 21198/zz002j7r94 for the other letters imaged in the same photo spread.|~|A copy of this letter appears with the article, “Gov. Landon Not a Candidate in the California Republican Presidential Primary: GOVERNOR'S OWN LETTER EXPOSES HEARST TRICK Documented Record of Kansan's Repeated Refusals to Enter Contest in This State,” Los Angeles Times, 26 Apr. 1936: 10|~|Photocopy of a letter sent from Oscar S. Stauffer, Chairman, The Landon-For-President Committee to Mr. W. Bancroft Mellor, dated March 28, 1936. The letter states that Governor Alf M. Landon will not participate in any primaries.","[circa April 25, 1936]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_14201,1 photograph,b&w nitrate negative,,,"Copy of a letter from Oscar S. Stauffer to W. Bancroft Mellor regarding the candidacy of Kansas Governor Alf Landon, 1936",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j7r73
Los Angeles Times Photographic Archive,ark:/21198/zz002j7r94,ark:/21198/zz0002np7z,2,Completed,2020-04-24 18:51:45,Work,latimes/masters/uclamss_1429_14203.tif,,,,,Political campaigns $z California|~|Governors $x American $z Kansas|~|Presidential elections $z California|~|Politicians $z Kansas,still image,copyrighted,news photographs|~|correspondence|~|cellulose nitrate film|~|photocopies,"Landon, Alfred M. $q (Alfred Mossman) $d 1887-1987|~|Mayberry, Willard|~|Mellor, W. Bancroft",,,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,eng,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: 5064—Letters from Gov. Alf M Landon [stamped:] APR 29 1936|~|Text from newspaper caption: When, how and why Gov. Landon of Kansas refused to enter the Presidential primaries of California or any other State. By not a word nor a line has he or anyone authorized to speak for him ever receded from this position. His alleged entry in the California Republican contest is a piece of bald-faced trickery on the part of W. R. Hearst, a registered Democrat of New York, who cannot vote in this state and who not even a resident of California. [Los Angeles Times, 26 Apr. 1936: 10]",,,,,1936-04-25,"A copy of this letter appears with the article, “Gov. Landon Not a Candidate in the California Republican Presidential Primary: GOVERNOR'S OWN LETTER EXPOSES HEARST TRICK Documented Record of Kansan's Repeated Refusals to Enter Contest in This State,” Los Angeles Times, 26 Apr. 1936: 10|~|See also Item Arks 21198/zz002j7r73 and Ark 21198/zz002j7r8m for the other letters imaged in the same photo spread.|~|Photocopy of a letter sent from Willard Mayberry, Secretary, State of Kansas, Office of the Governor to Mr. W. Bancroft Mellor, dated March 24, 1936. In this letter, Willard Mayberry reiterates Governor Landon's decision to decline participation in the California primary.","[circa April 25, 1936]",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_14203,1 photograph,b&w nitrate negative,,,"Copy of a letter from Willard Mayberry to W. Bancroft Mellor regarding Kansas Governor Alf Landon and the California primary, 1936",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j7r94
Los Angeles Times Photographic Archive,ark:/21198/zz002dgrzf,ark:/21198/zz0002np7z,2,Completed,2020-04-24 18:52:24,Work,latimes/masters/uclamss_1429_8819.tif,,,,,Shooting $z California $z Los Angeles,still image,copyrighted,news photographs|~|correspondence|~|cellulose nitrate film|~|forensic photographs,,,,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,eng,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: [stamped:] OCT 3-1935|~|Handwritten on negative sleeve: 2372- Mary Mann, Cecilia Man, Harold Goldberg Daniel Banner, Letters in Rosen Shooting --Rosen Gang Shooting, 10-2-35",,,,,1935-10-02,"Letter to Marty's sister. Marty Rosen was a shooting victim supposedly shot by a gangster. First few lines: ""business again, I have a man with plenty of money and I think he's interested in putting me into business again with plenty of financial-backing, it may take a little time, but if I don't prosper shortly, you can expect me back in the city in the very near future...""|~|Related to article, ""Hunt Pushed in Shooting,"" Los Angeles Times, 03 Oct 1935: A8.","October 2, 1935",Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_8819,1 photograph,b&w nitrate negative,,,"First letter in Marty Rosen shooting investigation, 1935",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dgrzf
Los Angeles Times Photographic Archive,ark:/21198/zz001400wt,ark:/21198/zz0002np7z,2,Completed,2020-04-24 18:53:21,Work,latimes/masters/21198-zz001400wt-1-master.tif,,,,,Philanthropy--California--Los Angeles County|~|Correspondence--California--Los Angeles|~|Children--California--Los Angeles County|~|Disaster|~|Youth,still image,copyrighted,news photographs,,Glendale (Calif.)|~|Los Angeles (Calif.)|~|San Marino (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,eng,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","GIFT - This letter from two Glendale children accompanied a crumbled dollar bill, their gift of appreciation to men who tried in vain to rescue Kathy Fiscus.",,34.0524905284894,10 x 12 cm,,1949-4-19,Kathy Fiscus died after falling into a 110 ft. well in San Marino and becoming trapped inside.,"April 19, 1949",,b63_57117-11,1 photograph,b&w negative,,-118.245881795883,"Letter from two Glendale children donating money to the rescue workers who attempted to save Kathy Fiscus, 1949.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001400wt
Los Angeles Times Photographic Archive,ark:/21198/zz002dc96f,ark:/21198/zz0002np7z,2,Completed,2020-04-24 18:53:46,Work,latimes/masters/uclamss_1429_2513.tif,,,,,,still image,copyrighted,news photographs|~|correspondence|~|cellulose nitrate film,"West, James S., $c Reverend|~|White Cross International Anti-Narcotic Society (San Francisco, Calif.)",,,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,eng,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Young, Sanborn St. Sen, 1934",,,,,1933,"Letter written on the letter head of The American White Cross Association on Drug Addiction from M.A. Matthew, President in Seattle, to Rev. James S. West, President in San Francisco.",1933,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_2513,1 photograph,b&w nitrate negative,,,"Letter to Rev. James S. West of the White Cross, 1933",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dc96f
Los Angeles Times Photographic Archive,ark:/21198/zz002dc97z,ark:/21198/zz0002np7z,2,Completed,2020-04-24 18:54:09,Work,latimes/masters/uclamss_1429_2514.tif,,,,,,still image,copyrighted,news photographs|~|correspondence|~|cellulose nitrate film,"West, James S., $c Reverend|~|White Cross International Anti-Narcotic Society (San Francisco, Calif.)",,,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,eng,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","Text from negative sleeve: Young, Sanborn St. Sen, 1934",,,,,1934,"Letter written on the letter head of The American White Cross Association on Drug Addiction from M. A. Matthews, President in Seattle, to Rev. James S. West, President in San Francisco.",1934,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,uclamss_1429_2514,1 photograph,b&w nitrate negative,,,"Letter to Rev. James S. West of the White Cross, 1933",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dc97z
