File,Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
latimes2-8.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002565mk,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz002565mk_1659164_master.tif,,,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2731",zxx,,,,,,C1429_b21_47086.1,1947,,1947,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002565mk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002565mk/manifest
latimes2-8.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002566fg,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz002566fg_1659212_master.tif,,,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2729",zxx,,,,,,C1429_b118_68887-B,1950 or 1951,,1950-1951,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002566fg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002566fg/manifest
latimes2-8.csv,Los Angeles Times Photographic Archive,ark:/21198/zz00256c7s,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz00256c7s_1659938_master.tif,,,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2720",zxx,,,,,,C1429_b89_62859-1_frame 1,1950,,1950,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00256c7s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00256c7s/manifest
latimes2-8.csv,Los Angeles Times Photographic Archive,ark:/21198/zz00256c89,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz00256c89_1659950_master.tif,,,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2719",zxx,,,,,,C1429_b89_62859-2_frame 2,1950,,1950,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00256c89,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00256c89/manifest
latimes2-8.csv,Los Angeles Times Photographic Archive,ark:/21198/zz00256c9t,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz00256c9t_1659963_master.tif,,,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2718",zxx,,,,,,C1429_b103_65993_single frame,1950,,1950,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00256c9t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00256c9t/manifest
latimes2-8.csv,Los Angeles Times Photographic Archive,ark:/21198/zz00256cbb,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz00256cbb_1660008_master.tif,,,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2717",zxx,,,,,,C1429_b123_69989_single-frame,1951,,1951,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00256cbb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00256cbb/manifest
latimes2-8.csv,Los Angeles Times Photographic Archive,ark:/21198/zz0025h9q3,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz0025h9q3_1694207_master.tif,,,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2701",zxx,,,,,,C1429_b220_89476_single frame.tif,1954,,1954,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h9q3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h9q3/manifest
latimes2-8.csv,Los Angeles Times Photographic Archive,ark:/21198/zz0025hnkv,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz0025hnkv_1695373_master.tif,,,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2671",zxx,,,,,,C1429_b286_neg # 101175.1.tif,1956,,1956|~|1956,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hnkv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hnkv/manifest
latimes2-8.csv,Los Angeles Times Photographic Archive,ark:/21198/zz0025hnwh,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz0025hnwh_1695408_master.tif,,,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2664",zxx,,,,,,C1429_b290_neg 101895-60_frame 1.tif,1957 ?,,1957,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hnwh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hnwh/manifest
latimes2-8.csv,Los Angeles Times Photographic Archive,ark:/21198/zz0025hnx1,ark:/21198/zz0002np7z,1,In progress,Work,latimes/masters/21198-zz0025hnx1_1695411_master.tif,,,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2663",zxx,,,,,,C1429_b293_neg # 102284-W.1.tif,1957,,1957,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hnx1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hnx1/manifest
