Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Last Edit Date,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Subject,Type.typeOfResource,Rights.copyrightStatus,Type.genre,Name.subject,Coverage.geographic,Name.artist,Name.illustrator,Name.photographer,Name.compiler,Name.repository,Rights.countryCreation,Rights.rightsHolderContact,Name.architect,Name.fashionDesigner,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Description.caption,Description.adminnote,Description.latitude,Format.dimensions,Description.contents,Date.normalized,Description.note,Date.creation,Description.fundingNote,Alternate Identifier.local,Format.extent,Format.medium,Description.abstract,Description.longitude,Title,Bucketeer State,IIIF Access URL
Los Angeles Times Photographic Archive,ark:/21198/zz00141m53,ark:/21198/zz0002np7z,2,Completed,2020-08-05 14:03:11,Work,latimes/masters/21198-zz00141m53-1-master.tif,,,,,Piers--California--Los Angeles County|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|Motion picture actors and actresses--California--Political activity|~|Motion pictures--Setting and scenery|~|Historical dramas|~|Activism|~|Entertainment|~|People,still image,copyrighted,news photographs,"Redford, Robert",Santa Monica (Calif.),,,"Dare, Ken",,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,34.008474,5.5 x 5.5 cm,,1973-2-6,"The pier was being considered for demolition by city officials at the time of this photograph.|~|Article by Seymour Beubis featuring Robert Redford's advocacy for the Santa Monica Pier appeared in the Los Angeles Times on February 8, 1973.  The article was not accompanied by photographs.","February 6, 1973",,b752_281411-7,1 photograph,b&w negative,,-118.498020,"Robert Redford advocating against the demolition of Santa Monica Pier while filming ""The Sting"" on the pier. F. 1973.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141m53
Los Angeles Times Photographic Archive,ark:/21198/zz0002rzkb,ark:/21198/zz0002np7z,2,Completed,2020-08-05 14:06:24,Work,latimes/masters/clusc_8_1_00327677a.tif,,,,,Undocumented immigrants--California|~|International|~|Legal,still image,copyrighted,news photographs,,Santa Ana (Calif.),,,"Shepler, Lori",,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",5th and Euclid--Illegals seeking work jump onto truck in Santa Ana for day labor jobs.,,33.748726,35 mm.,,1984-04-01,,"April 1, 1984",,uclalat_1429_b1509_300090,1 photograph,b&w negative,,-117.937520,"Illegal workers jumping onto truck in Santa Ana, Calif., 1984",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002rzkb
Los Angeles Times Photographic Archive,ark:/21198/zz00141mbp,ark:/21198/zz0002np7z,2,Completed,2020-08-05 14:17:44,Work,latimes/masters/21198-zz00141mbp-1-master.tif,,,,,Piers--California--Los Angeles County|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|Motion picture actors and actresses--California--Political activity|~|Motion pictures--Setting and scenery|~|Historical dramas|~|Entertainment|~|People,still image,copyrighted,news photographs,"Redford, Robert",Santa Monica (Calif.),,,"Dare, Ken",,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,34.008845,5.5 x 5.5 cm,,1973-2-6,"Article by Seymour Beubis featuring Robert Redford's advocacy for the Santa Monica Pier appeared in the Los Angeles Times on February 8, 1973.  The article was not accompanied by photographs.|~|The pier was being considered for demolition by city officials at the time of this photograph.","February 6, 1973",,b752_281411-9,1 photograph,b&w negative,,-118.498004,"Robert Redford advocating against the demolition of Santa Monica Pier while filming ""The Sting"" on the pier. G. 1973.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141mbp
Los Angeles Times Photographic Archive,ark:/21198/zz0014rmd4,ark:/21198/zz0002np7z,2,Completed,2020-08-05 14:23:17,Work,latimes/masters/21198-zz0014rmd4-1-master.tif,,,,,Piers--California--Los Angeles County|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|Motion picture actors and actresses--California--Political activity|~|Motion pictures--Setting and scenery|~|Historical dramas|~|Activism|~|Entertainment|~|People,still image,copyrighted,news photographs,"Redford, Robert",Santa Monica (Calif.),,,"Dare, Ken",,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,34.008845,5.5 x 5.5 cm,,1973-2-6,"Article by Seymour Beubis featuring Robert Redford's advocacy for the Santa Monica Pier appeared in the Los Angeles Times on February 8, 1973.  The article was not accompanied by photographs.|~|The pier was being considered for demolition by city officials at the time of this photograph.","February 6, 1973",,b752_281411-10,1 photograph,b&w negative,,-118.498004,"Robert Redford advocating against the demolition of Santa Monica Pier while filming ""The Sting"" on the pier. H. 1973.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rmd4
Los Angeles Times Photographic Archive,ark:/21198/zz0014rmcm,ark:/21198/zz0002np7z,2,Completed,2020-08-05 14:29:42,Work,latimes/masters/21198-zz0014rmcm-1-master.tif,,,,,Piers--California--Los Angeles County|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|Motion picture actors and actresses--California--Political activity|~|Motion pictures--Setting and scenery|~|Historical dramas|~|Activism|~|Entertainment|~|People,still image,copyrighted,news photographs,"Redford, Robert",Santa Monica (Calif.),,,"Dare, Ken",,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,34.008845,5.5 x 5.5 cm,,1973-2-6,"Article by Seymour Beubis featuring Robert Redford's advocacy for the Santa Monica Pier appeared in the Los Angeles Times on February 8, 1973.  The article was not accompanied by photographs.|~|The pier was being considered for demolition by city officials at the time of this photograph.","February 6, 1973",,b752_281411-11,1 photograph,b&w negative,,-118.498004,"Robert Redford advocating against the demolition of Santa Monica Pier while filming ""The Sting"" on the pier. I. 1973.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rmcm
Los Angeles Times Photographic Archive,ark:/21198/zz0014rmfn,ark:/21198/zz0002np7z,2,Completed,2020-08-05 14:36:55,Work,latimes/masters/21198-zz0014rmfn-1-master.tif,,,,,Piers--California--Los Angeles County|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|Motion picture actors and actresses--California--Political activity|~|Motion pictures--Setting and scenery|~|Historical dramas|~|Activism|~|Entertainment|~|People,still image,copyrighted,news photographs,"Redford, Robert",Santa Monica (Calif.),,,"Dare, Ken",,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,34.008845,5.5 x 5.5 cm,,1973-2-6,"Article by Seymour Beubis featuring Robert Redford's advocacy for the Santa Monica Pier appeared in the Los Angeles Times on February 8, 1973.  The article was not accompanied by photographs.|~|The pier was being considered for demolition by city officials at the time of this photograph.","February 6, 1973",,b752_281411-12,1 photograph,b&w negative,,-118.498004,"Robert Redford advocating against the demolition of Santa Monica Pier while filming ""The Sting"" on the pier. J. 1973.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rmfn
Los Angeles Times Photographic Archive,ark:/21198/zz0014rnc3,ark:/21198/zz0002np7z,2,Completed,2020-08-05 14:40:43,Work,latimes/masters/21198-zz0014rnc3-1-master.tif,,,,,Piers--California--Los Angeles County|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|Motion picture actors and actresses--California--Political activity|~|Motion pictures--Setting and scenery|~|Historical dramas|~|Activism|~|Entertainment|~|People,still image,copyrighted,news photographs,"Redford, Robert",Santa Monica (Calif.),,,"Dare, Ken",,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,34.008845,5.5 x 5.5 cm,,1973-2-6,"The pier was being considered for demolition by city officials at the time of this photograph.|~|Article by Seymour Beubis featuring Robert Redford's advocacy for the Santa Monica Pier appeared in the Los Angeles Times on February 8, 1973.  The article was not accompanied by photographs.","February 6, 1973",,b752_281411-13,1 photograph,b&w negative,,-118.498004,"Robert Redford advocating against the demolition of Santa Monica Pier while filming ""The Sting"" on the pier. K. 1973.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0014rnc3
Los Angeles Times Photographic Archive,ark:/21198/zz00141m8n,ark:/21198/zz0002np7z,2,Completed,2020-08-05 14:43:56,Work,latimes/masters/21198-zz00141m8n-1-master.tif,,,,,Piers--California--Los Angeles County|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|Motion picture actors and actresses--California--Political activity|~|Autographing--California--Los Angeles|~|Motion pictures--Setting and scenery|~|Historical dramas|~|Activism|~|Entertainment|~|People,still image,copyrighted,news photographs,"Redford, Robert",Santa Monica (Calif.),,,"Dare, Ken",,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,,34.008845,5.5 x 5.5 cm,,1973-2-6,"Article by Seymour Beubis featuring Robert Redford's advocacy for the Santa Monica Pier appeared in the Los Angeles Times on February 8, 1973.  The article was not accompanied by photographs.|~|The pier was being considered for demolition by city officials at the time of this photograph.","February 6, 1973",,b752_281411-8,1 photograph,b&w negative,,-118.498004,"Robert Redford signing an autograph during the filming of ""The Sting"" on Santa Monica Pier, where he also spoke out against plans for the pier's demolition, 1973.",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00141m8n
Los Angeles Times Photographic Archive,ark:/21198/zz002cwrfn,ark:/21198/zz0002np7z,2,Completed,2020-08-06 13:37:06,Work,latimes/masters/uclamss_1429_6520.tif,,,,,Parades & processions $z California $z Los Angeles|~|Flags $x American|~|Military personnel $x American $z California $z Los Angeles,still image,copyrighted,news photographs|~|cellulose nitrate film,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)",Los Angeles (Calif.),,,,,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",Text from negative sleeve: Memorial Day 1926 X|~|Handwritten on negative: Allied Flags,Access to this collection is generously supported by Haynes Foundation funds.,34.013812,,,1926-05-31,"Different photographs taken on the same occasion appear with the article, “Taps for Heroic Dead Sounded Again as City Bows in Honor,” Los Angeles Times, 1 Jun 1926: A1.|~|Rows of Army soldiers hold flags and rifles as they march through the Memorial Day parade at the Coliseum.|~|Thousands gathered at the Los Angeles Memorial Coliseum on May 31, 1926 to celebrate Memorial Day with a parade.","May 31, 1926",Access to this collection is generously supported by Arcadia funds.,uclamss_1429_6520,1 photograph,b&w nitrate negative,,-118.288070,"Soldiers hold allied flags in Memorial Day parade, Los Angeles, 1926",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cwrfn
Los Angeles Times Photographic Archive,ark:/21198/zz0002vddc,ark:/21198/zz0002np7z,2,Completed,2020-08-06 13:48:06,Work,latimes/masters/clusc_8_1_00326055a.tif,,,,,"School buildings $z California $z Los Angeles County|~|Historic buildings--California--Los Angeles County|~|Private schools--California--Los Angeles County|~|Architecture, Victorian $z California $z Los Angeles|~|Women--Clothing & dress--California--Los Angeles--1960-1970|~|Lifestyle|~|Hollywood Boulevard (Los Angeles, Calif.)",still image,copyrighted,news photographs,,"Hollenbeck Park (Los Angeles, Calif.)",,,"Cormier, Don",,"University of California, Los Angeles. Library. Department of Special Collections",US,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",PAST AND PRESENT--Girls' modern apparel provides a marked contrast with a bygone era as they walk past the Misses Janes School on Hollywood Blvd. Elderly sisters living there won't let inspectors in.,,34.101631,35 mm.,,1967-06-25,Missis Janes School was founded by Mrs. R.D. Janes and her daughters in 1911 remained as school into the 1930s. The house was built by H.J. Whitley.;,"June 25, 1967",,uclalat_1429_b598_236668,1 photograph,b&w negative,,-118.332497,"Two women walking past Victorian house of Misses Janes School at 6541 Hollywood Blvd., Hollywood (Los Angeles) 1967",succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002vddc
