File,Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
latimes4_pending.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cwv8h,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,Work,latimes/masters/uclamss_1429_6602.tif,,,,Schools $z Mexico $z Mexicali,still image,news photographs|~|cellulose nitrate film,"Escuela Cuauhtémoc (Mexicali, Mexico)",copyrighted,The Regents of the University of California,Mexicali (Mexico),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4978",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6602,"Escuela Cuauhtémoc in Mexicali, B.C., Mexico, 1927","Text from negative sleeve: Mexicale [sic], Mexico.|~|Handwritten on negative: Cuauhtemoc school, Mexicali",[1927],1 photograph,b&w nitrate negative,,1927,,,"Related to: ""Mexicali Thriving Under Rule of Gov. Rodriguez,"" Los Angeles Times, 6 Feb 1927: B10.|~|Exterior view of the Cuauhtémoc School (Escuela Cuauhtémoc), contructed in Mexicali in 1915.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cwv8h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cwv8h/manifest
latimes4_pending.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cwv91,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,Work,latimes/masters/uclamss_1429_6603.tif,,,,Office buildings $z Mexico $z Mexicali,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,Mexicali (Mexico),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4977",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6603,"Office of the Progreso colony in Mexicali, B.C., Mexico, 1927","Handwritten on negative: Office of Progresso [i.e. Progreso] colony, Mexicali.|~|Text from negative sleeve: Mexicale [sic], Mexico.",[1927],1 photograph,b&w nitrate negative,,1927,,,"Related to: ""Mexicali Thriving Under Rule of Gov. Rodriguez,"" Los Angeles Times, 6 Feb 1927: B10.|~|Exterior view of the offices for the Progreso colony or township in Mexicali, Mexico.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cwv91,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cwv91/manifest
latimes4_pending.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cwvbj,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,Work,latimes/masters/uclamss_1429_6604.tif,,,,Schools $z Mexico $z Mexicali,still image,news photographs|~|cellulose nitrate film,"Escuela Primaria Benito Juarez (Mexicali, Mexico)",copyrighted,The Regents of the University of California,Mexicali (Mexico),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4976",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6604,"Children playing in front of Benito Juarez elementary school (Escuela Primaria Benito Juarez), Mexicali, B.C., Mexico, 1927","Text from negative sleeve: Mexicale [sic], Mexico.|~|Handwritten on negative: Benito Juarez School, Mexicali",[1927],1 photograph,b&w nitrate negative,,1927,,,"Related to: ""Mexicali Thriving Under Rule of Gov. Rodriguez,"" Los Angeles Times, 6 Feb 1927: B10.|~|Facade of the Benito Juarez school with children playing in front.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cwvbj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cwvbj/manifest
latimes4_pending.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cwx90,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,Work,latimes/masters/uclamss_1429_6661.tif,,,,Architects|~|Architectural photographs,still image,news photographs|~|Portrait photographs|~|cellulose nitrate film,"Neutra, Richard Joseph, $d 1892-1970|~|Beard House (Altadena, Calif.) $v Photographs",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4975",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6661,"Architect Richard J. Neutra holding photograph of Beard House and pipe, Los Angeles, 1935","Handwritten on negative: Richard J. Neutra.|~|Text from negative sleeve: Neutra, Richard J. architect, 1928.|~|Text from newspaper caption: His Designs Rated Best: Richard J. Neutra, Los Angeles architect, with a picture of his prize-winning home. Yesterday, he was awarded first, second and third prizes for his designs in the national Better Homes Architectural competition [Los Angeles Times, 4 Jun. 1935: A10]",1935,1 photograph,b&w nitrate negative,,1935,,,"Portrait photograph of Richard J. Neutra, seated in a living area on a cantilever chair he designed, holding a pipe and a photograph of the William and Melba Beard House in Altadena, California, for which he won a gold medal in the Better Homes in America Competition.|~|This photograph appears with the article: ""Homes Here Win Prizes: Neutra Sweeps First Three: Steel-Aluminum House for $5000 Gets National Architectural Honor,"" Los Angeles Times, 4 Jun. 1935: A10.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cwx90,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cwx90/manifest
latimes4_pending.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cwxbh,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,Work,latimes/masters/uclamss_1429_6662.tif,,,,Architects|~|Architectural photographs,still image,news photographs|~|Portrait photographs|~|cellulose nitrate film,"Neutra, Richard Joseph, $d 1892-1970|~|Beard House (Altadena, Calif.) $v Photographs",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4974",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_6662,"Architect Richard J. Neutra holding photograph of Beard House and smoking pipe, Los Angeles, 1935","Handwritten on negative: Richard J. Neutra.|~|Text from negative sleeve: Neutra, Richard J. architect, 1928.|~|This photograph is very similar to another one of Richard J. Neutra captioned ""His Designs Rated Best,"" Los Angeles Times, 4 Jun. 1935: A10.",1935,1 photograph,b&w nitrate negative,,1935,,,"This photograph is very similar to another of Richard J. Neutra that appears with the article: ""Homes Here Win Prizes: Neutra Sweeps First Three: Steel-Aluminum House for $5000 Gets National Architectural Honor,"" Los Angeles Times, 4 Jun. 1935: A10.|~|Portrait photograph of Richard J. Neutra, seated in a living area on a cantilever chair he designed, smoking a pipe and holding a photograph of the William and Melba Beard House in Altadena, California, for which he won a gold medal in the Better Homes in America Competition.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cwxbh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cwxbh/manifest
latimes4_pending.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cxmmr,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,Work,latimes/masters/uclamss_1429_7250.tif,,,,Golf $z California $z Los Angeles|~|Golfers $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Pressler, Harry, $d b. 1898",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4973",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_7250,"Harry Pressler playing golf, Los Angeles, 1922-1940","Text from negative sleeve: Pressler, Harry",[between 1922-1940],1 photograph,b&w nitrate negative,,1922/1940,,,Professional golfer Harry Pressler lining up his shot on a golf course in Los Angeles.,,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxmmr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxmmr/manifest
latimes4_pending.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cxmn8,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,Work,latimes/masters/uclamss_1429_7251.tif,,,,Golfers $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Pressler, Harry, $c Mrs.",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4972",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_7251,"Mrs. Harry Pressler working on her golf swing, Los Angeles, 1930-1939","Text from negative sleeve: Pressler, Harry Mrs. Golf",[between 1930-1939],1 photograph,b&w nitrate negative,,1930/1939,,,"Photo was taken on a golf course, golf balls are strewn across the course and cars are parked along the side behind Mrs. Pressler.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxmn8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxmn8/manifest
latimes4_pending.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cxmps,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,Work,latimes/masters/uclamss_1429_7252.tif,,,,"Women golfers--California, Southern|~|Portrait photographs",still image,news photographs|~|cellulose nitrate film,"Pressler, Harry, $c Mrs.",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4971",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_7252,"Mrs. Harry Pressler, Los Angeles, 1930-1939","Handwritten on negative: Pressler, Mrs. Harry Pressler|~|Text from negative sleeve: Pressler, Harry Mrs.. Golf",[between 1930-1939],1 photograph,b&w nitrate negative,,1930/1939,,,Mrs. Harry Pressler wears a hat and rests hands on golf club. She is smiling and the picture looks as if it was taken on a golf course.,,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxmps,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxmps/manifest
latimes4_pending.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cxmsb,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,Work,latimes/masters/uclamss_1429_7255.tif,,,,Detectives $z California $z Los Angeles|~|Extortion $z California $z Los Angeles|~|Police $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Cato, E. Raymond $q (Emery Raymond), $d 1889-1984|~|Hawkins, William Everett",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4970",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_7255,"Captain Cato and Detective Barr question William Hawkins in Pridham Blackmail case, Los Angeles, 1928","Text from negative sleeve: Pridham, R.W., M.M., 1928|~|Handwritten on negative: Capt. of Det. Ray Cato, Det [...]Walter Barr, Wm Everett hawkins  Pridham Black Mail case",1928,1 photograph,b&w nitrate negative,,1928,,,"Detective Cato and Detective Barr of the LAPD questioning William Everett Hawkins, the suspect of a blackmail case in which he a chauffeur accused of extorting his employer R. W. Pridham.|~|Related to article ""SCORE INDICTED BY GRAND JURY: Chaffeur Accused of Pridham Blackmail Threat, Similar Charge Made Against Sam E. Roberts, Martin Durkin Named Again in Dyer Act Case""  Los Angeles Times, 11 Mar 1926: A3.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxmsb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxmsb/manifest
latimes4_pending.csv,Los Angeles Times Photographic Archive,ark:/21198/zz002cxmtv,ark:/21198/zz0002np7z|~|ark:/21198/n11s67,2,Completed,Work,latimes/masters/uclamss_1429_7256.tif,,,,Extortion $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Pridham, R. W. $q (Richard W.), $d 1856-1938",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4969",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_7256,"Pages 2 and 3 of the Pridham Blackmail Letter, Los Angeles, 1928","Handwritten on negative sleeve: Pridham, R.W.. M.M. 1928",1928,1 photograph,b&w nitrate negative,,1928,,,"Blackmail letter addressed to R. W. Pridham, former president of the chamber of commerce. Beginning of letter: ""Sharp,, not that time,, leave it buy you and your Chauffeur. if we see any sign of the law around this place we will not touch tbe box. we will kill you-and your daughter-and your wife...""",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cxmtv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cxmtv/manifest
