Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Rights.copyrightStatus,Rights.publicationStatus,Language,Type.typeOfResource,Type.genre,Subject.conceptTopic,Subject geographic,Name.creator,Name.repository,Note,Title,Alt ID.local,Date.creation,Date.normalized,Description.fundingNote,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Description.note,Coverage.geographic,AltTitle.translated,AltTitle.descriptive,Alt ID.lccn,Alt ID.oclc,Alt ID.url,Bucketeer State,IIIF Access URL,IIIF Manifest URL
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd22p,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NJ51_1_ED2.tif,11,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Fu-Hsien,G7830S_250_U51_NJ51_2_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost:E1210000|~|easternmost:E1230000|~|northernmost:N0400000|~|southernmost:N0390000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd22p,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd236,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NJ51_3_ED1.tif,12,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ta-Ku-Shan,G7830S_250_U51_NJ51_3_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost:E1230000|~|northernmost:N0400000|~|southernmost:N0390000|~|easternmost:E1243000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd236,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd24q,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NJ51_3_ED3.tif,13,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ku-Shan,G7830S_250_U51_NJ51_3_ED3,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,3rd ed.,westernmost:E1230000|~|southernmost:N0390000|~|easternmost:E1243000|~|northernmost:N0400000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd24q,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd257,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NJ51_5_ED2_A.tif,14,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ta-Lien,G7830S_250_U51_NJ51_5_ED2_A,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,easternmost:E1220000|~|northernmost:N0390000|~|westernmost:E1203000|~|southernmost:N0380000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd257,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd26r,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NJ5_5_ED2_B.tif,15,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ta-Lien,G7830S_250_U51_NJ51_5_ED2_B,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northermost: N0390000|~|southernmost: N0380000|~|westernmost: E1203000|~|easternmost: E1220000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd26r,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd278,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK50_11_ED1.tif,16,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ch'eng-Te (JEHOL),G7830S_250_U51_NK50_11_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost:E1160000|~|southernmost:N0400000|~|northernmost:N0410000|~|easternmost:E1180000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd278,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd28s,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK50_12_ED1.tif,17,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Lin-Yu (SHANHAIKWAN),G7830S_250_U51_NK50_12_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost:E1180000|~|northernmost:N0410000|~|easternmost:E1200000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd28s,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd299,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK50_2_ED1.tif,18,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ching-P'eng,G7830S_250_U51_NK50_2_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost:E1160000|~|easternmost:E1180000|~|northernmost:N0440000|~|southernmost:N0430000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd299,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2bt,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK50_3_ED1.tif,19,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Lin-Hsi,G7830S_250_U51_NK50_3_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,easternmost:E1200000|~|westernmost:E1180000|~|northernmost:N0440000|~|southernmost:N0430000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2bt,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2cb,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK50_5_ED1.tif,20,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,To-Lun,G7830S_250_U51_NK50_5_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost:E1160000|~|easternmost:E1180000|~|northernmost:N0430000|~|southernmost:N0420000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2cb,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2dv,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK50_6_ED1.tif,21,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ch'ih-Feng,G7830S_250_U51_NK50_6_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost:E1180000|~|easternmost:E1200000|~|northernmost:N0430000|~|southernmost:N0420000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2dv,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2fc,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK50_7_ED1.tif,22,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Chang-Pei,G7830S_250_U51_NK50_7_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost:E1135944|~|easternmost:E1160000|~|northernmost:N0420000|~|southernmost:N0410000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2fc,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2gw,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK50_8_ED1.tif,23,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Lung-Hua,G7830S_250_U51_NK50_8_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost:E1160000|~|easternmost:E1180000|~|northernmost:N0420000|~|southernmost:N0410000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2gw,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2hd,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK50_9_ED1.tif,24,,,,pd_usfed,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Yeh-Pai-Shou,G7830S_250_U51_NK50_9_ED1,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,westernmost:E1180000|~|southernmost:N0410000|~|northernmost:N0420000|~|easternmost:E1200000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2hd,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2jx,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_10_ED2.tif,25,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Lien-Shan (Chin-Hsi),G7830S_250_U51_NK51_10_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1200000|~|northermost: N0410000|~|southernmost: N0400000|~|easternmost: E1220000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2jx,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2kf,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_11_ED2_A.tif,26,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ying-K'ou (Yingkou) Front,G7830S_250_U51_NK51_11_ED2_A,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1220000|~|northernmost: N0410000|~|southernmost: N0400000|~|easternmost: E1240000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2kf,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2kf/rh94tc59,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_11_ED2_B.tif,27,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ying-K'ou (Yingkou) Back,G7830S_250_U51_NK51_11_ED2_B,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1220000|~|northernmost: N0410000|~|southernmost: N0400000|~|easternmost: E1240000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2kf%2Frh94tc59,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2mz,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_12_ED1_A.tif,28,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,An-Tung (Front),G7830S_250_U51_NK51_12_ED1_A,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,northernmost: N0410000|~|westernmost: E1240000|~|southernmost: N0400000|~|easternmost: E1260000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2mz,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2mz/tc120411,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_12_ED1_B.tif,29,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,An-Tung (Back),G7830S_250_U51_NK51_12_ED1_B,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,1st ed.,northernmost: N0410000|~|westernmost: E1240000|~|southernmost: N0400000|~|easternmost: E1260000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2mz%2Ftc120411,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2ng,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_12_ED3_A.tif,30,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,An-Tung (Front),G7830S_250_U51_NK51_12_ED3_A,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,3rd ed.,southernmost: E0400000|~|easternmost: E1260000|~|westernmost: E1240000|~|northernmost: N0410000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2ng,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2ng/6s67gh8h,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_12_ED3_B.tif,31,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,An-Tung (Back),G7830S_250_U51_NK51_12_ED3_B,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,3rd ed.,southernmost: E0400000|~|easternmost: E1260000|~|westernmost: E1240000|~|northernmost: N0410000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2ng%2F6s67gh8h,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2p0,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_1_ED2.tif,32,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,K'ai-Lu,G7830S_250_U51_NK51_1_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,easternmost: E1220000|~|northernmost: N0440000|~|southernmost: E0430000|~|westernmost: E1200000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2p0,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2qh,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_2_ED2.tif,33,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Liao-Yüan (Chengkiatun),G7830S_250_U51_NK51_2_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0440000|~|southernmost: N0430000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2qh,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2r1,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_3_ED2_A.tif,34,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ch'ang-Ch'un (Hsinking) Front,G7830S_250_U51_NK51_3_ED2_A,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0440000|~|southernmost: N0430000|~|easternmost: E1260000|~|westernmost: E1240000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2r1,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2r1/8d204703,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_3_ED2_B.tif,35,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Ch'ang-Ch'un (Hsinking) Back,G7830S_250_U51_NK51_3_ED2_B,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0440000|~|southernmost: N0430000|~|easternmost: E1260000|~|westernmost: E1240000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2r1%2F8d204703,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2sj,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_4_ED2.tif,36,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,Fou-Hsin,G7830S_250_U51_NK51_4_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,southernmost: N0420000|~|easternmost: E1220000|~|northernmost: N0430000|~|westernmost: E1200000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2sj,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2t2,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_5_ED2.tif,37,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,T'en-Ling,G7830S_250_U51_NK51_5_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,westernmost: E1220000|~|easternmost: E1240000|~|northernmost: N0430000|~|southernmost: N0420000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2t2,
East Asian Maps in the Bruman Collection,ark:/21198/zz002hd2vk,ark:/21198/zz002hcnjp,10,Completed with minimal metadata,Page,Masters/Maps/east_asian_maps/image/G7830S_250_U51/G7830S_250_U51_NK51_6_ED2.tif,38,,,,pd,,cartographic,map,,,,"University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection",,K'ai-Yüan,G7830S_250_U51_NK51_6_ED2,,,Access to this collection is generously supported by Sammy Yukuan Lee Foundation.,,,,2nd ed.,northernmost: N0430000|~|westernmost: E1240000|~|easternmost: E1260000|~|southernmost: N0420000,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hd2vk,
