File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Original language title,Translated Title,Alternative title,Creator,Contributor,Publisher,Publisher.place,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,collection name,collection number,box number,folder number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract | eng,Note.content,Subject.topic,Subject.temporal,Digital Collection Title,Latitude/longitude,Subject.place,Bucketeer State,IIIF Access URL
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0001.tif,Page,Page 1,1,ark:/21198/z1rz1cgk,ark:/21198/z10g5kpm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g5kpm
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0002.tif,Page,Page 2,2,ark:/21198/z1rz1cgk,ark:/21198/z1vq536q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq536q
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0003.tif,Page,Page 3,3,ark:/21198/z1rz1cgk,ark:/21198/z1qz4bjw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz4bjw
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0004.tif,Page,Page 4,4,ark:/21198/z1rz1cgk,ark:/21198/z1m9296r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m9296r
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0005.tif,Page,Page 5,5,ark:/21198/z1rz1cgk,ark:/21198/z1gj1jkc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj1jkc
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0006.tif,Page,Page 6,6,ark:/21198/z1rz1cgk,ark:/21198/z1bs0ssr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0ssr
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0007.tif,Page,Page 7,7,ark:/21198/z1rz1cgk,ark:/21198/z171021p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz171021p
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0008.tif,Page,Page 8,8,ark:/21198/z1rz1cgk,ark:/21198/z137997h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz137997h
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0009.tif,Page,Page 9,9,ark:/21198/z1rz1cgk,ark:/21198/z1zg8ss8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8ss8
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0010.tif,Page,Page 10,10,ark:/21198/z1rz1cgk,ark:/21198/z1tq825p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq825p
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0011.tif,Page,Page 11,11,ark:/21198/z1rz1cgk,ark:/21198/z1q260sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q260sp
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0012.tif,Page,Page 12,12,ark:/21198/z1rz1cgk,ark:/21198/z1k95848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k95848
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0013.tif,Page,Page 13,13,ark:/21198/z1rz1cgk,ark:/21198/z1fj4hdj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4hdj
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0014.tif,Page,Page 14,14,ark:/21198/z1rz1cgk,ark:/21198/z19s3rmx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3rmx
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0015.tif,Page,Page 15,15,ark:/21198/z1rz1cgk,ark:/21198/z16130vf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16130vf
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0016.tif,Page,Page 16,16,ark:/21198/z1rz1cgk,ark:/21198/z1282844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1282844
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0017.tif,Page,Page 17,17,ark:/21198/z1rz1cgk,ark:/21198/z1xh1rrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1rrs
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0018.tif,Page,Page 18,18,ark:/21198/z1rz1cgk,ark:/21198/z1st9qcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9qcb
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0005_0019.tif,Page,Page 19,19,ark:/21198/z1rz1cgk,ark:/21198/z1p28zr8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28zr8
