File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Original language title,Translated Title,Alternative title,Creator,Contributor,Publisher,Publisher.place,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,collection name,collection number,box number,folder number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract | eng,Note.content,Subject.topic,Subject.temporal,Digital Collection Title,Latitude/longitude,Subject.place,Bucketeer State,IIIF Access URL
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0001.tif,Page,Page 1,1,ark:/21198/z16t2n4f,ark:/21198/z1cr7v37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7v37
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0002.tif,Page,Page 2,2,ark:/21198/z16t2n4f,ark:/21198/z18073dn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18073dn
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0003.tif,Page,Page 3,3,ark:/21198/z16t2n4f,ark:/21198/z14b523n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b523n
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0004.tif,Page,Page 4,4,ark:/21198/z16t2n4f,ark:/21198/z10k49dc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k49dc
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0005.tif,Page,Page 5,5,ark:/21198/z16t2n4f,ark:/21198/z1vt3svs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3svs
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0006.tif,Page,Page 6,6,ark:/21198/z16t2n4f,ark:/21198/z1r2323q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r2323q
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0007.tif,Page,Page 7,7,ark:/21198/z16t2n4f,ark:/21198/z1m929c0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m929c0
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0008.tif,Page,Page 8,8,ark:/21198/z16t2n4f,ark:/21198/z1gj1jrm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj1jrm
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0009.tif,Page,Page 9,9,ark:/21198/z16t2n4f,ark:/21198/z1bs0t0v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0t0v
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0010.tif,Page,Page 10,10,ark:/21198/z16t2n4f,ark:/21198/z1738rp6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738rp6
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0011.tif,Page,Page 11,11,ark:/21198/z16t2n4f,ark:/21198/z13b80zv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b80zv
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0012.tif,Page,Page 12,12,ark:/21198/z16t2n4f,ark:/21198/z1zk7hf4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7hf4
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0013.tif,Page,Page 13,13,ark:/21198/z16t2n4f,ark:/21198/z1tt6rnh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6rnh
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0014.tif,Page,Page 14,14,ark:/21198/z16t2n4f,ark:/21198/z1q260zx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q260zx
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0015.tif,Page,Page 15,15,ark:/21198/z16t2n4f,ark:/21198/z1k9589h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k9589h
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0016.tif,Page,Page 16,16,ark:/21198/z16t2n4f,ark:/21198/z1fj4hm7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4hm7
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0017.tif,Page,Page 17,17,ark:/21198/z16t2n4f,ark:/21198/z19w2g8s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w2g8s
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0018.tif,Page,Page 18,18,ark:/21198/z16t2n4f,ark:/21198/z1641qhx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641qhx
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0019.tif,Page,Page 19,19,ark:/21198/z16t2n4f,ark:/21198/z12c0zs6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0zs6
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0020.tif,Page,Page 20,20,ark:/21198/z16t2n4f,ark:/21198/z1xm0g8v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm0g8v
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0021.tif,Page,Page 21,21,ark:/21198/z16t2n4f,ark:/21198/z1st9qjk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9qjk
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0022.tif,Page,Page 22,22,ark:/21198/z16t2n4f,ark:/21198/z1p28zxh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28zxh
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0023.tif,Page,Page 23,23,ark:/21198/z16t2n4f,ark:/21198/z1jd6xjm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6xjm
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0024.tif,Page,Page 24,24,ark:/21198/z16t2n4f,ark:/21198/z1dn65vq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn65vq
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0025.tif,Page,Page 25,25,ark:/21198/z16t2n4f,ark:/21198/z18w5f5v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w5f5v
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0026.tif,Page,Page 26,26,ark:/21198/z16t2n4f,ark:/21198/z1544pcj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544pcj
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0027.tif,Page,Page 27,27,ark:/21198/z16t2n4f,ark:/21198/z11c3xmc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3xmc
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0028.tif,Page,Page 28,28,ark:/21198/z16t2n4f,ark:/21198/z1wm3f5x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm3f5x
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0029.tif,Page,Page 29,29,ark:/21198/z16t2n4f,ark:/21198/z1rv2pjj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2pjj
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0030.tif,Page,Page 30,30,ark:/21198/z16t2n4f,ark:/21198/z1n60n4h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60n4h
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0031.tif,Page,Page 31,31,ark:/21198/z16t2n4f,ark:/21198/z1hd9wg4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9wg4
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0032.tif,Page,Page 32,32,ark:/21198/z16t2n4f,ark:/21198/z1cn94rs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn94rs
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0033.tif,Page,Page 33,33,ark:/21198/z16t2n4f,ark:/21198/z17w8cz5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w8cz5
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0034.tif,Page,Page 34,34,ark:/21198/z16t2n4f,ark:/21198/z1447n6q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447n6q
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0047_0035.tif,Page,Page 35,35,ark:/21198/z16t2n4f,ark:/21198/z10c6whf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6whf
