File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Original language title,Translated Title,Alternative title,Creator,Contributor,Publisher,Publisher.place,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,collection name,collection number,box number,folder number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract | eng,Note.content,Subject.topic,Subject.temporal,Digital Collection Title,Latitude/longitude,Subject.place,Bucketeer State,IIIF Access URL
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0001.tif,Page,Page 1,1,ark:/21198/z10g5kk8,ark:/21198/z16x1bn3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x1bn3
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0002.tif,Page,Page 2,2,ark:/21198/z10g5kk8,ark:/21198/z137998z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz137998z
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0003.tif,Page,Page 3,3,ark:/21198/z10g5kk8,ark:/21198/z1zg8stq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8stq
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0004.tif,Page,Page 4,4,ark:/21198/z10g5kk8,ark:/21198/z1tq8264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq8264
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0005.tif,Page,Page 5,5,ark:/21198/z10g5kk8,ark:/21198/z1pz79gd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz79gd
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0006.tif,Page,Page 6,6,ark:/21198/z10g5kk8,ark:/21198/z1k66jr0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66jr0
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0007.tif,Page,Page 7,7,ark:/21198/z10g5kk8,ark:/21198/z1ff5szc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5szc
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0008.tif,Page,Page 8,8,ark:/21198/z10g5kk8,ark:/21198/z19p527f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p527f
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0009.tif,Page,Page 9,9,ark:/21198/z10g5kk8,ark:/21198/z16130ww,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16130ww
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0010.tif,Page,Page 10,10,ark:/21198/z10g5kk8,ark:/21198/z128285k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz128285k
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0011.tif,Page,Page 11,11,ark:/21198/z10g5kk8,ark:/21198/z1xh1rs7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1rs7
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0012.tif,Page,Page 12,12,ark:/21198/z10g5kk8,ark:/21198/z1sr1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr1129
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0013.tif,Page,Page 13,13,ark:/21198/z10g5kk8,ark:/21198/z1p00880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p00880
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0014.tif,Page,Page 14,14,ark:/21198/z10g5kk8,ark:/21198/z1j69hgt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j69hgt
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0015.tif,Page,Page 15,15,ark:/21198/z10g5kk8,ark:/21198/z18s6qgj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s6qgj
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0016.tif,Page,Page 16,16,ark:/21198/z10g5kk8,ark:/21198/z1515zt1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515zt1
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1971_h_0011_0017.tif,Page,Page 17,17,ark:/21198/z10g5kk8,ark:/21198/z118574j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz118574j
