File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Original language title,Translated Title,Alternative title,Creator,Contributor,Publisher,Publisher.place,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,collection name,collection number,box number,folder number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract | eng,Note.content,Subject.topic,Subject.temporal,Digital Collection Title,Latitude/longitude,Subject.place,Bucketeer State,IIIF Access URL
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0001.tif,Page,Page 1,1,ark:/21198/z1xd325m,ark:/21198/z1864h79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1864h79
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0002.tif,Page,Page 2,2,ark:/21198/z1xd325m,ark:/21198/z14f3rg4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3rg4
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0003.tif,Page,Page 3,3,ark:/21198/z1xd325m,ark:/21198/z10p30tp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p30tp
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0004.tif,Page,Page 4,4,ark:/21198/z1xd325m,ark:/21198/z1w116p4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w116p4
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0005.tif,Page,Page 5,5,ark:/21198/z1xd325m,ark:/21198/z1r80g25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r80g25
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0006.tif,Page,Page 6,6,ark:/21198/z1xd325m,ark:/21198/z1mg9qbw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9qbw
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0007.tif,Page,Page 7,7,ark:/21198/z1xd325m,ark:/21198/z1gq8zkq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8zkq
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0008.tif,Page,Page 8,8,ark:/21198/z1xd325m,ark:/21198/z1bz86sg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz86sg
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0009.tif,Page,Page 9,9,ark:/21198/z1xd325m,ark:/21198/z1767g2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1767g2g
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0010.tif,Page,Page 10,10,ark:/21198/z1xd325m,ark:/21198/z13f6qf3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f6qf3
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0011.tif,Page,Page 11,11,ark:/21198/z1xd325m,ark:/21198/z1zs4x97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4x97
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0012.tif,Page,Page 12,12,ark:/21198/z1xd325m,ark:/21198/z1v145n3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v145n3
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0013.tif,Page,Page 13,13,ark:/21198/z1xd325m,ark:/21198/z1q83dzt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q83dzt
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0014.tif,Page,Page 14,14,ark:/21198/z1xd325m,ark:/21198/z1kh2p5m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2p5m
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0015.tif,Page,Page 15,15,ark:/21198/z1xd325m,ark:/21198/z1fr1xdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1xdf
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0016.tif,Page,Page 16,16,ark:/21198/z1xd325m,ark:/21198/z1b015nz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b015nz
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1974_h_0056_0017.tif,Page,Page 17,17,ark:/21198/z1xd325m,ark:/21198/z1670f10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1670f10
