File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Original language title,Translated Title,Alternative title,Creator,Contributor,Publisher,Publisher.place,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,collection name,collection number,box number,folder number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract | eng,Note.content,Subject.topic,Subject.temporal,Digital Collection Title,Latitude/longitude,Subject.place,Bucketeer State,IIIF Access URL
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0001.tif,Page,Page 1,1,ark:/21198/z19k6bpx,ark:/21198/z16t2ngx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2ngx
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0002.tif,Page,Page 2,2,ark:/21198/z19k6bpx,ark:/21198/z1350m4s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1350m4s
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0003.tif,Page,Page 3,3,ark:/21198/z19k6bpx,ark:/21198/z1zd03qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd03qc
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0004.tif,Page,Page 4,4,ark:/21198/z19k6bpx,ark:/21198/z1tm9bzn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm9bzn
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0005.tif,Page,Page 5,5,ark:/21198/z19k6bpx,ark:/21198/z1pv8m5f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8m5f
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0006.tif,Page,Page 6,6,ark:/21198/z19k6bpx,ark:/21198/z1k37vc4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37vc4
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0007.tif,Page,Page 7,7,ark:/21198/z19k6bpx,ark:/21198/z1fb73p7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb73p7
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0008.tif,Page,Page 8,8,ark:/21198/z19k6bpx,ark:/21198/z19k6c1t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k6c1t
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0009.tif,Page,Page 9,9,ark:/21198/z19k6bpx,ark:/21198/z15x49qd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x49qd
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0010.tif,Page,Page 10,10,ark:/21198/z19k6bpx,ark:/21198/z1253k29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253k29
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0011.tif,Page,Page 11,11,ark:/21198/z19k6bpx,ark:/21198/z1xd32h3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd32h3
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0012.tif,Page,Page 12,12,ark:/21198/z19k6bpx,ark:/21198/z1sn29rx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn29rx
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0013.tif,Page,Page 13,13,ark:/21198/z19k6bpx,ark:/21198/z1nw1k05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw1k05
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0014.tif,Page,Page 14,14,ark:/21198/z19k6bpx,ark:/21198/z1j40t96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40t96
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0054_0015.tif,Page,Page 15,15,ark:/21198/z19k6bpx,ark:/21198/z1dc02p6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dc02p6
