File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Original language title,Translated Title,Alternative title,Creator,Contributor,Publisher,Publisher.place,Date.created,Date.created (single),Language | code,TypeOfResource,Genre,Extent,Dimensions,Insitution/Repository,collection name,collection number,box number,folder number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Abstract | eng,Note.content,Subject.topic,Subject.temporal,Digital Collection Title,Latitude/longitude,Subject.place,Bucketeer State,IIIF Access URL
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0025_0001.tif,Page,Page 1,1,ark:/21198/z128280b,ark:/21198/z1670dws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1670dws
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0025_0002.tif,Page,Page 2,2,ark:/21198/z128280b,ark:/21198/z12f9p5x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9p5x
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0025_0003.tif,Page,Page 3,3,ark:/21198/z128280b,ark:/21198/z1xp95mq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp95mq
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0025_0004.tif,Page,Page 4,4,ark:/21198/z128280b,ark:/21198/z1sx8dvj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx8dvj
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0025_0005.tif,Page,Page 5,5,ark:/21198/z128280b,ark:/21198/z1p86ck9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p86ck9
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0025_0006.tif,Page,Page 6,6,ark:/21198/z128280b,ark:/21198/z1jh5mt4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh5mt4
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0025_0007.tif,Page,Page 7,7,ark:/21198/z128280b,ark:/21198/z1dr4w48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr4w48
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0025_0008.tif,Page,Page 8,8,ark:/21198/z128280b,ark:/21198/z19044fp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19044fp
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0025_0009.tif,Page,Page 9,9,ark:/21198/z128280b,ark:/21198/z1573cqz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1573cqz
Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0025_0010.tif,Page,Page 10,10,ark:/21198/z128280b,ark:/21198/z11g2mxb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g2mxb
