Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,viewingHint,Text direction,Visibility,IIIF Range,Rights.copyrightStatus,Language,Name.subject,Name.creator,Subject,Type.genre,Relation.isPartOf,Name.repository,Title,Description.adminnote,Alt ID.local,AltTitle.translated,Coverage.geographic,Format.dimensions,Format.extent,Date.creation,Date.normalized,Description.abstract,Description.note,AltTitle.firstLine,AltTitle.descriptive,Finding Aid URL,Opac url,AltTitle.other,Bucketeer State
Orsini Family Papers.  Collection 902,ark:/21198/zz0018t2vp,ark:/21198/zz000945wq,1,In progress,Work,orsini/masters/21198-zz0018t2vp_728910_master.tif,,,,text,,,private,,,,Orsini family,,Family trees,,"Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA",,Geneaologia della famiglia Hoyos dal 650 al 1928.,,"Box 15, Folder 3|~|c902_b15_f913)_item13",,,,1 page,,,,,Stammbaum der familie Hoyos,,,,,failed
Orsini Family Papers.  Collection 902,ark:/21198/zz002k6sd4,ark:/21198/zz000945wq,2,Completed,Work,orsini/masters/21198-zz002k6sd4_2385331_master.tif,,,,,,,,,,,,,,Maps,"Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA",,"Gravina. Disegno del ponte, in pianta e in prospettiva da farsi in citta (con descrizione).",,"clus_902_b16_f2_1|~|Box 16, Folder 2, Item 1",,Gravina (Italy),340 x 485 mm.,1 Ms. ink,1748,,"""Gravina. Disegno del ponte, in pianta e in prospettiva, da farsi in citta (con descrizione),"" a inchiostro e acquarello su carta montata su iuta.",,,,,,,failed
Orsini Family Papers.  Collection 902,ark:/21198/zz002k6tc3,ark:/21198/zz000945wq,2,Completed,Work,orsini/masters/21198-zz002k6tc3_2385646_master.tif,,,,,,,,,,,,,,Maps,"Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA",,"Napoli. Capodimonte. Pianta del continente della Real Villa, con spiegazione, colorata. Scala palmi Napoletani. Firma: pasquale Vastarelli, Regio Ing.",,"Box 543, Folder 1, Item 6|~|clus_902_b543_f1_06",,Napoli (Italy),500 x 735 mm.,1 Ms. ink,[17--],1701/1800,"Napoli. ""Capodimonte. Pianta del continente della Real Villa, con spiegazione, colorata. Scala palmi Napoletani. Firma: pasquale Vastarelli, Regio Ing.,"" a inchiostro e acquarello su carta.",,,,,,,failed
Orsini Family Papers.  Collection 902,ark:/21198/zz002k6tdm,ark:/21198/zz000945wq,2,Completed,Work,orsini/masters/21198-zz002k6tdm_2385650_master.tif,,,,,,,,,,,,,,Maps,"Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA",,Muro. Pianta topografica del distretto della citta di Muro.,,"Box 543, Folder 1, Item 2|~|clus_902_b543_f1_02",,Muro (Italy),610 x 800 mm.,1 Ms. ink,[17--],1701/1800,"""Muro. Pianta topografica del distretto della citta di Muro,"" a matita, inchiostro e acquarello.",,,,,,,failed
Orsini Family Papers.  Collection 902,ark:/21198/zz002k6tf4,ark:/21198/zz000945wq,2,Completed,Work,orsini/masters/21198-zz002k6tf4_2385656_master.tif,,,,,,,,,,,,,,Maps,"Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA",,Napoli. Pianta delle proprieta nella contrada di Monteoliveto in Napoli.,,"Box 543, Folder 1, Item 9|~|clus_902_b543_f1_09",,Napoli (Italy),710 x 770 mm.,1 Ms. ink,[1705-1725],,"Napoli. Pianta delle proprieta nella contrada di Monteoliveto in Napoli, concesse in enfiteusi perpetua dal monastero di S. Chiara di Napoli a Ferdinando Orsini Duca di Gravina, a inchiostro e acquarello su carta.",,,,,,,failed
Orsini Family Papers.  Collection 902,ark:/21198/zz002k6tgn,ark:/21198/zz000945wq,2,Completed,Work,orsini/masters/21198-zz002k6tgn_2385659_master.tif,,,,,,,,,,,,,,Maps,"Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA",,Napoli. [Seconda di] 3 piante del palazzo dei Duchi di Gravina.,,"Box 543, Folder 1, Item 11|~|clus_902_b543_f1_11",,Napoli (Italy),910 x 610 mm.,1 Ms. ink,[17--?],1701/1800,"""Napoli. [Seconda di] 3 piante del palazzo dei Duchi di Gravina,"" con alcune modificazioni da farsi al palazzo, a matita, inchiostro e acquarello su carta.",,,,,,,failed
Orsini Family Papers.  Collection 902,ark:/21198/zz002k6tn7,ark:/21198/zz000945wq,2,Completed,Work,orsini/masters/21198-zz002k6tn7_2385671_master.tif,,,,,,,,,,,,,,Maps,"Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA",,Roccagorga. Pianta della parte nuova aggiunta alla terra [di Rocca Gorga] di proprieta di Mons. Giovanni Paolo Ginnetti.,,"Box 544, Foldre 1, Item 9|~|clus_902_b544_f1_09",,Roccagorga (Italy),755 x 500 mm.,1 Ms. ink,[1642-1721],,"""Roccagorga. Pianta della parte nuova aggiunta alla terra [di Rocca Gorga] di proprieta di Mons. Giovanni Paolo Ginnetti,"" a inchiostro e acquarello su carta.",,,,,,,failed
Orsini Family Papers.  Collection 902,ark:/21198/zz002k6tq8,ark:/21198/zz000945wq,2,Completed,Work,orsini/masters/21198-zz002k6tq8_2385677_master.tif,,,,,,,,,,,,,,Maps,"Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA",,"Roma. Palazzo Orsini a ""Monte Giordano, [prima di] 3 piante del palazzo.""",,"Box 544, Folder 1, Item 12|~|clus_902_b544_f1_12",,Roma (Italy),470 x 750 mm.,1 Ms. ink,[16--],1601/1700,"Roma. Palazzo Orsini a ""Monte Giordano, [prima di] 3 piante del palazzo,"" cpn annotazioni, fermata ""Horatio Torriani architetto perito,"" a matita, inchiostro e acquarello su carta.",,,,,,,failed
Orsini Family Papers.  Collection 902,ark:/21198/zz002k6ts9,ark:/21198/zz000945wq,2,Completed,Work,orsini/masters/21198-zz002k6ts9_2385683_master.tif,,,,,,,,,,,,,,Maps,"Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA",,"Roma. Palazzo Orsini a Monte Giordano, [terza di] 3 piante del palazzo.",,"Box 544, Folder 1, Item 14|~|clus_902_b544_f1_14",,Roma (Italy),420 x 570 mm.,1 Ms. ink,[16--],1601/1700,"Roma. Palazzo Orsini a ""Monte Giordano, [terza di] 3 piante del palazzo,"" con annotazioni, a matita e inchiostro su carta.",,,,,,,failed
Orsini Family Papers.  Collection 902,ark:/21198/zz002k6v81,ark:/21198/zz000945wq,2,Completed,Work,orsini/masters/21198-zz002k6v81_2385721_master.tif,,,,,,,,,,,,,,Maps,"Orsini Family Papers (Collection Number 902). Department of Special Collections, Charles E. Young Research Library, UCLA",,Viano [Veiano]. Pianta [del terzo piano] della rocca.,,"Box 545, Folder 1, Item 19|~|clus_902_b545_f1_19",,Viano (Italy),560 x 815 mm.,1 Ms. ink,1609,,"""Viano [Veiano]. Pianta [del terzo piano] della rocca,"" a matita, inchiostro e acquarello su carta.",,,,,,,failed
