Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,AltTitle.uniform,Title,viewingHint,Text direction,Visibility,Description.note,Summary,IIIF Range,Opac url,Finding Aid URL,Alt ID.local,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nx6rz,,1,In progress,Collection,,,,,,Roditi (Edouard) Papers. Collection 644,"Edouard Roditi Papers, 1910-1992",,,private,"Edouard Roditi (1910-1992) was a surrealist author and poet. He published the first Surrealist manifesto in English, “The new reality,” in the Oxford outlook (1929). While continuing his literary interests, he worked for the U.S. government during World War II for the Office of War Information and also served as an interpreter for the State Department during the San Francisco conference which established the United Nations. His published books include Poems for F (1934), Oscar Wilde: a critical study (1947), Dialogues on art (1960), De l'homosexualité (1962), In a lost world (1978), and Thrice chosen (1981). Roditi also held teaching positions at various colleges and universities. The collection consists of material related to Roditi's life and career. Includes correspondence, original and photocopied manuscripts by Roditi and others, books, periodicals and other printed items by or about Roditi, documents, awards, photographs, memorabilia, and letters regarding family history and biographical information, and books from his library, including many inscribed by artists and writers.","Édouard Roditi was born in Paris, June 6, 1910; he was educated in England at Elstree, Charterhouse, and Balliol, and received a BA from the University of Chicago; he became acquainted with T.S. Eliot, James Joyce, André Breton and other leading literary figures, while living in London, Paris, and Berlin (1929-37); he published the first Surrealist manifesto in English, “The new reality,” in the Oxford outlook (1929); while continuing his literary interests, he worked for the U.S. government during World War II for the Office of War Information and also served as an interpreter for the State Department during the San Francisco conference which established the United Nations; published books include Poems for F (1934), Oscar Wilde: a critical study (1947), Dialogues on art (1960), De l'homosexualité (1962), In a lost world (1978), and Thrice chosen (1981); Roditi also held teaching positions at various colleges and universities; in addition to his literary achievements, Roditi was known as a generous and encouraging mentor to young writers; he died in Spain on May 10, 1992. 1910 Born 6 June, Paris 1923 Attended Elstree School, Elstree, Herts, England 1923-1926 Attended Charterhouse, Godalming, England 1928-1929 Attended Balliol College, Oxford 1928 Partner in Editions du Sagittaire, publisher of early Surrealists 1928 In print at age 18, English translation of poems by Leon Paul Fargue published in Transition 1929 Published first Surrealist manifesto in English, ""The New Reality,"" in the Oxford Outlook. 1929 First visited the United States at age 19 1929-1937 Lived in London, Paris, Berlin 1934 Roditi's poems published in Criterion 1934 Poems For F published 1937-1938 A.B. University of Chicago 1939 Fellowship, University of California, Berkeley 1940 Teacher, University of Kansas City, Missouri 1941 Prison Within Prison: Three Hebrew Elegies published 1941 Began work for the U.S. Government, Office of War Information, Radio Division 1942 Pieces Of Three published 1945 Interpreter for U.S. Department of State, San Francisco Conference, establishing the United Nations 1946-1951 Edited Das Lot, with Alain Bosquet and Alexander Koval 1946 Interpreter, Nuremburg International Military Tribunal 1947 Oscar Wilde: A Critical Study published 1948 Reports Officer & Governmental Administrator, Office of Military Government for Germany of the U.S. 1949 Poems 1928-1949 published 1950 Dismissed as alleged security risk by U.S. Government 1954 Established Paris residence 1958 Expelled from France for two years as an alleged security risk, expulsion order rescinded in 1960. 1960 Dialogues On Art published 1961 ER's English translation of Yashar Kemal's Memed, My Hawk published 1962 De L'homosexualite published 1962 Les Plus Belles Lettres D'eugene Delacroix selected, edited and published by ER 1966 Visiting professor, San Francisco State College. Anne Rice was one of his students. 1968 New Hieroglyphic Tales: Prose Poems published 1970 Visiting professor, University of California, Santa Cruz 1972 Magellan Of The Pacific published 1974 Emperor Of Midnight published 1975 The Disorderly Poet published 1977 Meetings With Conrad published, The Delights Of Turkey published 1978 In A Lost World published 1981 Thrice Chosen published, The Confessions Of A Saint published 1983 New Old & New Testaments published 1982 Etre Un Autre published 1984 More Dialogues On Art published 1985 ER's French translation of Horace Walpole's Hieroglyphic Tales published 1987 ER's English translation of The Wandering Fool, poems by 13th century Turkish Dervish Gurus, published 1987 Professor, Bard College, Annandale on Hudson 1987 Oscar Wilde reprinted 1989 Regents' Lecturer, University of California, Los Angeles 1992 Choose Your Own World published 1992 Died on May 10 in Cadiz, Spain",,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,,,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz001nx6rz
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxj6h,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxj6h_1453895_master.tif,1,,,,,C644_b1_f(Arslan Yueksel)_# 1_page 1,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxj6h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxj6h/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxj71,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxj71_1453898_master.tif,2,,,,,C644_b1_f(Arslan Yueksel)_# 1_page 2,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxj71,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxj71/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxj8j,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxj8j_1453901_master.tif,3,,,,,C644_b1_f(Arslan Yueksel)_# 1_page 3,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxj8j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxj8j/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxj92,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxj92_1453904_master.tif,4,,,,,C644_b1_f(Arslan Yueksel)_# 1_page 4,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxj92,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxj92/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjbk,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjbk_1453907_master.tif,5,,,,,C644_b1_f(Arslan Yueksel)_# 1_page 5,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjbk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjbk/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjc3,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjc3_1453910_master.tif,6,,,,,C644_b1_f(Arslan Yueksel)_# 1_page 6,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjc3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjc3/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjdm,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjdm_1453913_master.tif,7,,,,,C644_b1_f(Arslan Yueksel)_# 1_page 7,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjdm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjdm/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjf4,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjf4_1453916_master.tif,8,,,,,C644_b1_f(Arslan Yueksel)_# 1_page 8,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjf4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjf4/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjgn,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjgn_1453919_master.tif,9,,,,,C644_b1_f(Arslan Yueksel)_# 2,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjgn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjgn/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjh5,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjh5_1453922_master.tif,10,,,,,C644_b1_f(Arslan Yueksel)_# 3_piece 1,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjh5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjh5/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjjp,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjjp_1453925_master.tif,11,,,,,C644_b1_f(Arslan Yueksel)_# 3_piece 2,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjjp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjjp/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjk6,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjk6_1453931_master.tif,12,,,,,C644_b1_f(Arslan Yueksel)_# 4,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjk6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjk6/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjmq,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjmq_1453934_master.tif,13,,,,,C644_b1_f(Arslan Yueksel)_# 5,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjmq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjmq/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjn7,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjn7_1453937_master.tif,14,,,,,C644_b1_f(Arslan Yueksel)_# 6,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjn7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjn7/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjpr,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjpr_1453940_master.tif,15,,,,,C644_b1_f(Arslan Yueksel)_# 7,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjpr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjpr/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjq8,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjq8_1453943_master.tif,16,,,,,C644_b1_f(Arslan Yueksel)_# 8,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjq8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjq8/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjrs,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjrs_1453948_master.tif,17,,,,,C644_b1_f(Arslan Yueksel)_# 9,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjrs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjrs/manifest
Roditi (Edouard) Papers. Collection 644,ark:/21198/zz001nxjs9,ark:/21198/zz001nx6rz,1,In progress,Work,rodit/image/21198-zz001nxjs9_1453955_master.tif,18,,,,,C644_b1_f(Arslan Yueksel)_# 10,,,private,,,,,https://oac.cdlib.org/findaid/ark:/13030/ft5j49n8ft/,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nxjs9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nxjs9/manifest
