"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.genre","Type.typeOfResource","viewingHint","Text direction","Visibility","IIIF Range","Rights.copyrightStatus","Subject","Rights.countryCreation","Rights.rightsHolderContact","Language","Name.creator","Name.subject","Name.repository","Relation.isPartOf","Format.extent","Title","Format.dimensions","Date.creation","Description.note","Alt ID.local","Format.medium","Coverage.geographic","Date.normalized","AltTitle.descriptive","Description.adminnote","AltTitle.other","Alt ID.url","AltTitle.uniform","Description.abstract","Opac URL","Finding Aid URL","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Photo Album Collection.  Collection 94","ark:/21198/zz0017qftq","ark:/21198/zz0017pdjn","2","Completed","Page","photoalbum94/masters/21198-zz0017qftq_721013_master.tif","1","","","","Cityscape photographs","still image","","","","","copyrighted","Cityscapes","","UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988","","","","","Photograph album collection (Collection 94). UCLA Library Special Collections, Charles E. Young Research Library.","2 photographs","Old Sisters' Hospital","17 x 10.5 cm","","Caption under photos reads:""Old Sisters' Hospital - later used by county""|~|Image represents a small section of the page in which it is situated in the album.","99 Hazard Dyson 29F","photograph","","","Two views of the old Sisters' Hospital, not the building later erected on Bellevue Ave. downtown.","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0017qftq",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kkw7x","ark:/21198/zz0017pdjn","2","Completed","Page","photoalbum94/masters/21198-zz002kkw7x_2415413_master.tif","2","","","","","","","","","","","","","","","","","","","","Blank Page","","","Inside cover; blank page","uclalsc_94_171_01","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kkw7x",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kkw8f","ark:/21198/zz0017pdjn","2","Completed","Page","photoalbum94/masters/21198-zz002kkw8f_2415416_master.tif","3","","","","","","","","","","","","","","","","","","","","Page 1","","","Handwritten captions left to right and top to bottom:1. John Moraw Home 9th St. Maple Ave.2. Same with barn.3. and winery.4. Rearview of Rowland house5. North on Hill from 3rd St. J.M. Griffith home moved from Broadyway.6. Jos. Lezarwich house7. 9th and Main looking north. Old Powell Kern house at the junction.8. Frank P. Ramirez house Aliso St.9. Front view of Rowland house on Alameda near 4th.10. Home of Mrs. Montague Adams near Main.|~|Ten photographs with handwritten captions of neighborhood homes.","uclalsc_94_171_01_001","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kkw8f",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kkw9z","ark:/21198/zz0017pdjn","2","Completed","Page","photoalbum94/masters/21198-zz002kkw9z_2415419_master.tif","4","","","","","","","","","","","","","","","","","","","","Page 2","","","1. Published images of ""The Baker Block, Los Angeles""2. Large photograph of group of seven men, one older man seated and three women seated. One women holding a guitar in front of Los Angeles home.3. Published image of ""Cogswell Sierra Madra.""4. Published image of ""Main St. Temple Block, Los Angeles.""5. Published image of ""Hearldic Table-cover arms of all nations- by Underwood, Vere-Street.""6. Old Mission at San Diego Oldest in the state. Founded in 1769.","uclalsc_94_171_01_002","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kkw9z",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kkwbg","ark:/21198/zz0017pdjn","2","Completed","Page","photoalbum94/masters/21198-zz002kkwbg_2415422_master.tif","5","","","","","","","","","","","","","","","","","","","","Page 3","","","Photographs left to right and top to bottom.1. No.89. Looking West from Court House, Los Angeles, Cal. Garden City Foto Co. [previously published image]2.[four images] Residence and grounds on Figueroa Street, private residence floral scene, Private Garden on Pearl Street Italian Cypress Fan Palm Pampas grass rubber tree date palm, scene on Pearl Street South from Bellevue Terrace.""3. No. 49 looking north from the court house, Los Angeles Cal. Garden City Foto Co.4. Prof. Seymour of Normal School.5-6. Dimmick Home on W. Washington St.7. First Electric Power House Alameda and Banning St.|~|Ten photoographs of court house, and school house in Los Angeles.","uclalsc_94_171_01_003","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kkwbg",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kkwc0","ark:/21198/zz0017pdjn","2","Completed","Page","photoalbum94/masters/21198-zz002kkwc0_2415425_master.tif","6","","","","","","","","","","","","","","","","","","","","Page 4","","","Eight photographs put together to look like a panoramic photograph with handwritten notes.|~|Handwritten captions1. - 4. Raising of Flag at Fort Moore 60th anniversary5. J.M. Quinn6. [Crowd at ceremony].7. E.A. Sherman8. [Store fronts].","uclalsc_94_171_01_004","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kkwc0",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kkwdh","ark:/21198/zz0017pdjn","2","Completed","Page","photoalbum94/masters/21198-zz002kkwdh_2415428_master.tif","7","","","","","","","","","","","","","","","","","","","","Page 5","","","Handwritten captions left to right and top to bottom1-2. Old Sisters' Hospital- Later used by County.3-4. Arroyo Seco near Pasadena.5. 9th and Main,Williamson Block6. Dodsworth House, 6th and Main.7. Manuel Garfias home at Pasadena.[missing photograph].8-10. Pickle Facotry at Huntington Beach.|~|Nine photographs of old Sisters' hospital and various buildings in Pasadena.","uclalsc_94_171_01_005","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kkwdh",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kkwf1","ark:/21198/zz0017pdjn","2","Completed","Page","photoalbum94/masters/21198-zz002kkwf1_2415431_master.tif","8","","","","","","","","","","","","","","","","","","","","Page 6","","","Twelve photographs of Sechler, Woodworth, and various other homes in Los Angeles.|~|Written captions left to right and top to bottom.1. Lechler Home- 3rd and Hiel, Dr. Kinkpatrick's office2. Backyard of Lechler Cottage3. First Street opposite City - Jail - Mrs. Burn's home (near Burdick)4. J.D. Dunlap home on Pacific Ave.5. Labory Lane East of Alameda St.6. [looking down the porch.] 7. Steven C. Foster Home on San Pedro St.7. Woodworth house- San Pedro St. 1st & 2nd8. Gov[ernor]. Marsfield's house 4th & Hill9. Sam Morau house on Vine St. now Central Ave.10. Near 1st St.11. Hill near 1st.","uclalsc_94_171_01_006","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kkwf1",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kkwgj","ark:/21198/zz0017pdjn","2","Completed","Page","photoalbum94/masters/21198-zz002kkwgj_2415434_master.tif","9","","","","","","","","","","","","","","","","","","","","Page 7","","","Written captions top to bottom and left to right.1-2. Horace Bell Home on Figueroa near Washington St.3. S.W. Lieut. Miles home Figueroa St.4. Date Palm on Date St.5. 3rd st. near Main.6. Near of First St. Methodist Church7. Hancock Johnsons's home Downey Ave.8. Rear of Dr. Gelsich 3rd St. and Broadway|~|Eight photographs with handwritten notes of Los Angeles homes.","uclalsc_94_171_01_007","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kkwgj",""
"Photo Album Collection.  Collection 94","ark:/21198/zz002kkwh2","ark:/21198/zz0017pdjn","2","Completed","Page","photoalbum94/masters/21198-zz002kkwh2_2415437_master.tif","10","","","","","","","","","","","","","","","","","","","","Page 8","","","Captions left to right and top to bottom1. A Camulos Ranch - 4 miles - [missing photo].2. Cook Home.3. Entrance to C. C. Cook Ranch Home at Piru City.4. Conservatory5. - 6. Same [Cook Home].7. [Portrait photo of couple] Tom C. [missing piece] Old L. A. butcher8. Boarding house on Cook Ranch|~|Eight photographs with handwritten notes.","uclalsc_94_171_01_008","","","","","","","","","","https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=4233582","https://oac.cdlib.org/findaid/ark:/13030/kt6489s0cc/","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kkwh2",""
