Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Description.abstract,Coverage.geographic,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Relation.textDirection,Format.extent,thumbnailImageName,masterImageName
Medieval and Renaissance Manuscripts,ark:/21198/zz0009gxc2,ark:/21198/zz0009gxbj,2,Completed,Page,medren/masters/21198-zz0009gxc2-1-master.tif,2,,,,,,,,,pd,,,,,MS 1 front cover pastedown,r,,,,,,,,,,,,,,,21198-zz0009gxc2-1-thumbnail.jpg,21198-zz0009gxc2-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0009s6f0,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009s6f0-1-master.tif,1,,,,,,,,,pd,,,,,1,r,,,,,,,,,,,,,,,21198-zz0009s6f0-1-thumbnail.jpg,21198-zz0009s6f0-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0009s6gh,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009s6gh-1-master.tif,2,,,,,,,,,pd,,,,,2,v,,,,,,,,,,,,,,,21198-zz0009s6gh-1-thumbnail.jpg,21198-zz0009s6gh-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0009s6h1,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009s6h1-1-master.tif,3,,,,,,,,,pd,,,,,3,r,,,,,,,,,,,,,,,21198-zz0009s6h1-1-thumbnail.jpg,21198-zz0009s6h1-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0009s6jj,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009s6jj-1-master.tif,4,,,,,,,,,pd,,,,,4,v,,,,,,,,,,,,,,,21198-zz0009s6jj-1-thumbnail.jpg,21198-zz0009s6jj-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0009s6k2,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009s6k2-1-master.tif,5,,,,,,,,,pd,,,,,5,r,,,,,,,,,,,,,,,21198-zz0009s6k2-1-thumbnail.jpg,21198-zz0009s6k2-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0009s6s5,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009s6s5-1-master.tif,6,,,,,,,,,pd,,,,,6,v,,,,,,,,,,,,,,,21198-zz0009s6s5-1-thumbnail.jpg,21198-zz0009s6s5-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0009s6tp,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009s6tp-1-master.tif,7,,,,,,,,,pd,,,,,7,r,,,,,,,,,,,,,,,21198-zz0009s6tp-1-thumbnail.jpg,21198-zz0009s6tp-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0009s6v6,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009s6v6-1-master.tif,8,,,,,,,,,pd,,,,,8,v,,,,,,,,,,,,,,,21198-zz0009s6v6-1-thumbnail.jpg,21198-zz0009s6v6-1-master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz0009s6wq,ark:/21198/zz0009s6dg,2,Completed,Page,medren/masters/21198-zz0009s6wq-1-master.tif,9,,,,,,,,,pd,,,,,9,r,,,,,,,,,,,,,,,21198-zz0009s6wq-1-thumbnail.jpg,21198-zz0009s6wq-1-master.tif
