Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Language,Subject,Name.repository,Name.creator,Title,Relation.rectoVerso,Date.creation,Relation.isPartOf,Alt ID.local,AltTitle.uniform,Description.note,Format.dimensions,Description.abstract,Coverage.geographic,Date.normalized,Publisher.placeOfOrigin,Format.medium,Publisher.publisherName,Relation.textDirection,Format.extent,thumbnailImageName,masterImageName
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvhk,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvhk_1295027_master.tif,88,,,,,,,,,pd,,,,,MS 57 folio 38v,v,,,,,,,,,,,,,,,21198-zz001hfvhk_1295027_thumbnail.jpg,21198-zz001hfvhk_1295027_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvj3,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvj3_1295085_master.tif,89,,,,,,,,,pd,,,,,MS 57 folio 39,r,,,,,,,,,,,,,,,21198-zz001hfvj3_1295085_thumbnail.jpg,21198-zz001hfvj3_1295085_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvkm,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvkm_1295096_master.tif,90,,,,,,,,,pd,,,,,MS 57 folio 39v,v,,,,,,,,,,,,,,,21198-zz001hfvkm_1295096_thumbnail.jpg,21198-zz001hfvkm_1295096_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvm4,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvm4_1295102_master.tif,91,,,,,,,,,pd,,,,,MS 57 folio 40,r,,,,,,,,,,,,,,,21198-zz001hfvm4_1295102_thumbnail.jpg,21198-zz001hfvm4_1295102_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvnn,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvnn_1295111_master.tif,92,,,,,,,,,pd,,,,,MS 57 folio 40v,v,,,,,,,,,,,,,,,21198-zz001hfvnn_1295111_thumbnail.jpg,21198-zz001hfvnn_1295111_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvp5,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvp5_1295120_master.tif,93,,,,,,,,,pd,,,,,MS 57 folio 41,r,,,,,,,,,,,,,,,21198-zz001hfvp5_1295120_thumbnail.jpg,21198-zz001hfvp5_1295120_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvqp,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvqp_1295126_master.tif,94,,,,,,,,,pd,,,,,MS 57 folio 41v,v,,,,,,,,,,,,,,,21198-zz001hfvqp_1295126_thumbnail.jpg,21198-zz001hfvqp_1295126_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvr6,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvr6_1295129_master.tif,95,,,,,,,,,pd,,,,,MS 57 folio 42,r,,,,,,,,,,,,,,,21198-zz001hfvr6_1295129_thumbnail.jpg,21198-zz001hfvr6_1295129_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvsq,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvsq_1295132_master.tif,96,,,,,,,,,pd,,,,,MS 57 folio 42v,v,,,,,,,,,,,,,,,21198-zz001hfvsq_1295132_thumbnail.jpg,21198-zz001hfvsq_1295132_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvt7,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvt7_1295135_master.tif,97,,,,,,,,,pd,,,,,MS 57 folio 43,r,,,,,,,,,,,,,,,21198-zz001hfvt7_1295135_thumbnail.jpg,21198-zz001hfvt7_1295135_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvvr,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvvr_1295139_master.tif,98,,,,,,,,,pd,,,,,MS 57 folio 43v,v,,,,,,,,,,,,,,,21198-zz001hfvvr_1295139_thumbnail.jpg,21198-zz001hfvvr_1295139_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvw8,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvw8_1295145_master.tif,99,,,,,,,,,pd,,,,,MS 57 folio 44,r,,,,,,,,,,,,,,,21198-zz001hfvw8_1295145_thumbnail.jpg,21198-zz001hfvw8_1295145_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvxs,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvxs_1295151_master.tif,100,,,,,,,,,pd,,,,,MS 57 folio 44v,v,,,,,,,,,,,,,,,21198-zz001hfvxs_1295151_thumbnail.jpg,21198-zz001hfvxs_1295151_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfvz9,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfvz9_1295157_master.tif,101,,,,,,,,,pd,,,,,MS 57 folio 45,r,,,,,,,,,,,,,,,21198-zz001hfvz9_1295157_thumbnail.jpg,21198-zz001hfvz9_1295157_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfw09,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfw09_1295286_master.tif,102,,,,,,,,,pd,,,,,MS 57 folio 45v,v,,,,,,,,,,,,,,,21198-zz001hfw09_1295286_thumbnail.jpg,21198-zz001hfw09_1295286_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hfw1t,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hfw1t_1295289_master.tif,103,,,,,,,,,pd,,,,,MS 57 folio 46,r,,,,,,,,,,,,,,,21198-zz001hfw1t_1295289_thumbnail.jpg,21198-zz001hfw1t_1295289_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hm41f,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hm41f_1295292_master.tif,104,,,,,,,,,pd,,,,,MS 57 folio 46v,v,,,,,,,,,,,,,,,21198-zz001hm41f_1295292_thumbnail.jpg,21198-zz001hm41f_1295292_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hm42z,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hm42z_1295295_master.tif,105,,,,,,,,,pd,,,,,MS 57 folio 47,r,,,,,,,,,,,,,,,21198-zz001hm42z_1295295_thumbnail.jpg,21198-zz001hm42z_1295295_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hm43g,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hm43g_1295298_master.tif,106,,,,,,,,,pd,,,,,MS 57 folio 47v,v,,,,,,,,,,,,,,,21198-zz001hm43g_1295298_thumbnail.jpg,21198-zz001hm43g_1295298_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hm440,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hm440_1295301_master.tif,107,,,,,,,,,pd,,,,,MS 57 folio 48,r,,,,,,,,,,,,,,,21198-zz001hm440_1295301_thumbnail.jpg,21198-zz001hm440_1295301_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hm45h,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hm45h_1295304_master.tif,108,,,,,,,,,pd,,,,,MS 57 folio 48v,v,,,,,,,,,,,,,,,21198-zz001hm45h_1295304_thumbnail.jpg,21198-zz001hm45h_1295304_master.tif
Medieval and Renaissance Manuscripts,ark:/21198/zz001hm461,ark:/21198/zz001hd4mj,2,Completed,Page,medren/masters/21198-zz001hm461_1295307_master.tif,109,,,,,,,,,pd,,,,,MS 57 folio 49,r,,,,,,,,,,,,,,,21198-zz001hm461_1295307_thumbnail.jpg,21198-zz001hm461_1295307_master.tif
