"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Rights.copyrightStatus","Rights.publicationStatus","Language","Type.typeOfResource","Type.genre","Subject.conceptTopic","Subject geographic","Name.creator","Name.repository","Note","Title","Alt ID.local","Date.creation","Date.normalized","Description.fundingNote","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Description.note","Coverage.geographic","AltTitle.translated","AltTitle.descriptive","Alt ID.lccn","Alt ID.oclc","Alt ID.url","Bucketeer State","IIIF Access URL"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgdpq","ark:/21198/zz002hc63p","1","In progress","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7821_Q1_3M_LGI_c_1927_late.tif","923","","","pd","","eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0200000|~|northernmost:N0350000|~|easternmost:E1350000|~|westernmost:E0900000","[NA]","G7821_Q1_3M_LGI_c_1927_late|~|Monograph_Maps","1927","1927","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China|~|3000000","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgds8","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7800_6_9M_ESL_1941.tif","926","","","pd","","eng","cartographic","map","","East Asia--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:S0160000|~|northernmost:N0400000|~|westernmost:E0880000|~|easternmost:E1360000","Stanford's Map Of The Far East","G7800_6_9M_ESL_1941|~|Monograph_Maps","1941","1941","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","East Asia|~|6969600","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgdts","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7800_8M_EMC_1944.tif","927","","","pd","","eng","cartographic","map","","East Asia--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E0700000|~|southernmost:N0200000|~|easternmost:E1700000|~|northernmost:N0440000","Large Print Map Of The Far East","G7800_8M_EMC_1944|~|Monograph_Maps","1944","1944","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","East Asia","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgdv9","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7801_E2_c_18_5M_COI_1942.tif","928","","","pd","","eng","cartographic","map","East Asia--Population--Maps|~|Southeast Asia--Population--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:S0100000|~|northernmost:N0400000|~|westernmost:E1000000|~|easternmost:E1400000","Population in the Far East","G7801_E2_c_18_5M_COI_1942|~|Monograph_Maps","1942","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","Coordinator of Information]","1 map ; 40 x 33 cm.","dcu|~|[Washington","Mar. 27, 1942.|~|Also covers Southeast Asia.|~|""Map no. 407.""|~|compiled and drawn in the Geographic Division, C.O.I.","Southeast Asia|~|East Asia|~|18000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgdv9"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgdwt","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7801_E2_c_50M_BEW_1942_ED1.tif","929","","","pd","","eng","cartographic","map","Population density--Australasia--Maps|~|Population density--Asia--Maps","","United States. Board of Economic Warfare.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:S0450000|~|southernmost:N0450000|~|easternmost:W1500000|~|northernmost:N0750000|~|westernmost:E0600000|~|westernmost:E0500000|~|northernmost:N0600000|~|easternmost:E1500000","Eastern Asia, density of population","G7801_E2_c_50M_BEW_1942_ED1|~|Monograph_Maps","1942","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","O.S.S. Reproduction Section","1 map : col. ; 32 x 37 cm.","dcu|~|[Washington, D.C.]","1st ed.|~|Covers all of Asia, and Australia and New Zealand.|~|drawn in Geography Division, O.S.S. ; data prepared by Economic Warfare Analysis Section, Far Eastern Division, Board of Economic Warfare.|~|""Map no. 619, June 29, 1942.""|~|1st ed.","Asia|~|Australasia|~|50000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgdwt"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgdxb","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7801_F3_NS_NP_ND.tif","930","","","pd","","eng","cartographic","map","","East Asia--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","The Powers In The Far East","G7801_F3_NS_NP_ND|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","East Asia","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgdxb"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgdzv","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7801_J1_20M_COI_1942.tif","931","","","pd","","","cartographic","map","","East Asia--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:S0100000|~|westernmost:E1000000|~|northernmost:N0400000|~|easternmost:E1400000","Native Agriculture In The Far East","G7801_J1_20M_COI_1942|~|Monograph_Maps","March 12, 1942","1942-03-12","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","East Asia","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgdzv"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgf1c","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7802_1.5M_ONI_1985.tif","933","","","pd","","eng","cartographic","map","","China--Maps|~|Japan--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Theater Of Operations Japan-China War 1894-5","G7802_1.5M_ONI_1985|~|Monograph_Maps","1895","1895","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Japan|~|China","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgf2w","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7802_1_9M_USMD_1904.tif","934","","","pd","","eng","cartographic","map","","Korea--Maps|~|Manchuria (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0320000|~|westernmost:E1180000|~|northernmost:N0480000|~|easternmost:E1340000","Map Of Korea And Manchuria / Prepared By The Second Division, General Staff (Military Information Division), War Department.","G7802_1_9M_USMD_1904|~|Monograph_Maps","1904","1904","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Manchuria (China)|~|Korea","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgf4x","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7802_3M_NGS_1945.tif","936","","","pd","","eng","cartographic","map","Korea--Maps|~|Japan--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1500000|~|northernmost:N0460000|~|southernmost:N0300000|~|easternmost:W1500000|~|westernmost:E1200000|~|northernmost:N0440000|~|westernmost:W1160000","Japan and Korea","G7802_3M_NGS_1945|~|Monograph_Maps","1945","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","National Geographic Society","1 map : col. ; 64 x 93 cm.","dcu|~|Washington, D.C","compiled and drawn in the Cartographic Section of the National Geographic Society ; James M. Darley, chief cartographer.|~|Insets: 1-2. Kuril Islands.--3. Pescadores.--4. Karafuto.--5-7. Ryukyu Islands.--8. Formosa.--9. Tokyo.--10. Location of Japan in the Western Pacific.|~|Includes glossary of geographical terms.|~|Issued with the National geographic magazine, v. 88, no. 6, Dec. 1945.|~|""Albers conical equal-area projection.""|~|Relief represented by shading.","Japan|~|Korea|~|3000000","","","map48001017","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgf4x"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgf5f","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7802_4M_NP_ND.tif","937","","","pd","","fre","cartographic","map","","China--Maps|~|Japan--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1020000|~|easternmost:E1440000|~|northernmost:N0520000|~|southernmost:N0300000","Mandchourie - Japan Et Chine Du Nord","G7802_4M_NP_ND|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Japan|~|China","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgf5f"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgf6z","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7802_4M_NP_ND_EasternAsia.tif","938","","","pd","","eng","cartographic","map","","East Asia--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Eastern Asia","G7802_4M_NP_ND_EasternAsia|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","East Asia","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgf7g","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7802_4_5M_CFG_c_1900.tif","939","","","pd","","eng","cartographic","map","","East Asia--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1420000|~|southernmost:N0220000|~|westernmost:E1100000|~|northernmost:N0440000","Ostasien","G7802_4_5M_CFG_c_1900|~|Monograph_Maps","1900","1900","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","East Asia","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgf7g"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgf80","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7802_8M_NGS_1944.tif","940","","","pd","","eng","cartographic","map","Japan|~|Philippines|~|Taiwan|~|Japan--Maps|~|Korea","","Holdstock, A. E.|~|Bouma, Donald G.|~|Brehm, J. J.","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1600000|~|northernmost:N0640000|~|easternmost:E1800000|~|westernmost:E1200000|~|westernmost:E1000000|~|northernmost:N0550000|~|southernmost:N0050000","Japan and adjacent regions of Asia and the Pacific Ocean","G7802_8M_NGS_1944|~|Monograph_Maps","1944","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","National Geographic Society","1 map : col. ; 84 x 64 cm.","Washington, D.C|~|dcu","""Azimuthal equidistant projection centered on Tokyo.""|~|In English.|~|ae|~|Relief represented by hachures.|~|Includes index and glossary.|~|Issued with the National geographic magazine, v. 85, no. 4, Apr. 1944.|~|Insets: Industrial centers of Japan (5 maps)--Marshall Islands.|~|compiled and drawn in the Cartographic Section of the National Geographic Society for the National geographic magazine ; James M. Darley, chief cartographer ; culture by Apphia E. Holdstock and Donald G. Bouma ; relief by John J. Brehm.|~|""Washington: April 1944.""|~|""Copyright 1944 by the National Geographic Society.""","Taiwan|~|Philippines|~|Korea|~|Japan|~|8000000","","","map44000155","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgf80"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfb1","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7802_C2_1937.tif","942","","","pd","","eng","cartographic","map","","Manchuria (China)--Maps|~|Japan--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0320000|~|westernmost:E1180000|~|northernmost:N0520000|~|easternmost:E1420000","Outline Map Of Japan And Manchuria","G7802_C2_1937|~|Monograph_Maps","1937","1937","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Japan|~|Manchuria (China)","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfb1"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfcj","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7802_F2_8M_CMI_1942.tif","943","","","pd","","eng","cartographic","map","War--Maps.","China--Maps|~|Japan--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","War Map Of China And Far East Showing Japanese Aggression","G7802_F2_8M_CMI_1942|~|Monograph_Maps","1942","1942","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Japan|~|China","","","","","","failed",
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfd2","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7802_P1_COI_1942.tif","944","","","pd","","eng","cartographic","map","","Korea--Maps|~|Manchuria (China)--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E1160000|~|northernmost:N0540000|~|easternmost:E1360000|~|southernmost:N0340000","Manchuria Korea Land Communications","G7802_P1_COI_1942|~|Monograph_Maps","1942","1942","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","Manchuria (China)|~|Korea","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfd2"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgffk","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7808_8M_WAKJ_1899.tif","945","","","pd","","eng","cartographic","map","","China--Maps|~|Japan--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0180000|~|westernmost:E1000000|~|northernmost:N0400000|~|easternmost:E1300000","China And Japan By Keith Johnston, E.R.S.E.","G7808_8M_WAKJ_1899|~|Monograph_Maps","1899","1899","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China|~|Japan","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgffk"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfg3","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7810_10M_Edinburgh_ND.tif","946","","","pd","","eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E0800000|~|easternmost:E1300000|~|northernmost:N0500000|~|southernmost:N0200000|~|easternmost:E0800000","The National Geographic Magazine / Map Of China And Its Territories","G7810_10M_Edinburgh_ND|~|Monograph_Maps","","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China|~|10000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfg3"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfhm","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7810_10M_NGS_1913.tif","947","","","pd","","eng","cartographic","map","China--Maps","","Bartholomew, J. G. (John George). 1860-1920.|~|Edinburgh Geographical Institute.|~|National Geographic Society (U.S.).","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","easternmost:E1350000|~|northernmost:N0500000|~|westernmost:E07500000|~|easternmost:E1250000|~|southernmost:N0180000|~|westernmost:E0800000|~|northernmost:N0600000|~|southernmost:N0200000","National Geographic Magazine map of China and its territories","G7810_10M_NGS_1913|~|Monograph_Maps","1913?]","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","National Geographic Society","1 map : col. ; 39 x 54 cm.","[Washington, D.C|~|dcu","Relief represented by spot heights.|~|prepared by J.G. Bartholomew ; Gilbert H. Grosvenor, editor.|~|In lower left margin: The Edinburgh Geographical Institute.|~|In lower right margin: John Bartholomew & Co.|~|Longitude East of Greenwich.","China|~|10000000","","Map of China and its territories","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfhm"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfj4","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7810_20M_TME_1942.tif","948","","","pd","","eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","westernmost:E0700000|~|southernmost:N0200000|~|easternmost:E1400000|~|northernmost:N0500000","Map Of Central Asia Showing The Chinese Empire","G7810_20M_TME_1942|~|Monograph_Maps","1924","1924","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfj4"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfkn","ark:/21198/zz002hc63p","10","Completed with minimal metadata","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7810_7M_NGS_1945.tif","949","","","pd","","eng","cartographic","map","","China--Maps","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","southernmost:N0160000|~|northernmost:N0490000|~|westernmost:E0840000|~|easternmost:E1360000","China","G7810_7M_NGS_1945|~|Monograph_Maps","1945","1945","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","","","","","China|~|7000000","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfkn"
"East Asian Maps in the Bruman Collection","ark:/21198/zz002hgfm5","ark:/21198/zz002hc63p","2","Completed","Work","Masters/Maps/east_asian_maps/image/Monograph_Maps/srgb/G7810_9_5M_OSS_1944_EDProv.tif","950","","","pd","","eng","cartographic","map","China--Maps","","","University of California, Los Angeles. $b Library. $b Henry J. Bruman Map Collection","","Greater China","G7810_9_5M_OSS_1944_EDProv|~|Monograph_Maps","1944","","Access to this collection is generously supported by Sammy Yukuan Lee Foundation.","Lithographed in the Reproduction Branch, OSS","1 map ; 43 x 54 cm.","dcu|~|[Washington, D.C.]","Provisional ed.|~|""3 August 1944.""|~|LC copy stamped on: 44B.|~|R & A, OSS.|~|""No. 3448.""|~|LC copy mounted on cloth and laminated.|~|Includes inset ""Areal [sic] comparison of greater China with the United States.""|~|""Free.""|~|Provisional ed.","China|~|9500000","","","2006635516","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hgfm5"
