"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Subject.descriptiveTopic","Type.typeOfResource","Subject.conceptTopic","Rights.copyrightStatus","Language","Coverage.geographic","Rights.publicationStatus","Name.repository","Publisher.publisherName","Subject.corporateName","Type.genre","Name.manufacturer","Name.subject","Name.printer","Name.retailer","Name.designer","Rights.rightsHolderContact","Name.artist","Name.creator","Name.sponsor","AltTitle.uniform","Title","Format.dimensions","Description.caption","Publisher.placeOfOrigin","Date.normalized","Date.creation","Description.note","AltTitle.other","Format.extent","AltTitle.descriptive","Alternate Title.former","AltTitle.translated","Opac url","Description.abstract","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Patent Medicine Cards","ark:/21198/zz0002hkx2/9527ft4h","ark:/21198/zz0002hkx2","","","Page","patentmedcards/masters/21198-zz0002hkx2-3-master.tif","4","","","","","","","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkx2%2F9527ft4h",""
"Patent Medicine Cards","ark:/21198/zz0002hkx2/c5967116","ark:/21198/zz0002hkx2","","","Page","patentmedcards/masters/21198-zz0002hkx2-2-master.tif","3","","","","","","","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkx2%2Fc5967116",""
"Patent Medicine Cards","ark:/21198/zz0002hkx2/d027rx8r","ark:/21198/zz0002hkx2","","","Page","patentmedcards/masters/21198-zz0002hkx2-9-master.tif","10","","","","","","","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkx2%2Fd027rx8r",""
"Patent Medicine Cards","ark:/21198/zz0002hkx2/ft66g522","ark:/21198/zz0002hkx2","","","Page","patentmedcards/masters/21198-zz0002hkx2-1-master.tif","1","","","","","","","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkx2%2Fft66g522",""
"Patent Medicine Cards","ark:/21198/zz0002hkx2/gf64jf08","ark:/21198/zz0002hkx2","","","Page","patentmedcards/masters/21198-zz0002hkx2-6-master.tif","7","","","","","","","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkx2%2Fgf64jf08",""
"Patent Medicine Cards","ark:/21198/zz0002hkx2/jf39mb30","ark:/21198/zz0002hkx2","","","Page","patentmedcards/masters/21198-zz0002hkx2-5-master.tif","6","","","","","","","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkx2%2Fjf39mb30",""
"Patent Medicine Cards","ark:/21198/zz0002hkx2/s624qz7b","ark:/21198/zz0002hkx2","","","Page","patentmedcards/masters/21198-zz0002hkx2-8-master.tif","9","","","","","","","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkx2%2Fs624qz7b",""
"Patent Medicine Cards","ark:/21198/zz0002hkx2/t781pj3k","ark:/21198/zz0002hkx2","","","Page","patentmedcards/masters/21198-zz0002hkx2-4-master.tif","5","","","","","","","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkx2%2Ft781pj3k",""
"Patent Medicine Cards","ark:/21198/zz0002hkx2/xf53wg94","ark:/21198/zz0002hkx2","","","Page","patentmedcards/masters/21198-zz0002hkx2-10-master.tif","2","","","","","","","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkx2%2Fxf53wg94",""
"Patent Medicine Cards","ark:/21198/zz0002hkx2/z5912m9w","ark:/21198/zz0002hkx2","","","Page","patentmedcards/masters/21198-zz0002hkx2-7-master.tif","8","","","","","","","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002hkx2%2Fz5912m9w",""
