Object Type,File Name,Title,Item Sequence,Parent ARK,Item ARK,local ID,Publisher,Publisher.place,Date.issued (single),Language | code,TypeOfResource,Genre,PhysicalDescription.extent,Institution/Repository,Abstract,Note.contents,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Bucketeer State,IIIF Access URL
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch1/images/johannesburg_vol1_001.tif,Page 1,1,ark:/21198/z1jm4909,ark:/21198/z14q9vbm,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9vbm
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch1/images/johannesburg_vol1_002.tif,Page 2,2,ark:/21198/z1jm4909,ark:/21198/z10z93p5,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z93p5
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch1/images/johannesburg_vol1_003.tif,Page 3,3,ark:/21198/z1jm4909,ark:/21198/z1w68m5r,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w68m5r
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch1/images/johannesburg_vol1_004.tif,Page 4,4,ark:/21198/z1jm4909,ark:/21198/z1rf7vf1,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7vf1
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch1/images/johannesburg_vol1_005.tif,Page 5,5,ark:/21198/z1jm4909,ark:/21198/z1mp73ns,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp73ns
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch1/images/johannesburg_vol1_006.tif,Page 6,6,ark:/21198/z1jm4909,ark:/21198/z1h152d0,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h152d0
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch1/images/johannesburg_vol1_007.tif,Page 7,7,ark:/21198/z1jm4909,ark:/21198/z1c849p8,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c849p8
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch1/images/johannesburg_vol1_008.tif,Page 8,8,ark:/21198/z1jm4909,ark:/21198/z17h3k0d,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h3k0d
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch1/images/johannesburg_vol1_009.tif,Page 9,9,ark:/21198/z1jm4909,ark:/21198/z13r2t94,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2t94
Page,Masters/othermasters/DEPsouthafrica/sharpeville/batch1/images/johannesburg_vol1_010.tif,Page 10,10,ark:/21198/z1jm4909,ark:/21198/z10022k3,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10022k3
