Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2d6,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2d6-1-master.tif,Ms. 15_1,1,Page 1,,,pd,,gez,,,,,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2d6
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2fq,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2fq-1-master.tif,Ms. 15_2,2,Page 2,,,pd,,gez,,,,,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2fq
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2g7,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2g7-1-master.tif,Ms. 15_3,3,Page 3,,,pd,,gez,,,,,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2g7
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2hr,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2hr-1-master.tif,Ms. 15_4,4,Page 4,,,pd,,gez,,Masehafa Tebab|~|መጻሕፍተ ሰሎሞን,Proverbs of Solomon,Book of Proverbs,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,"Proverbs ምሳሌያተ ሰሎሞን ;ምሳሌያተ፡ ሰሎሞን፡ ወልደ፡ ዳዊት፡ ዘነግሠ ፡ለእስራኤል፡ በኢየሩሳሌም፡ ለአዕምሮ፡ ቃለ ፡ጥበብ ፡ወለተዎክፎ፡ ወለተመይጦ፡ ቃል፡ ወለአዕምሮ፡ ጽድቅ፡ ዘበአማን… ;ክሥት፡ አፉከ፡ ወኰንን፡ ጽድቀ፡ ፍታሕ፡ ለነዳይ፡ ወለሕሙም፨ ; The proverbs of Solomon, the Son of David, who become a king of Israel in Jerusalem, for understanding the word of wisdom, for receiving (instruction), and for exchanging of words, and for the righteous mind of truth…Open your mouth and judge righteously, give justice to the poor and the afflicted.",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2hr
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2j8,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2j8-1-master.tif,Ms. 15_5,5,Page 5,,,pd,,gez,,መጻሕፍተ ሰሎሞን|~|Masehafa Tebab,Proverbs of Solomon,Book of Proverbs,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,"Proverbs ምሳሌያተ ሰሎሞን ;ምሳሌያተ፡ ሰሎሞን፡ ወልደ፡ ዳዊት፡ ዘነግሠ ፡ለእስራኤል፡ በኢየሩሳሌም፡ ለአዕምሮ፡ ቃለ ፡ጥበብ ፡ወለተዎክፎ፡ ወለተመይጦ፡ ቃል፡ ወለአዕምሮ፡ ጽድቅ፡ ዘበአማን… ;ክሥት፡ አፉከ፡ ወኰንን፡ ጽድቀ፡ ፍታሕ፡ ለነዳይ፡ ወለሕሙም፨ ; The proverbs of Solomon, the Son of David, who become a king of Israel in Jerusalem, for understanding the word of wisdom, for receiving (instruction), and for exchanging of words, and for the righteous mind of truth…Open your mouth and judge righteously, give justice to the poor and the afflicted.",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2j8
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2ks,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2ks-1-master.tif,Ms. 15_6,6,Page 6,,,pd,,gez,,Masehafa Tebab|~|መጻሕፍተ ሰሎሞን,Proverbs of Solomon,Book of Proverbs,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,"Proverbs ምሳሌያተ ሰሎሞን ;ምሳሌያተ፡ ሰሎሞን፡ ወልደ፡ ዳዊት፡ ዘነግሠ ፡ለእስራኤል፡ በኢየሩሳሌም፡ ለአዕምሮ፡ ቃለ ፡ጥበብ ፡ወለተዎክፎ፡ ወለተመይጦ፡ ቃል፡ ወለአዕምሮ፡ ጽድቅ፡ ዘበአማን… ;ክሥት፡ አፉከ፡ ወኰንን፡ ጽድቀ፡ ፍታሕ፡ ለነዳይ፡ ወለሕሙም፨ ; The proverbs of Solomon, the Son of David, who become a king of Israel in Jerusalem, for understanding the word of wisdom, for receiving (instruction), and for exchanging of words, and for the righteous mind of truth…Open your mouth and judge righteously, give justice to the poor and the afflicted.",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2ks
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2m9,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2m9-1-master.tif,Ms. 15_7,7,Page 7,,,pd,,gez,,መጻሕፍተ ሰሎሞን|~|Masehafa Tebab,Proverbs of Solomon,Book of Proverbs,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,"Proverbs ምሳሌያተ ሰሎሞን ;ምሳሌያተ፡ ሰሎሞን፡ ወልደ፡ ዳዊት፡ ዘነግሠ ፡ለእስራኤል፡ በኢየሩሳሌም፡ ለአዕምሮ፡ ቃለ ፡ጥበብ ፡ወለተዎክፎ፡ ወለተመይጦ፡ ቃል፡ ወለአዕምሮ፡ ጽድቅ፡ ዘበአማን… ;ክሥት፡ አፉከ፡ ወኰንን፡ ጽድቀ፡ ፍታሕ፡ ለነዳይ፡ ወለሕሙም፨ ; The proverbs of Solomon, the Son of David, who become a king of Israel in Jerusalem, for understanding the word of wisdom, for receiving (instruction), and for exchanging of words, and for the righteous mind of truth…Open your mouth and judge righteously, give justice to the poor and the afflicted.",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2m9
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2nt,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2nt-1-master.tif,Ms. 15_8,8,Page 8,,,pd,,gez,,Masehafa Tebab|~|መጻሕፍተ ሰሎሞን,Proverbs of Solomon,Book of Proverbs,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,"Proverbs ምሳሌያተ ሰሎሞን ;ምሳሌያተ፡ ሰሎሞን፡ ወልደ፡ ዳዊት፡ ዘነግሠ ፡ለእስራኤል፡ በኢየሩሳሌም፡ ለአዕምሮ፡ ቃለ ፡ጥበብ ፡ወለተዎክፎ፡ ወለተመይጦ፡ ቃል፡ ወለአዕምሮ፡ ጽድቅ፡ ዘበአማን… ;ክሥት፡ አፉከ፡ ወኰንን፡ ጽድቀ፡ ፍታሕ፡ ለነዳይ፡ ወለሕሙም፨ ; The proverbs of Solomon, the Son of David, who become a king of Israel in Jerusalem, for understanding the word of wisdom, for receiving (instruction), and for exchanging of words, and for the righteous mind of truth…Open your mouth and judge righteously, give justice to the poor and the afflicted.",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2nt
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2qv,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2qv-1-master.tif,Ms. 15_9,9,Page 9,,,pd,,gez,,መጻሕፍተ ሰሎሞን|~|Masehafa Tebab,Proverbs of Solomon,Book of Proverbs,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,"Proverbs ምሳሌያተ ሰሎሞን ;ምሳሌያተ፡ ሰሎሞን፡ ወልደ፡ ዳዊት፡ ዘነግሠ ፡ለእስራኤል፡ በኢየሩሳሌም፡ ለአዕምሮ፡ ቃለ ፡ጥበብ ፡ወለተዎክፎ፡ ወለተመይጦ፡ ቃል፡ ወለአዕምሮ፡ ጽድቅ፡ ዘበአማን… ;ክሥት፡ አፉከ፡ ወኰንን፡ ጽድቀ፡ ፍታሕ፡ ለነዳይ፡ ወለሕሙም፨ ; The proverbs of Solomon, the Son of David, who become a king of Israel in Jerusalem, for understanding the word of wisdom, for receiving (instruction), and for exchanging of words, and for the righteous mind of truth…Open your mouth and judge righteously, give justice to the poor and the afflicted.",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2qv
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2rc,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2rc-1-master.tif,Ms. 15_10,10,Page 10,,,pd,,gez,,መጻሕፍተ ሰሎሞን|~|Masehafa Tebab,Proverbs of Solomon,Book of Proverbs,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,"Proverbs ምሳሌያተ ሰሎሞን ;ምሳሌያተ፡ ሰሎሞን፡ ወልደ፡ ዳዊት፡ ዘነግሠ ፡ለእስራኤል፡ በኢየሩሳሌም፡ ለአዕምሮ፡ ቃለ ፡ጥበብ ፡ወለተዎክፎ፡ ወለተመይጦ፡ ቃል፡ ወለአዕምሮ፡ ጽድቅ፡ ዘበአማን… ;ክሥት፡ አፉከ፡ ወኰንን፡ ጽድቀ፡ ፍታሕ፡ ለነዳይ፡ ወለሕሙም፨ ; The proverbs of Solomon, the Son of David, who become a king of Israel in Jerusalem, for understanding the word of wisdom, for receiving (instruction), and for exchanging of words, and for the righteous mind of truth…Open your mouth and judge righteously, give justice to the poor and the afflicted.",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2rc
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2sw,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2sw-1-master.tif,Ms. 15_11,11,Page 11,,,pd,,gez,,መጻሕፍተ ሰሎሞን|~|Masehafa Tebab,Proverbs of Solomon,Book of Proverbs,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,"Proverbs ምሳሌያተ ሰሎሞን ;ምሳሌያተ፡ ሰሎሞን፡ ወልደ፡ ዳዊት፡ ዘነግሠ ፡ለእስራኤል፡ በኢየሩሳሌም፡ ለአዕምሮ፡ ቃለ ፡ጥበብ ፡ወለተዎክፎ፡ ወለተመይጦ፡ ቃል፡ ወለአዕምሮ፡ ጽድቅ፡ ዘበአማን… ;ክሥት፡ አፉከ፡ ወኰንን፡ ጽድቀ፡ ፍታሕ፡ ለነዳይ፡ ወለሕሙም፨ ; The proverbs of Solomon, the Son of David, who become a king of Israel in Jerusalem, for understanding the word of wisdom, for receiving (instruction), and for exchanging of words, and for the righteous mind of truth…Open your mouth and judge righteously, give justice to the poor and the afflicted.",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2sw
Ethiopic Manuscripts,ark:/21198/zz0009p0hs,ark:/21198/zz0009p2td,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz0009p2td-1-master.tif,Ms. 15_12,12,Page 12,,,pd,,gez,,መጻሕፍተ ሰሎሞን|~|Masehafa Tebab,Proverbs of Solomon,Book of Proverbs,Ethiopia,19th-20th c.,1800/1999,1 Page,185 mm x 165 mm,Vellum,,"Proverbs ምሳሌያተ ሰሎሞን ;ምሳሌያተ፡ ሰሎሞን፡ ወልደ፡ ዳዊት፡ ዘነግሠ ፡ለእስራኤል፡ በኢየሩሳሌም፡ ለአዕምሮ፡ ቃለ ፡ጥበብ ፡ወለተዎክፎ፡ ወለተመይጦ፡ ቃል፡ ወለአዕምሮ፡ ጽድቅ፡ ዘበአማን… ;ክሥት፡ አፉከ፡ ወኰንን፡ ጽድቀ፡ ፍታሕ፡ ለነዳይ፡ ወለሕሙም፨ ; The proverbs of Solomon, the Son of David, who become a king of Israel in Jerusalem, for understanding the word of wisdom, for receiving (instruction), and for exchanging of words, and for the righteous mind of truth…Open your mouth and judge righteously, give justice to the poor and the afflicted.",,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009p2td
