Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz001dv2fk,ark:/21198/zz001dv6j2,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dv6j2_1278665_master.tif,Ms. 14_1,1,Page 1,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,122 mm x 85 mm,Vellum,,Marginalia (later day practice of Ge'ez letters and letter drafts).,"""This picture is for Aleka Hiruy"" (later addition?)",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6j2
Ethiopic Manuscripts,ark:/21198/zz001dv2fk,ark:/21198/zz001dv6kk,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dv6kk_1278668_master.tif,Ms. 14_2,2,Page 2,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,122 mm x 85 mm,Vellum,,Marginalia (later day practice of Ge'ez letters and letter drafts).,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6kk
Ethiopic Manuscripts,ark:/21198/zz001dv2fk,ark:/21198/zz001dv6m3,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dv6m3_1278671_master.tif,Ms. 14_3,3,Page 3,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,122 mm x 85 mm,Vellum,,Marginalia (later day practice of Ge'ez letters and letter drafts).,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6m3
Ethiopic Manuscripts,ark:/21198/zz001dv2fk,ark:/21198/zz001dv6nm,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dv6nm_1278674_master.tif,Ms. 14_4,4,Page 4,,,pd,,gez,,,,,Ethiopia,Late 19th c.,1850/1899,1 Page,122 mm x 85 mm,Vellum,,Marginalia (later day practice of Ge'ez letters and letter drafts).,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6nm
Ethiopic Manuscripts,ark:/21198/zz001dv2fk,ark:/21198/zz001dv6p4,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dv6p4_1278677_master.tif,Ms. 14_5,5,Page 5,,,pd,,gez,,Amesetu A'emada Mesetir|~|አምስቱ አዕማደ ምሥጢር,The Five Pillars of Mystery,The Five Pillars of Mystery,Ethiopia,Late 19th c.,1850/1899,1 Page,122 mm x 85 mm,Vellum,,The Pillars of Mystery  አምስቱ አዕማደ ምሥጢር ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩አአምላክ፡ ንዌጥን፡ ለክርስያን፡ ልጅ፡ ሁሉ፡ከሁሉ፡ አስቀድሞ፡ ሃይማኖት፡ መማር፡ ይገባዋል፡ ይሏል።ሃይማኖትስ፡ ምንድነው፡ ቢሉ፡ ፭አአዕማደ፡ ምሥጢር ፡ናቸው ፡ይሏል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6p4
Ethiopic Manuscripts,ark:/21198/zz001dv2fk,ark:/21198/zz001dv6qn,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dv6qn_1278680_master.tif,Ms. 14_6,6,Page 6,,,pd,,gez,,Amesetu A'emada Mesetir|~|አምስቱ አዕማደ ምሥጢር,The Five Pillars of Mystery,The Five Pillars of Mystery,Ethiopia,Late 19th c.,1850/1899,1 Page,122 mm x 85 mm,Vellum,,The Pillars of Mystery  አምስቱ አዕማደ ምሥጢር ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩አአምላክ፡ ንዌጥን፡ ለክርስያን፡ ልጅ፡ ሁሉ፡ከሁሉ፡ አስቀድሞ፡ ሃይማኖት፡ መማር፡ ይገባዋል፡ ይሏል።ሃይማኖትስ፡ ምንድነው፡ ቢሉ፡ ፭አአዕማደ፡ ምሥጢር ፡ናቸው ፡ይሏል።|~|The Mystery of the Trinity  ምሥጢረ ሥላሴ ;ከእነዚህ፡ አስቀድሞ፡ ምሥጢረ፡ ሥላሴ፡ መማር፡ ይገባል፡ ይሏል።ይህስ፡ እንዴት፡ ነው፡ ቢሉ፡ ማን፡ ፈጠረህ፡ ቢልህ ፡ሥላሴ፡ ይሏል። ሌላ፡ ፈጣሪ፡ የለም፡ ቢልህ፡ የለም፡ ይሏል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6qn
Ethiopic Manuscripts,ark:/21198/zz001dv2fk,ark:/21198/zz001dv6r5,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dv6r5_1278683_master.tif,Ms. 14_7,7,Page 7,,,pd,,gez,,Amesetu A'emada Mesetir|~|አምስቱ አዕማደ ምሥጢር,The Five Pillars of Mystery,The Five Pillars of Mystery,Ethiopia,Late 19th c.,1850/1899,1 Page,122 mm x 85 mm,Vellum,,The Pillars of Mystery  አምስቱ አዕማደ ምሥጢር ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩አአምላክ፡ ንዌጥን፡ ለክርስያን፡ ልጅ፡ ሁሉ፡ከሁሉ፡ አስቀድሞ፡ ሃይማኖት፡ መማር፡ ይገባዋል፡ ይሏል።ሃይማኖትስ፡ ምንድነው፡ ቢሉ፡ ፭አአዕማደ፡ ምሥጢር ፡ናቸው ፡ይሏል።|~|The Mystery of the Trinity  ምሥጢረ ሥላሴ ;ከእነዚህ፡ አስቀድሞ፡ ምሥጢረ፡ ሥላሴ፡ መማር፡ ይገባል፡ ይሏል።ይህስ፡ እንዴት፡ ነው፡ ቢሉ፡ ማን፡ ፈጠረህ፡ ቢልህ ፡ሥላሴ፡ ይሏል። ሌላ፡ ፈጣሪ፡ የለም፡ ቢልህ፡ የለም፡ ይሏል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6r5
Ethiopic Manuscripts,ark:/21198/zz001dv2fk,ark:/21198/zz001dv6sp,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dv6sp_1278686_master.tif,Ms. 14_8,8,Page 8,,,pd,,gez,,Amesetu A'emada Mesetir|~|አምስቱ አዕማደ ምሥጢር,The Five Pillars of Mystery,The Five Pillars of Mystery,Ethiopia,Late 19th c.,1850/1899,1 Page,122 mm x 85 mm,Vellum,,The Pillars of Mystery  አምስቱ አዕማደ ምሥጢር ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩አአምላክ፡ ንዌጥን፡ ለክርስያን፡ ልጅ፡ ሁሉ፡ከሁሉ፡ አስቀድሞ፡ ሃይማኖት፡ መማር፡ ይገባዋል፡ ይሏል።ሃይማኖትስ፡ ምንድነው፡ ቢሉ፡ ፭አአዕማደ፡ ምሥጢር ፡ናቸው ፡ይሏል።|~|The Mystery of the Trinity  ምሥጢረ ሥላሴ ;ከእነዚህ፡ አስቀድሞ፡ ምሥጢረ፡ ሥላሴ፡ መማር፡ ይገባል፡ ይሏል።ይህስ፡ እንዴት፡ ነው፡ ቢሉ፡ ማን፡ ፈጠረህ፡ ቢልህ ፡ሥላሴ፡ ይሏል። ሌላ፡ ፈጣሪ፡ የለም፡ ቢልህ፡ የለም፡ ይሏል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6sp
Ethiopic Manuscripts,ark:/21198/zz001dv2fk,ark:/21198/zz001dv6t6,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dv6t6_1278689_master.tif,Ms. 14_9,9,Page 9,,,pd,,gez,,Amesetu A'emada Mesetir|~|አምስቱ አዕማደ ምሥጢር,The Five Pillars of Mystery,The Five Pillars of Mystery,Ethiopia,Late 19th c.,1850/1899,1 Page,122 mm x 85 mm,Vellum,,The Pillars of Mystery  አምስቱ አዕማደ ምሥጢር ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩አአምላክ፡ ንዌጥን፡ ለክርስያን፡ ልጅ፡ ሁሉ፡ከሁሉ፡ አስቀድሞ፡ ሃይማኖት፡ መማር፡ ይገባዋል፡ ይሏል።ሃይማኖትስ፡ ምንድነው፡ ቢሉ፡ ፭አአዕማደ፡ ምሥጢር ፡ናቸው ፡ይሏል።|~|The Mystery of the Trinity  ምሥጢረ ሥላሴ ;ከእነዚህ፡ አስቀድሞ፡ ምሥጢረ፡ ሥላሴ፡ መማር፡ ይገባል፡ ይሏል።ይህስ፡ እንዴት፡ ነው፡ ቢሉ፡ ማን፡ ፈጠረህ፡ ቢልህ ፡ሥላሴ፡ ይሏል። ሌላ፡ ፈጣሪ፡ የለም፡ ቢልህ፡ የለም፡ ይሏል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6t6
Ethiopic Manuscripts,ark:/21198/zz001dv2fk,ark:/21198/zz001dv6vq,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dv6vq_1278692_master.tif,Ms. 14_10,10,Page 10,,,pd,,gez,,Amesetu A'emada Mesetir|~|አምስቱ አዕማደ ምሥጢር,The Five Pillars of Mystery,The Five Pillars of Mystery,Ethiopia,Late 19th c.,1850/1899,1 Page,122 mm x 85 mm,Vellum,,The Pillars of Mystery  አምስቱ አዕማደ ምሥጢር ;በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ ፩አአምላክ፡ ንዌጥን፡ ለክርስያን፡ ልጅ፡ ሁሉ፡ከሁሉ፡ አስቀድሞ፡ ሃይማኖት፡ መማር፡ ይገባዋል፡ ይሏል።ሃይማኖትስ፡ ምንድነው፡ ቢሉ፡ ፭አአዕማደ፡ ምሥጢር ፡ናቸው ፡ይሏል።|~|The Mystery of the Trinity  ምሥጢረ ሥላሴ ;ከእነዚህ፡ አስቀድሞ፡ ምሥጢረ፡ ሥላሴ፡ መማር፡ ይገባል፡ ይሏል።ይህስ፡ እንዴት፡ ነው፡ ቢሉ፡ ማን፡ ፈጠረህ፡ ቢልህ ፡ሥላሴ፡ ይሏል። ሌላ፡ ፈጣሪ፡ የለም፡ ቢልህ፡ የለም፡ ይሏል።,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dv6vq
