Project Name,Parent ARK,Item ARK,Object Type,viewingHint,Text direction,File Name,AltIdentifier.local,Item Sequence,Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Language,Name.repository,AltTitle.other,AltTitle.translated,AltTitle.uniform,Place of origin,Date.creation,Date.normalized,Format.extent,Format.dimensions,Support,Relation.rectoVerso,Description.note,Description.history,Description.condition,Coverage.temporal,Description.collation,Description.binding,Description.tableOfContents,Description.contents,Description.abstract,Bucketeer State,IIIF Access URL
Ethiopic Manuscripts,ark:/21198/zz001d61g3,ark:/21198/zz001dthr2,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dthr2_1276063_master.tif,Ms. 12_1,1,Page 1,,,pd,,gez,,,,,Ethiopia,Late 18th c.,1750/1799,1 Page,165 mm x 130 mm,Vellum,,Blank with some scribbles.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dthr2
Ethiopic Manuscripts,ark:/21198/zz001d61g3,ark:/21198/zz001dthsk,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dthsk_1276066_master.tif,Ms. 12_2,2,Page 2,,,pd,,gez,,,,,Ethiopia,Late 18th c.,1750/1799,1 Page,165 mm x 130 mm,Vellum,,Blank with some scribbles.,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dthsk
Ethiopic Manuscripts,ark:/21198/zz001d61g3,ark:/21198/zz001dtht3,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dtht3_1276069_master.tif,Ms. 12_3,3,Page 3,,,pd,,gez,,ሰይፈ ሥላሴ,The Sword of the Trinity,The Sword of the Trinity,Ethiopia,Late 18th c.,1750/1799,1 Page,165 mm x 130 mm,Vellum,,The Sword of the Trinity ሠይፈ ሥላሴ ;of Monday: በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ ፡ቅዱስ፡ አነቅህ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትነሣዕ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ አአምን በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትመኃፀን,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtht3
Ethiopic Manuscripts,ark:/21198/zz001d61g3,ark:/21198/zz001dthvm,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dthvm_1276072_master.tif,Ms. 12_4,4,Page 4,,,pd,,gez,,ሰይፈ ሥላሴ,The Sword of the Trinity,The Sword of the Trinity,Ethiopia,Late 18th c.,1750/1799,1 Page,165 mm x 130 mm,Vellum,,The Sword of the Trinity ሠይፈ ሥላሴ ;of Monday: በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ ፡ቅዱስ፡ አነቅህ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትነሣዕ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ አአምን በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትመኃፀን,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dthvm
Ethiopic Manuscripts,ark:/21198/zz001d61g3,ark:/21198/zz001dthw4,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dthw4_1276078_master.tif,Ms. 12_5,5,Page 5,,,pd,,gez,,ሰይፈ ሥላሴ,The Sword of the Trinity,The Sword of the Trinity,Ethiopia,Late 18th c.,1750/1799,1 Page,165 mm x 130 mm,Vellum,,The Sword of the Trinity ሠይፈ ሥላሴ ;of Monday: በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ ፡ቅዱስ፡ አነቅህ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትነሣዕ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ አአምን በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትመኃፀን,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dthw4
Ethiopic Manuscripts,ark:/21198/zz001d61g3,ark:/21198/zz001dthxn,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dthxn_1276081_master.tif,Ms. 12_6,6,Page 6,,,pd,,gez,,ሰይፈ ሥላሴ,The Sword of the Trinity,The Sword of the Trinity,Ethiopia,Late 18th c.,1750/1799,1 Page,165 mm x 130 mm,Vellum,,The Sword of the Trinity ሠይፈ ሥላሴ ;of Monday: በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ ፡ቅዱስ፡ አነቅህ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትነሣዕ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ አአምን በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትመኃፀን,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dthxn
Ethiopic Manuscripts,ark:/21198/zz001d61g3,ark:/21198/zz001dthz5,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dthz5_1276084_master.tif,Ms. 12_7,7,Page 7,,,pd,,gez,,ሰይፈ ሥላሴ,The Sword of the Trinity,The Sword of the Trinity,Ethiopia,Late 18th c.,1750/1799,1 Page,165 mm x 130 mm,Vellum,,The Sword of the Trinity ሠይፈ ሥላሴ ;of Monday: በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ ፡ቅዱስ፡ አነቅህ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትነሣዕ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ አአምን በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትመኃፀን,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dthz5
Ethiopic Manuscripts,ark:/21198/zz001d61g3,ark:/21198/zz001dtj05,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dtj05_1276087_master.tif,Ms. 12_8,8,Page 8,,,pd,,gez,,ሰይፈ ሥላሴ,The Sword of the Trinity,The Sword of the Trinity,Ethiopia,Late 18th c.,1750/1799,1 Page,165 mm x 130 mm,Vellum,,The Sword of the Trinity ሠይፈ ሥላሴ ;of Monday: በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ ፡ቅዱስ፡ አነቅህ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትነሣዕ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ አአምን በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትመኃፀን,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtj05
Ethiopic Manuscripts,ark:/21198/zz001d61g3,ark:/21198/zz001dtj1p,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dtj1p_1276090_master.tif,Ms. 12_9,9,Page 9,,,pd,,gez,,ሰይፈ ሥላሴ,The Sword of the Trinity,The Sword of the Trinity,Ethiopia,Late 18th c.,1750/1799,1 Page,165 mm x 130 mm,Vellum,,The Sword of the Trinity ሠይፈ ሥላሴ ;of Monday: በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ ፡ቅዱስ፡ አነቅህ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትነሣዕ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ አአምን በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትመኃፀን,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtj1p
Ethiopic Manuscripts,ark:/21198/zz001d61g3,ark:/21198/zz001dtj26,Page,,,Masters/dlmasters/ethiopian/masters/21198-zz001dtj26_1276095_master.tif,Ms. 12_10,10,Page 10,,,pd,,gez,,ሰይፈ ሥላሴ,The Sword of the Trinity,The Sword of the Trinity,Ethiopia,Late 18th c.,1750/1799,1 Page,165 mm x 130 mm,Vellum,,The Sword of the Trinity ሠይፈ ሥላሴ ;of Monday: በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ ፡ቅዱስ፡ አነቅህ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትነሣዕ፡ በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ አአምን በስመ፡ አብ፡ ወወልድ፡ ወመንፈስ፡ ቅዱስ፡ እትመኃፀን,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dtj26
