Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,iiif_access_url,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Rights.permissionNote,Name.repository,Name.copyrightHolder,Rights.permission,Language,Name.donor,viewingHint,Text direction,Visibility,IIIF Range,Title,Date.normalized,Alt ID.local,Format.extent,Relation.isPartOf,Date.creation,Alt ID.collection
La Gente de Aztlan Collection,ark:/21198/zz002cqs26,ark:/21198/zz0025h6p4,4,Derived,Work,,199,,,,text,newspapers,copyrighted|~|All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,English and Spanish,,,,,,"Vol. 35, No. 2, Winter 2005",12/2004,v2004-2005_n2_Winter_2005-1,16 pages,La Gente de Aztlan Papers,Winter 2005,
La Gente de Aztlan Collection,ark:/21198/zz002cqs3q,ark:/21198/zz0025h6p4,4,Derived,Work,,200,,,,text,newspapers,copyrighted|~|All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,English and Spanish,,,,,,"Vol. 35, No. 3, Spring 2005",03/2005,v2004-2005_n3_Spring_2005-1,32 pages,La Gente de Aztlan Papers,Spring 2005,
La Gente de Aztlan Collection,ark:/21198/zz002cqs47,ark:/21198/zz0025h6p4,4,Derived,Work,,201,,,,text,newspapers,copyrighted|~|All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,English and Spanish,,,,,,"Vol. 36, No. 1, Fall 2005",09/2005,v2005-2006_n1_Fall_2005-1,31 pages,La Gente de Aztlan Papers,Fall 2005,
La Gente de Aztlan Collection,ark:/21198/zz002cqvs1,ark:/21198/zz0025h6p4,4,Derived,Work,,202,,,,text,newspapers,copyrighted|~|All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,English and Spanish,,,,,,"Vol. 36, No. 2, Winter 2006",12/2005,v2005-2006_n2_Winter_2006-1,28 pages,La Gente de Aztlan Papers,Winter 2006,
La Gente de Aztlan Collection,ark:/21198/zz002cqvtj,ark:/21198/zz0025h6p4,4,Derived,Work,,203,,,,text,newspapers,copyrighted|~|All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,English and Spanish,,,,,,"Vol. 36, No. 3, Spring 2006",03/2006,v2005-2006_n3_Spring_2006-1,31 pages,La Gente de Aztlan Papers,Spring 2006,
La Gente de Aztlan Collection,ark:/21198/zz002cqvv2,ark:/21198/zz0025h6p4,4,Derived,Work,,204,,,,text,newspapers,copyrighted|~|All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,English and Spanish,,,,,,"Vol. 37, No. 1, Fall 2006",09/2006,v2006-2007_n1_Fall_2006-1,28 pages,La Gente de Aztlan Papers,Fall 2006,
La Gente de Aztlan Collection,ark:/21198/zz002cqzsg,ark:/21198/zz0025h6p4,4,Derived,Work,,205,,,,text,newspapers,copyrighted|~|All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,English and Spanish,,,,,,"Vol. 37, No. 2, Winter 2007",12/2006,v2006-2007_n2_Winter_2007-1,31 pages,La Gente de Aztlan Papers,Winter 2007,
La Gente de Aztlan Collection,ark:/21198/zz002cqzt0,ark:/21198/zz0025h6p4,4,Derived,Work,,206,,,,text,newspapers,copyrighted|~|All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,English and Spanish,,,,,,"Vol. 37, No. 3, Spring 2007",03/2007,v2006-2007_n3_Spring_2007-1,27 pages,La Gente de Aztlan Papers,Spring 2007,
La Gente de Aztlan Collection,ark:/21198/zz002cqzvh,ark:/21198/zz0025h6p4,4,Derived,Work,,207,,,,text,newspapers,copyrighted|~|All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,English and Spanish,,,,,,"Vol. 38, No. 1, Fall 2007",09/2007,v2007-2008_n1_Fall_2007-1,15 pages,La Gente de Aztlan Papers,Fall 2007,
La Gente de Aztlan Collection,ark:/21198/zz002cr294,ark:/21198/zz0025h6p4,4,Derived,Work,,208,,,,text,newspapers,copyrighted|~|All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,English and Spanish,,,,,,"Vol. 38, No. 2, Winter 2008",12/2007,v2007-2008_n1_Fall_2007-1,35 pages,La Gente de Aztlan Papers,Winter 2008,
