Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Rights.statementLocal,Name.repository,Rights.rightsHolderContact,Rights.permission,Language,Name.donor,viewingHint,Text direction,Visibility,IIIF Range,AltTitle.uniform,Title,Date.normalized,Alt ID.local,Format.extent,Relation.isPartOf,Date.creation,Opac url,IIIF Manifest URL
La Gente de Aztlan Collection,ark:/21198/zz0025h6p4,,1,In progress,Collection,,,,,,newspapers,text,copyrighted,"College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|College student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,"Pena Ramirez, Hector Candelario",,,private,,La Gente de Aztlan: Para el Pueblo de las Americas Newspaper Collection,La Gente de Aztlan Digital Newspaper Collection,1971/2008,Collection 2329,,La Gente de Aztlan Papers,1971-2008,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz0025h6p4
La Gente de Aztlan Collection,ark:/21198/zz0025jrvw,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw3c07,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 1, No. 1, 16 February 1971",16/02/1971,v1970-1971_n1_Feb_1971-1,4 pages,La Gente de Aztlan Papers,16 February 1971,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025jrvw/manifest
La Gente de Aztlan Collection,ark:/21198/zz0025kjh8,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7dxj,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 1, No. 2, 01 March 1971",1/03/1971,v1970-1971_n2_Mar_1971_1,4 pages,La Gente de Aztlan Papers,1 March 1971,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025kjh8/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3ktm,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6p5s,newspapers,text,copyrighted,"College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 1, No. 3, 08 April 1971",08/04/1971,v1970-1971_n3_Apr_08_1971-1,8 pages,La Gente de Aztlan Papers,08 April 1971,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3ktm/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3kv4,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m05xgt,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 1, No. 4, 26 April 1971",26/04/1971,v1970-1971_n4_Apr_26_1971-1,12 pages,La Gente de Aztlan Papers,26 April 1971,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3kv4/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3kwn,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g755sx,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 1, No. 5, 17 May 1971",17/05/1971,v1970_1971_n5_May_17_1971-1,8 pages,La Gente de Aztlan Papers,17 May 1971,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3kwn/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3kx5,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4f32,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 1, No. 6, 31 May 1971",31/05/1971,v1970-1971_n6_May_31_1971,12 pages,La Gente de Aztlan Papers,31 May 1971,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3kx5/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3kzp,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3p9f,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 2, No. 1, 03 November 1971",03/11/1971,v1971-1972_n1_Nov_1971-1,8 pages,La Gente de Aztlan Papers,03 November 1971,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3kzp/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3m0p,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321n0r,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 2, No. 2, 07 December 1971",07/12/1971,v1971-1972_n2_Dec_1971-1,18 pages,La Gente de Aztlan Papers,07 December 1971,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3m0p/manifest
La Gente de Aztlan Collection,ark:/21198/zz002c3m16,ark:/21198/zz0025h6p4,1,In progress,Work,,,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z914g0,newspapers,text,copyrighted,"Students--California--Political activity|~|College students--California--Political activity|~|Student activities--California--Los Angeles County|~|College students $z California $z Los Angeles|~|Mexican American youth|~|Newspapers|~|College students--California, Southern|~|College students--California--Los Angeles County|~|Mexican Americans|~|Mexican American college students--California--Los Angeles County|~|Chicano archives|~|University of California, Los Angeles--Students|~|Newspapers $z California $z Los Angeles|~|Community Activism|~|College student newspapers and periodicals|~|Student organizations $z California $z Los Angeles|~|Student newspapers and periodicals","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained. All materials appearing in La Gente de Aztlan is protected by U.S. Copyright Law. Distribution or reproduction beyond that allowed by fair use requires the written permission of the copyright owners. Responsibility for obtaining permissions and for any use rests exclusively with the user.",UCLA Chicano Studies Research Center Library & Archive,UCLA Student Media,Y,eng|~|spa,,paged,,private,,,"Vol. 2, No. 3, 07 February 1972",07/02/1972,v1971-1972_n3_Feb_7_1972-1,8 pages,La Gente de Aztlan Papers,07 February 1972,https://catalog.library.ucla.edu/vwebv/holdingsInfo?bibId=3984462,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002c3m16/manifest
