"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Visibility","viewingHint","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Rights.permission","Title","AltTitle.translated","Publisher.publisherName","Format.extent","Date.creation","Coverage.geographic","Opac url","Bucketeer State","IIIF Access URL"
"DIYALoG","ark:/21198/z1kd3jp1","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_133.tif","133","","","","","","","","","","","Page 133","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3jp1"
"DIYALoG","ark:/21198/z1fn2t05","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_134.tif","134","","","","","","","","","","","Page 134","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn2t05"
"DIYALoG","ark:/21198/z19w22bq","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_135.tif","135","","","","","","","","","","","Page 135","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w22bq"
"DIYALoG","ark:/21198/z16419kv","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_136.tif","136","","","","","","","","","","","Page 136","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16419kv"
"DIYALoG","ark:/21198/z12f989r","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_137.tif","137","","","","","","","","","","","Page 137","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f989r"
"DIYALoG","ark:/21198/z1xp8rsm","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_138.tif","138","","","","","","","","","","","Page 138","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp8rsm"
"DIYALoG","ark:/21198/z1sx810s","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_139.tif","139","","","","","","","","","","","Page 139","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx810s"
"DIYALoG","ark:/21198/z1p5788c","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_140.tif","140","","","","","","","","","","","Page 140","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p5788c"
"DIYALoG","ark:/21198/z1jd6hk3","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_141.tif","141","","","","","","","","","","","Page 141","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6hk3"
"DIYALoG","ark:/21198/z1dn5rvc","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_142.tif","142","","","","","","","","","","","Page 142","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5rvc"
"DIYALoG","ark:/21198/z18w514f","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_143.tif","143","","","","","","","","","","","Page 143","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w514f"
"DIYALoG","ark:/21198/z1572zwv","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_144.tif","144","","","","","","","","","","","Page 144","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1572zwv"
"DIYALoG","ark:/21198/z11g2731","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_145.tif","145","","","","","","","","","","","Page 145","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g2731"
"DIYALoG","ark:/21198/z1wq1qkw","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_146.tif","146","","","","","","","","","","","Page 146","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq1qkw"
"DIYALoG","ark:/21198/z1rz0zv5","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_147.tif","147","","","","","","","","","","","Page 147","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz0zv5"
"DIYALoG","ark:/21198/z1n6076f","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_148.tif","148","","","","","","","","","","","Page 148","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n6076f"
"DIYALoG","ark:/21198/z1hd9ghm","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_149.tif","149","","","","","","","","","","","Page 149","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9ghm"
"DIYALoG","ark:/21198/z1cn8qrf","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_150.tif","150","","","","","","","","","","","Page 150","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn8qrf"
"DIYALoG","ark:/21198/z1806pg6","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_151.tif","151","","","","","","","","","","","Page 151","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806pg6"
"DIYALoG","ark:/21198/z1475xq1","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_152.tif","152","","","","","","","","","","","Page 152","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1475xq1"
"DIYALoG","ark:/21198/z10g55xs","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_153.tif","153","","","","","","","","","","","Page 153","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g55xs"
"DIYALoG","ark:/21198/z1vq4pfh","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_154.tif","154","","","","","","","","","","","Page 154","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq4pfh"
"DIYALoG","ark:/21198/z1qz3xr7","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_155.tif","155","","","","","","","","","","","Page 155","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz3xr7"
"DIYALoG","ark:/21198/z1m6364z","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_156.tif","156","","","","","","","","","","","Page 156","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m6364z"
"DIYALoG","ark:/21198/z1gf2fbb","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_157.tif","157","","","","","","","","","","","Page 157","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2fbb"
"DIYALoG","ark:/21198/z1bs0d0w","ark:/21198/zz002hc7dt","","","Page","diyalog/image/21198-zz002hc7dt-1-master_158.tif","158","","","","","","","","","","","Page 158","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0d0w"
"DIYALoG","ark:/21198/z1709n7g","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_001.tif","1","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709n7g"
"DIYALoG","ark:/21198/z1378wg9","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_002.tif","2","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1378wg9"
"DIYALoG","ark:/21198/z1zg8d0d","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_003.tif","3","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8d0d"
"DIYALoG","ark:/21198/z1tq7nbk","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_004.tif","4","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7nbk"
"DIYALoG","ark:/21198/z1pz6wn9","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_005.tif","5","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz6wn9"
"DIYALoG","ark:/21198/z1k664x8","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_006.tif","6","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k664x8"
"DIYALoG","ark:/21198/z1fj43nq","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_007.tif","7","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj43nq"
"DIYALoG","ark:/21198/z19s3bv3","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_008.tif","8","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3bv3"
"DIYALoG","ark:/21198/z1612m3n","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_009.tif","9","","","","","","","","","","","Page 9","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612m3n"
"DIYALoG","ark:/21198/z1281vcx","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_010.tif","10","","","","","","","","","","","Page 10","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1281vcx"
"DIYALoG","ark:/21198/z1xh1bzh","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_011.tif","11","","","","","","","","","","","Page 11","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1bzh"
"DIYALoG","ark:/21198/z1sr0m8n","ark:/21198/zz002hc7gv","","","Page","diyalog/image/21198-zz002hc7gv-1-master_012.tif","12","","","","","","","","","","","Page 12","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0m8n"
