Object Type,Title,Item ARK,Parent ARK,File Name,Item Sequence,Thumbnail,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Name.director,Subject,volume | issue,IIIF Manifest URL
Work,Dialéctica 1942-05-01/1942-06-30,ark:/21198/z14q9xj4,ark:/21198/z1d81f1k|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1t0f,"Dialéctica. Revista Continental de Teoría y Estudios Marxistas no. 1, año 1-vol. 1, mayo-junio 1942",,,mayo-junio 1942,1942-05-01/1942-06-30,,,,,104 pages,,journal,spa,ihc_dialectica_194205-194206,,,,Havana (Cuba),"Editorial Páginas, S.A.",,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,individuals,"Rodriguez, Carlos Rafael",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba -- newspapers,vol. 1 | no. 1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14q9xj4/manifest
Work,Dialéctica 1942-07-01/1942-08-31,ark:/21198/z10z95wp,ark:/21198/z1d81f1k|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx5j1m,"Dialéctica. Revista Continental de Teoría y Estudios Marxistas no. 2, año 1-vol. 1, julio-agosto 1942",,,julio-agosto 1942,1942-07-01/1942-08-31,,,,,108 pages,,journal,spa,ihc_dialectica_194207-194208,,,,Havana (Cuba),"Editorial Páginas, S.A.",,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,individuals,"Rodriguez, Carlos Rafael",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba -- newspapers,vol. 1 | no. 2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10z95wp/manifest
Work,Dialéctica 1942-09-01/1942-10-31,ark:/21198/z1w68pc8,ark:/21198/z1d81f1k|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm6fvq,"Dialéctica. Revista Continental de Teoría y Estudios Marxistas no. 3, año 1-vol. 1, septiembre-octubre 1942",,,septiembre-octubre 1942,1942-09-01/1942-10-31,,,,,108 pages,,journal,spa,ihc_dialectica_194209-194210,,,,Havana (Cuba),"Editorial Páginas, S.A.",,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,individuals,"Rodriguez, Carlos Rafael",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba -- newspapers,vol. 1 | no. 3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w68pc8/manifest
Work,Dialéctica 1942-11-01/1942-12-31,ark:/21198/z1rf7xnj,ark:/21198/z1d81f1k|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w97csk,"Dialéctica. Revista Continental de Teoría y Estudios Marxistas no. 4, año 1-vol. 1, noviembre-diciembre 1942",,,noviembre-diciembre 1942,1942-11-01/1942-12-31,,,,,108 pages,,journal,spa,ihc_dialectica_194211-194212,,,,Havana (Cuba),"Editorial Páginas, S.A.",,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,individuals,"Rodriguez, Carlos Rafael",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba -- newspapers,vol. 1 | no. 4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rf7xnj/manifest
Work,Dialéctica 1943-01-01/1943-02-28,ark:/21198/z1mp75v9,ark:/21198/z1d81f1k|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x089m3,"Dialéctica. Revista Continental de Teoría y Estudios Marxistas no. 5, año 2-vol. 2, enero-febrero 1943",,,enero-febrero 1943,1943-01-01/1943-02-28,,,,,108 pages,,journal,spa,ihc_dialectica_194301-194302,,,,Havana (Cuba),"Editorial Páginas, S.A.",,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,individuals,"Rodriguez, Carlos Rafael",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba -- newspapers,vol. 2 | no. 5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mp75v9/manifest
Work,Dialéctica 1943-03-01/1943-04-01,ark:/21198/z1h154mh,ark:/21198/z1d81f1k|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp97mj,"Dialéctica. Revista Continental de Teoría y Estudios Marxistas no. 6, año 2-vol. 2, marzo-abril 1943",,,marzo-abril 1943,1943-03-01/1943-04-01,,,,,108 pages,,journal,spa,ihc_dialectica_194303-194304,,,,Havana (Cuba),"Editorial Páginas, S.A.",,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,individuals,"Rodriguez, Carlos Rafael",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba -- newspapers,vol. 2 | no. 6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h154mh/manifest
Work,Dialéctica 1943-05-01/1943-06-30,ark:/21198/z1c84cws,ark:/21198/z1d81f1k|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z91g2r,"Dialéctica. Revista Continental de Teoría y Estudios Marxistas no. 7, año 2-vol. 2, mayo-junio 1943",,,mayo-junio 1943,1943-05-01/1943-06-30,,,,,118 pages,,journal,spa,ihc_dialectica_194305-194306,,,,Havana (Cuba),"Editorial Páginas, S.A.",,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,individuals,"Rodriguez, Carlos Rafael",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba -- newspapers,vol. 2 | no. 7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c84cws/manifest
Work,Dialéctica 1943-07-01/1943-08-31,ark:/21198/z17h3n41,ark:/21198/z1d81f1k|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b87bqz,"Dialéctica. Revista Continental de Teoría y Estudios Marxistas no. 8, año 2-vol. 3, julio-agosto 1943",,,julio-agosto 1943,1943-07-01/1943-08-31,,,,,104 pages,,journal,spa,ihc_dialectica_194307-194308,,,,Havana (Cuba),"Editorial Páginas, S.A.",,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,individuals,"Rodriguez, Carlos Rafael",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba -- newspapers,vol. 3 | no. 8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17h3n41/manifest
Work,Dialéctica 1943-09-01/1943-12-31,ark:/21198/z13r2wfr,ark:/21198/z1d81f1k|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9s5g,"Dialéctica. Revista Continental de Teoría y Estudios Marxistas no. 9, año 2-vol. 3, septiembre-diciembre 1943",,,septiembre-diciembre 1943,1943-09-01/1943-12-31,,,,,102 pages,,journal,spa,ihc_dialectica_194309-194312,,,,Havana (Cuba),"Editorial Páginas, S.A.",,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,individuals,"Rodriguez, Carlos Rafael",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba -- newspapers,vol. 3 | no. 9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13r2wfr/manifest
Work,Dialéctica 1944-01-01/1944-02-29,ark:/21198/z10024qq,ark:/21198/z1d81f1k|~|ark:/21198/z1zk7d59|~|ark:/21198/z1fb75c1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c40gs,"Dialéctica. Revista Continental de Teoría y Estudios Marxistas no. 10, año 3-vol. 4, enero-febrero 1944",,,enero-febrero 1944,1944-01-01/1944-02-29,,,,,102 pages,,journal,spa,ihc_dialectica_194401-194402,,,,Havana (Cuba),"Editorial Páginas, S.A.",,text,unknown,"http://www.ihc.cu/, webmaster@ihc.cu",,,,individuals,"Rodriguez, Carlos Rafael",Havana (Cuba)--newspapers|~|Cuba--Politics and government--newspapers|~|Cuba -- newspapers,vol. 4 | no. 10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10024qq/manifest
