"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.permission","Rights.publicationStatus","Coverage.geographic","Name.creator","Author","Rights.servicesContact","Language","Type.genre","Subject","Name.subject","Name.repository","Name.contributor","viewingHint","Text direction","Visibility","IIIF Range","Title","Date.normalized","Date.creation","Description.note","Description.inscription","Description.abstract","IIIF Manifest URL"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bbqgq","ark:/21198/zz000s2z8d","2","Completed","Work","","","","","","text","copyrighted","N","unpublished","United States","","Alyson, Sasha","","eng","letters (correspondence)","The Lesbian Path - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Carrier Pigeon|~|Naiad Press","","","individuals","","private","","Letter Expressing Interest in Distributing The Lesbian Path","1981-01-28","January 28, 1981","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bbqgq/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bgq8d","ark:/21198/zz000s2z8d","2","Completed","Work","","","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","The Lesbian Path - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Grier, Barbara|~|Carrier Pigeon|~|Naiad Press|~|Angel Press|~|Alyson, Sasha","","","individuals","","","","Response to Letter Expressing Interest in Distributing The Lesbian Path","1981-02-02","February 2, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bgq8d/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bgqcz","ark:/21198/zz000s2z8d","2","Completed","Work","","","","","","text","copyrighted","N","unpublished","United States","","Alyson, Sasha","","eng","letters (correspondence)","The Lesbian Path - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Cruikshank, Margaret|~|Carrier Pigeon|~|Naiad Press|~|Alyson Publications","","","individuals","","private","","Letter Regarding Details of Reprinting and Distribution of The Lesbian Path","1981-02-10","February 10, 1981","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bgqcz/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bgqf0","ark:/21198/zz000s2z8d","2","Completed","Work","","","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","The Lesbian Path - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Grier, Barbara|~|Carrier Pigeon|~|Naiad Press|~|Tilchen, Maida|~|Alyson, Sasha","","","individuals","","","","Response to Letter Regarding Details of Reprinting and Distribution of The Lesbian Path","1981-02-13","February 13, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bgqf0/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bgqmk","ark:/21198/zz000s2z8d","2","Completed","Work","","","","","","text","copyrighted","Y","unpublished","United States","","Cruikshank, Margaret","","eng","letters (correspondence)","The Lesbian Path - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies","Grier, Barbara|~|Carrier Pigeon|~|Naiad Press|~|Alyson, Sasha","","","individuals","","","","Response to Letter Regarding Details of Reprinting and Distribution of The Lesbian Path","1981-02-20","February 20, 1981","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bgqmk/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bhnsn","ark:/21198/zz000s2z8d","2","Completed","Work","","","","","","text","copyrighted","Y","unpublished","San Francisco (Calif.)|~|United States","","Cruikshank, Margaret","","eng","letters (correspondence)","The Lesbian Path - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Feminism and antisemitism","Rich, Adrienne|~|Miriam, Selma|~|Sinister Wisdom|~|Cliff, Michelle","","","individuals","","","","Letter Asking for Support Regarding Review in Sinister Wisdom","1982-04-05","April 5, 1982","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bhnsn/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm2m6","ark:/21198/zz000s2z8d","2","Completed","Work","","","","","","text","copyrighted","Y","unpublished","San Francisco (Calif.)|~|United States","","Cruikshank, Margaret","","eng","letters (correspondence)","The Lesbian Path - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Feminism and antisemitism","Rich, Adrienne|~|Miriam, Selma|~|Sinister Wisdom|~|Cliff, Michelle","","","individuals","","","","Letter To Sinister Wisdom Suggesting Change in Editorial Policy","1982-04-05","April 5, 1982","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bm2m6/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm2vt","ark:/21198/zz000s2z8d","2","Completed","Work","","","","","","text","copyrighted","Y","unpublished","San Francisco (Calif.)|~|United States","","Cruikshank, Margaret","","eng","letters (correspondence)","The Lesbian Path - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Feminism and antisemitism","Rich, Adrienne|~|Gearhart, Sally M.|~|Miriam, Selma|~|Sinister Wisdom|~|Gurko, Jane|~|Hickok, Kathy|~|Poor, Mathile|~|Potter, Clare|~|Cliff, Michelle|~|Boucher, Sandy|~|Koolish, Lynda","","","individuals","","","","Letter To Sinister Wisdom With List of Supporters","1982-04-20","April 20, 1982","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bm2vt/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm32d","ark:/21198/zz000s2z8d","2","Completed","Work","","","","","","text","copyrighted","N","unpublished","San Francisco (Calif.)|~|United States|~|Amherst (Mass.)","","Rich, Adrienne","","eng","letters (correspondence)","The Lesbian Path - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Feminism and antisemitism","Cruikshank, Margaret|~|Gearhart, Sally M.|~|Miriam, Selma|~|Sinister Wisdom|~|Gurko, Jane|~|Hickok, Kathy|~|Poor, Mathile|~|Potter, Clare|~|Cliff, Michelle|~|Boucher, Sandy|~|Koolish, Lynda","","","individuals","","private","","Response to Letter to Sinister Wisdom Suggesting Change in Editorial Policy","1982-04-27","April 27, 1982","Rights.generalNote: Need to obtain permission to publish from original author.","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bm32d/manifest"
"Cruikshank (Margaret) Collection","ark:/21198/zz001bm3c2","ark:/21198/zz000s2z8d","2","Completed","Work","","","","","","text","copyrighted","Y","unpublished","San Francisco (Calif.)|~|United States|~|Amherst (Mass.)","","Cruikshank, Margaret","","eng","letters (correspondence)","The Lesbian Path - Correspondence|~|Lesbians--History|~|Lesbians in literature--History|~|Lesbians--United States--Social conditions|~|Lesbians' writings, American--History and criticism|~|Lesbian studies|~|Feminism and antisemitism","Rich, Adrienne|~|Gearhart, Sally M.|~|Miriam, Selma|~|Sinister Wisdom|~|Gurko, Jane|~|Hickok, Kathy|~|Poor, Mathile|~|Potter, Clare|~|Cliff, Michelle|~|Boucher, Sandy|~|Koolish, Lynda","","","individuals","","","","Letter to Sinister Wisdom Following Up Regarding Change in Editorial Policy","1982-05-03","May 3, 1982","","","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001bm3c2/manifest"
