Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles Times Photographic Archive,ark:/21198/zz00256cs2,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/21198-zz00256cs2_1660181_master.tif,,TRUE,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2704",zxx|~|zxx,,,,,,C1429_b173_80492-17_single_frame|~|C1429_b173_80492-17_single_frame,zzz - duplicate of 21198/zz0025h9n2           C1429_b173_80492-17_single_frame|~|zzz - duplicate of 21198/zz0025h9n2           C1429_b173_80492-17_single_frame,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00256cs2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00256cs2/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz0025h9tn,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz0025h9tn_1694241_master.tif,,TRUE,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2698",zxx,,,,,,1429_b240_neg92994b.tif,zzz - duplicate of 21198/zz002hj5kp,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h9tn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h9tn/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz0025h9v5,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz0025h9v5_1694250_master.tif,,TRUE,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2697",zxx,,,,,,1429_b240_neg92994c.tif,zzz - duplicate of 21198/zz002hj5nq,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h9v5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h9v5/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz0025h9wp,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz0025h9wp_1694259_master.tif,,TRUE,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2696",zxx,,,,,,1429_b240_92994d.tif,zzz - duplicate of 21198/zz002hj5m6,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h9wp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025h9wp/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz0025hnnw,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/21198-zz0025hnnw_1695382_master.tif,,TRUE,,,still image,,"Leach, Rosa Bay,  1892-1983",copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2669",zxx,,,,,,C1429_b288_101417_grandma.tif,zzz - duplicate - C1429_b288_101417_grandma.tif  Rosa Bay Leach,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hnnw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hnnw/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz0025ht8m,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz0025ht8m_1695804_master.tif,,TRUE,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2649",zxx,,,,,,C1429_b513_221404_frame 3.tif,zzz - duplicate of 21198/zz001753rp,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ht8m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ht8m/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz0025ht94,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/21198-zz0025ht94_1695808_master.tif,,TRUE,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2648",zxx,,,,,,C1429_b513_221404_frame 5.tif,zzz - duplicate of 21198/zz001753rp,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025ht94,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025ht94/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz0025htbn,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/21198-zz0025htbn_1695813_master.tif,,TRUE,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2647",zxx,,,,,,C1429_b525_221914_frame-3.tif,zzz - duplicate of 21198/zz0025htgq,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025htbn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025htbn/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz0025htdp,ark:/21198/zz0002np7z,7,Needs Review,Work,latimes/masters/21198-zz0025htdp_1695820_master.tif,,TRUE,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2645",zxx,,,,,,C1429_b525_221914_frame5.tif,zzz - duplicate of 21198/zz0025htf6,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025htdp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025htdp/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz0025hth7,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/21198-zz0025hth7_1695832_master.tif,,TRUE,,,still image,,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2642",zxx,,,,,,C1429_b525_221914_frame8.tif,zzz - duplicate of 21198/zz0025htgq,,,,,,,,,,,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025hth7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0025hth7/manifest
