Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles Times Photographic Archive,ark:/21198/zz002j8t0w,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_15093.tif,,,,Divorce $z California $z Los Angeles|~|Children $z California $z Los Angeles|~|Snapshots,still image,news photographs|~|cellulose nitrate film,"Emerson, Walter, $d 1923-2011|~|Emerson, Frank Barton, $d 1934-1979",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15093,"Frank Emerson is held by his older brother Walter Emerson, Los Angeles, 1935","Handwritten on negative: 40209 Walter Emerson's children|~|Text from newspaper caption: Two pawns in the Emerson-Sewell love quadrangle, Walter Emerson, 11 years of age, shown in this exclusive picture holding his baby brother, Frank Barton Emerson, 1.",February 1935,1 photograph,b&w nitrate negative,,1935-02,,,"Photograph appears with the article, ""Judge Acts For Boy Trio,"" Los Angeles Times, 26 Feb 1935: A3.|~|The snapshot of a smiling Walter holding baby Frank is piled on top of several other pictures, the edges of which can be seen in the photograph.|~|Although the photograph appears with the newspaper issued on February 26, 1935 it is not specified if the picture was taken at an earlier date.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8t0w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8t0w/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8t1d,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_15094.tif,,,,Actors $x American $z California $z Los Angeles|~|Fathers $z California $z Los Angeles|~|Infants $z California $z Los Angeles|~|Custody of children $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Emerson, Frank Barton, $d 1934-1979|~|Emerson, Ralph, 1899-1984",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15094,"Ralph Emerson, actor, holds his son Frank Barton Emerson, Los Angeles, 1935","Text from newspaper caption: With his youngest son, Frank Barton, Walter Emerson is shown in picture. The baby was named after Barton Sewell, whom Emerson accuses of an ""affair"" with Mrs. Emerson.|~|Handwritten on negative: 40209 Walter Emerson + child",February 1935,1 photograph,b&w nitrate negative,,1935-02,,,"Although the photograph appears with the newspaper issued on February 23, 1935 it is not specified if the picture was taken at an earlier date.|~|Photograph appears with the article, ""'Last Ditch' Fight Planned By Emerson To Keep Sons,"" Los Angeles Times, 23 Feb 1935: 3.|~|A smiling Walter Emerson holds Frank up to the camera.|~|Walter W. Emerson is listed as Ralph Emerson in the LCNAF.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8t1d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8t1d/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8t4z,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_15097.tif,,,,Child actors $z California $z Los Angeles|~|Judges $z California $z Los Angeles|~|Children $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Lindsey, Ben B., $d 1869-1943|~|Baby Le Roy|~|Emerson, Walter, $d 1923-2011",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15097,"Judge Ben Lindsey at lunch with Baby Le Roy and Walter Emerson, Los Angeles, 1935","Handwritten on negative: Walter Emerson Jr Judge Ben Lindsey Baby Le Roy|~|Text from newspaper caption: Baby LeRoy had two guests at a studio luncheon yesterday. Left to right in the picture are Walter Emerson, Jr., whose custody is being contested, Judge Lindsey and Baby LeRoy.","March 2, 1935",1 photograph,b&w nitrate negative,,1935-03-02,,,"Walter Emerson Jr. accompanies Judge Ben Lindsey to meet child actor Baby Le Roy, taking a break from the courtroom drama from his parents' divorce. Baby Le Roy is a former client of Judge Lindsey.|~|Photograph appears with the article, ""Boy Recalls Pie-Hurling,"" Los Angeles Times, 03 Mar 1935: C10.|~|Walter Jr. sits next to Baby Leroy propped up in his highchair. Jude Lindsey kneels between the two boys.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8t4z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8t4z/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8t5g,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_15098.tif,,,,Law & legal affairs $z California $z Los Angeles|~|Lawyers $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Giesler, Jerry, $d 1886-1962|~|Allen, Dave",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15098,"Dave Allen testifies on behalf of Jerry Giesler, Los Angeles, 1934",Handwritten on negative: Dave Allen Jerry Giesler 40794,"July 20, 1934",1 photograph,b&w nitrate negative,,1934-07-20,,,"Similar photograph appears with the article, ""Allen Talks as Witness,"" Los Angeles Times, 21 July 1934: A1.|~|In Superior Judge Schauer's court there have been accusations that the married casting director Dave Allen engaged in possible infidelity with June De Long and Gloria Marsh. Allen has claimed that this is a plot against him devised by Pat Harmon, who threatened him.|~|Allen and Giesler stand together while Allen smokes a cigar.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8t5g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8t5g/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8t60,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_15099.tif,,,,Law enforcement $z California $z Los Angeles|~|Courtrooms $z California $z Los Angeles|~|Lawyers $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Veitch, Arthur, $d 1884-1968|~|Giesler, Jerry, $d 1886-1962|~|Allen, Dave",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15099,"Jerry Geisler watches as Arthur Veitch cross examines his client, Dave Allen, Los Angeles, 1934","Handwritten on negative: 40794 Dave Allen Jerry Gisler Arthur Vietch|~|Text from newspaper caption: Ex-Casting Director on Witness Stand Arthur Veitch, deputy District Attorney, is shown by the candid camera, cross-examining Dave Allen (at the extreme right) while Defense Counsel Jerry Geisler (center) attends to the rights of his clients.","July 20, 1934",1 photograph,b&w nitrate negative,,1934-07-20,,,"In Superior Judge Schauer's court there have been accusations that the married casting director Dave Allen engaged in possible infidelity with June De Long and Gloria Marsh. Allen has claimed that this is a plot against him devised by Pat Harmon, who threatened him.|~|Dave Allen sits on the witness stand as Arthur Vietch reviews documents with him. Jerry Giesler watches.|~|Photograph appears with the article, ""Allen Talks as Witness,"" Los Angeles Times, 21 July 1934: A1.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8t60,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8t60/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002j8v6g,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_15128.tif,,,,Daughters $x American $z California $z Glendale|~|Fathers $z California $z Glendale,still image,news photographs|~|cellulose nitrate film,"Robles, June Cecilia, $d 1927-2014|~|Robles, Fernando A., $d 1904-1993",copyrighted,The Regents of the University of California,Glendale (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_15128,"June Robles puts her arms around her father Fernando, Glendale, 1934","Text from newspaper caption: June Robles Frolicking With Father June Robles, Arizona kidnap victim, proved, when she arrived in Glendale yesterday to visit her grandmother and other relatives, that despite her harrowing desert experience she still enjoys riding piggy-back on the shoulders of her father, Ferdinand Robles.|~|Text from negative sleeve: Robles, June kidnap case 1934 (belong to env. in Box 28-BATCH #7)","May 25, 1934",1 photograph,b&w nitrate negative,,1934-05-25,,,"June Robles (2nd from right) sits with three other girls on a step in front of a door. An unidentified blonde woman kneels behind them, and another young child is visible inside the building.|~|Photograph appears with the article, ""Robles Girl Visits Here,"" Los Angeles Times, 26 May 1934: A1.|~|June rides her father's back as he sits on the stoop, both smiling.|~|Brian Foy claims a contract for three months' was signed for the child. The family traveled by train to Glendale to visit Mrs. Robles' relatives. Robles denies that he agreed to sign June. Fernando also claims that June is doing very well since her rescue from the shallow pit she had been imprisoned in in the desert, having gained eight pounds. All questions June was asked concerning the kidnapping she replied with ""I don't know.""",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j8v6g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002j8v6g/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002kcx87,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/21198-zz002kcx87_2399049_master.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalsc1429_b25_13,"""Spirit of Hollywood"" float at the Electrical Parade in the Memorial Coliseum, Los Angeles, 193",,"September 24, 1932",1 photograph,b&w nitrate negative,,,,,"""Spirit of Hollywood"" float at the Electrical Parade and sports pageant in the Memorial Coliseum, a charity event produced by local film studios. One man and five young women stand on the float with two women seated above a sign reading ""Welcome to our honored guest Gov. Franklin D. Roosevelt of N.Y.""|~|Event reported in: ""Brilliant Screen Floats Parade and Sports Pageant Thrill Thousands at Stadium: Filmdom Presents Lavish Spectacle at Stadium Electrical Pageant,"" Los Angeles Times, 25 Sep.: 1932: 7|~|Restored negative",,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kcx87,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kcx87/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002kcx9r,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/21198-zz002kcx9r_2399031_master.tif,,,,Floats (Parades) $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Educational Pictures (Firm)",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalsc1429_b25_07,"""Submarine Garden"" float at the Electrical Parade in the Memorial Coliseum, Los Angeles, 1932",,"September 24, 1932",1 photograph,b&w nitrate negative,,,,,"Restored negative|~|""Submarine Garden"" float from Educational Pictures at the Electrical Parade and sports pageant in the Memorial Coliseum, a charity event produced by local film studios. A sign on the float reads ""Educational Pictures.""|~|Event reported in: ""Brilliant Screen Floats Parade and Sports Pageant Thrill Thousands at Stadium: Filmdom Presents Lavish Spectacle at Stadium Electrical Pageant,"" Los Angeles Times, 25 Sep.: 1932: 7",,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kcx9r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kcx9r/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002kcxft,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/21198-zz002kcxft_2399052_master.tif,,,,Floats (Parades) $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,Warner Bros.,copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",Y,Los Angeles Times,,,uclalsc1429_b25_14,"Warner Brothers float at the electrical Parade in the Memorial Coliseum, Los Angeles, 1932",,"September 24, 1932",,b&w nitrate negative,1 photograph,1932-09-24,,,"The Warner Brothers float at the Electrical Parade and sports pageant in the Memorial Coliseum, a charity event produced by local film studios.|~|Restored negative|~|Event reported in: ""Brilliant Screen Floats Parade and Sports Pageant Thrill Thousands at Stadium: Filmdom Presents Lavish Spectacle at Stadium Electrical Pageant,"" Los Angeles Times, 25 Sep.: 1932: 7",,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kcxft,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kcxft/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002kcxgb,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/21198-zz002kcxgb_2399028_master.tif,,,,Floats (Parades) $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Los Angeles Memorial Coliseum (Los Angeles, Calif.)|~|Columbia Pictures",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclalsc1429_b25_06,"""Rock of Gibralter"" float at the Electrical Parade in the Memorial Coliseum, Los Angeles, 1932",,"September 24, 1932",1 photograph,b&w nitrate negative,,1932-09-24,,,"Restored negative|~|Event reported in: ""Brilliant Screen Floats Parade and Sports Pageant Thrill Thousands at Stadium: Filmdom Presents Lavish Spectacle at Stadium Electrical Pageant,"" Los Angeles Times, 25 Sep.: 1932: 7|~|""Rock of Gibralter"" float at the Electrical Parade and sports pageant in the Memorial Coliseum, a charity event produced by local film studios. A sign on the float reads ""Columbia Pictures.""",,,,,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kcxgb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002kcxgb/manifest
