"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Subject","Type.typeOfResource","Type.genre","Name.subject","Rights.copyrightStatus","Rights.rightsHolderContact","Coverage.geographic","Name.fashionDesigner","Name.photographer","Name.repository","Name.artist","Name.architect","Name.compiler","Rights.countryCreation","Rights.servicesContact","Language","Relation.hasVersion","Rights.permission","Publisher.publisherName","Relation.isPartOf","Illustrator","Alternate Identifier.local","Title","Description.caption","Date.creation","Format.extent","Format.medium","Format.dimensions","Date.normalized","Description.longitude","Description.latitude","Description.note","Description.adminnote","Description.contents","Description.abstract","Description.fundingNote","Opac url","Finding Aid URL","Alternate Identifier.oclc","License","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Los Angeles Times Photographic Archive","ark:/21198/zz00152scg","ark:/21198/zz0002np7z","2","Completed","Work","latimes/masters/21198-zz00152scg-1-master.tif","","","","Hills--California--Los Angeles County|~|Aircraft accidents--California--Los Angeles|~|Airplanes--United States--1940-1950|~|Disaster","still image","news photographs","","copyrighted","The Regents of the University of California","Chatsworth Reservoir (Calif.)","","","University of California, Los Angeles. Library. Department of Special Collections","","","","US","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2889","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","","b70_58744j-1","Wreckage of Standard Airlines C-46 crash sits on hillside, 1949.","SCENE OF TRAGEDY – Broken like indicates course of transport as it struck ground at the extreme right, whirled across slope in the Santa Susana Mountains, smashed into huge boulders and then burst into flame.","July 13, 1949","1 photograph","b&w negative","9.5 x 12 cm","1949-07-13","","","Image that accompanies caption in print is b70_58744j-2, which is a manipulated version of the present negative.|~|Plane crashed in Santa Susana Mountains near Simi Valley and Chatsworth.","","","","","","","","https://creativecommons.org/licenses/by/4.0/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152scg","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00152scg/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz00152sd0","ark:/21198/zz0002np7z","2","Completed","Work","latimes/masters/21198-zz00152sd0-1-master.tif","","","","Aircraft accidents--California--Los Angeles|~|Periodical illustrations|~|Airplanes--United States--1940-1950|~|Disaster","still image","news photographs","","copyrighted","The Regents of the University of California","Chatsworth Reservoir (Calif.)","","","University of California, Los Angeles. Library. Department of Special Collections","","","","US","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2888","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","","b70_58744j-2","Illustration indicating the crash path of Standard Airlines C-46, 1949.","SCENE OF TRAGEDY – Broken line indicates course of transport as it struck ground at the extreme right, whirled across slope in the Santa Susana Mountains, smashed into huge boulders and then burst into flame.","July 13, 1949","1 photograph","b&w negative","9.5 x 12 cm","1949-07-13","","","The original negative on which this image is based is b70_58744j-1.|~|Plane crashed in Santa Susana Mountains, near Chatsworth and Simi Valley.","","","","","","","","https://creativecommons.org/licenses/by/4.0/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00152sd0","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00152sd0/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz00153rw6","ark:/21198/zz0002np7z","2","Completed","Work","latimes/masters/21198-zz00153rw6-1-master.tif","","","","Lawyers--California--Los Angeles|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|People|~|Legal","still image","news photographs","Payton, Barbara","copyrighted","The Regents of the University of California","Los Angeles (Calif.)","","","University of California, Los Angeles. Library. Department of Special Collections","","","","US","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2887","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","","b259_96192-a","Barbara Payton holds her nose as she inspects summons with attorney Milton Golden, Los Angeles, 1955","IRKED – Barbara Payton, 28, former actress, holds her nose as she inspects summons with her attorney, Milton Golden.  Paper involves suit in which her former mate seeks to bar her from taking son out of U.S.","December 1, 1955","1 photograph","b&w negative","9.5 x 12 cm","1955-12-01","","","Payton had just been arraigned for three counts of check fraud.","","","","","","","","https://creativecommons.org/licenses/by/4.0/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153rw6","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00153rw6/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz00153rxq","ark:/21198/zz0002np7z","2","Completed","Work","latimes/masters/21198-zz00153rxq-1-master.tif","","","","Lawyers--California--Los Angeles|~|Police--California--Los Angeles|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|Courtrooms--California--Los Angeles|~|Arraignment--California--Los Angeles|~|People|~|Legal","still image","news photographs","","copyrighted","The Regents of the University of California","Los Angeles (Calif.)","","","University of California, Los Angeles. Library. Department of Special Collections","","","","US","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2886","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","","b259_96192-b","Barbara Payton and attorney Milton Golden (center-left) at the actress' arraignment for check fraud, Los Angeles, 1955","","December 1, 1955","1 photograph","b&w negative","9.5 x 12 cm","1955-12-01","","","Image that accompanies caption in print is b259_96192-a.|~|(CAPTION) IRKED – Barbara Payton, 28, former actress, holds her nose as she inspects summons with her attorney, Milton Golden.  Paper involves suit in which her former mate seeks to bar her from taking son out of U.S.","","","","","","","","https://creativecommons.org/licenses/by/4.0/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153rxq","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00153rxq/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz00153rz7","ark:/21198/zz0002np7z","2","Completed","Work","latimes/masters/21198-zz00153rz7-1-master.tif","","","","Motion picture actors and actresses--Press coverage--California--Los Angeles|~|Custody of children--California--Los Angeles County|~|People","still image","news photographs","Payton, Barbara","copyrighted","The Regents of the University of California","Los Angeles (Calif.)","","","University of California, Los Angeles. Library. Department of Special Collections","","","","US","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2885","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","","b259_96273","Barbara Payton and former husband Capt. John Payton after custody agreement regarding son, Los Angeles, 1955.","FRIENDLY – Capt. John Payton, 33, of Air Force, and his former wife, Actress Barbara Payton, 28, as they made friendly agreement in custody row over son.","December 8, 1955","1 photograph","b&w negative","9.5 x 12 cm","1955-12-08","","","","","","","","","","","https://creativecommons.org/licenses/by/4.0/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153rz7","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00153rz7/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz00153s07","ark:/21198/zz0002np7z","2","Completed","Work","latimes/masters/21198-zz00153s07-1-master.tif","","","","Nurses--California--Los Angeles County|~|Hospitals--California--Los Angeles County|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|People","still image","news photographs","Payton, Barbara|~|Tone, Franchot","copyrighted","The Regents of the University of California","South Park (Los Angeles, Calif.)","","","University of California, Los Angeles. Library. Department of Special Collections","","","","US","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2884","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","","b133_72050-b","Barbara Payton leaves Franchot Tone’s hospital room, following Jerry Bialac, a mutual friend, 1951.","OUTSIDE TONE’S ROOM – Barbara Payton leaves Franchot Tone’s hospital room after visiting him for more than two hours.  She is following Jerry Bialac, a mutual friend.","September 16, 1951","1 photograph","b&w negative","9.5 x 12 cm","1951-09-16","","","","","","","","","","","https://creativecommons.org/licenses/by/4.0/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153s07","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00153s07/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz00153s1r","ark:/21198/zz0002np7z","2","Completed","Work","latimes/masters/21198-zz00153s1r-1-master.tif","","","","Motion picture actors and actresses--Homes and haunts--California--Los Angeles|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|Exercise--Equipment and supplies|~|Lifestyle|~|People","still image","news photographs","Payton, Barbara","copyrighted","The Regents of the University of California","Hollywood Hills (Los Angeles, Calif.)","","","University of California, Los Angeles. Library. Department of Special Collections","","","","US","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2883","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","","b133_72050-d","Barbara Payton enters her house from patio with barbell on the ground, 1951.","BARBELL STILL THERE - Actress Barbara Payton enters her house from patio after picking up towel from a lounge.  A neighbor said Actor Tom Neal used barbell, foreground, to exercise while Miss Payton took sunbaths.","September 16, 1951","1 photograph","b&w negative","9.5 x 12 cm","1951-09-16","","","","","","","","","","","https://creativecommons.org/licenses/by/4.0/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153s1r","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00153s1r/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz00153s28","ark:/21198/zz0002np7z","2","Completed","Work","latimes/masters/21198-zz00153s28-1-master.tif","","","","Hospitals--California--Los Angeles County|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|People","still image","news photographs","Payton, Barbara","copyrighted","The Regents of the University of California","South Park (Los Angeles, Calif.)","","","University of California, Los Angeles. Library. Department of Special Collections","","","","US","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2882","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","","b133_72050-h","Barbara Payton  visiting Franchot Tone in the hospital, 1951.","WELCOME VISITOR - Actress Barbara Payton is seen as she enters hospital room where Franchot Tone is recovering from fight with Tom Neal.  Note her black eye.","September 17, 1951","1 photograph","b&w negative","9.5 x 12 cm","1951-09-17","","","","","","","","","","","https://creativecommons.org/licenses/by/4.0/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153s28","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00153s28/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz00153spk","ark:/21198/zz0002np7z","2","Completed","Work","latimes/masters/21198-zz00153spk_1692397_master.tif","","","","Motion picture actors and actresses--Press coverage--California--Los Angeles|~|People|~|Legal","still image","news photographs","Neal, Tom, $d 1914-1972","copyrighted","The Regents of the University of California","Los Angeles (Calif.)","","","University of California, Los Angeles. Library. Department of Special Collections","","","","US","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2881","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","","b133_72050-i","Tom Neal describes fight between himself and Franchot Tone that ended with the latter hospitalized, 1951.","TOM NEAL SPEAKS - Actor Tom Neal is shown as he gives The Times his version of battle which sent Actor Franchot Tone to hospital seriously injured.  Neal expressed regret at incident and said he hopes Tone and Barbara Payton will be happy.","September 17, 1951","1 photograph","b&w negative","9.5 x 12 cm","1951-09-17","","","","","","","","","","","https://creativecommons.org/licenses/by/4.0/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153spk","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00153spk/manifest"
"Los Angeles Times Photographic Archive","ark:/21198/zz00153w8t","ark:/21198/zz0002np7z","2","Completed","Work","latimes/masters/21198-zz00153w8t-1-master.tif","","","","Lawyers--California--Los Angeles|~|Offices--California--Los Angeles|~|Motion picture actors and actresses--Press coverage--California--Los Angeles|~|Legal","still image","news photographs","Neal, Tom, $d 1914-1972","copyrighted","The Regents of the University of California","Los Angeles (Calif.)","","","University of California, Los Angeles. Library. Department of Special Collections","","","","US","UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2880","zxx","","Y","Los Angeles Times","Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.","","b133_72050-j","Tom Neal (right) and Attorney Milton golden discuss fight between the former and Franchot Tone, which left the latter hospitalized, 1951.","CONFERENCES - Atty. Milton Golden, left, is shown with Actor Tom Neal as they discuss fracas in which Actor Franchot Tone was injured in fist fight with Neal.","September 17, 1951","1 photograph","b&w negative","9.5 x 12 cm","1951-09-17","","","","","","","","","","","https://creativecommons.org/licenses/by/4.0/","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00153w8t","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00153w8t/manifest"
