Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles Times Photographic Archive,ark:/21198/zz002dcn47,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_1774.tif,,,,Judges $z California $z Los Angeles,still image,news photographs|~|Portrait photographs|~|cellulose nitrate film,"Crum, Arthur, $d 1891-1963",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_1774,"Municipal Court Judge Arthur Crum, Los Angeles, 1934","Text from negative sleeve: Crum, Arthur. Judge.|~|Handwritten on negative: Arthur Crum","[March 5, 1934?]",1 photograph,b&w nitrate negative,,1934-04-05,,,"Possibly related to the blurb, ""JUDGE NYE ASSUMES NEW POST,"" Los Angeles Times, 6 Mar. 1934: A18.|~|Portrait photograph of Los Angeles Municipal Court Judge Arthur Crum. This photograph may have been taken on the occasion of Judge Clement D. Nye relieving Judge Crum of his post as Municipal Court Judge on March 5, 1934.",,,,Access to this collection is generously supported by Haynes Foundation funds.|~|Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dcn47,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dcn47/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dcn68,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_1776.tif,,,,Track and field athletes $z United States|~|Arrivals & departures $x American $z California $z Los Angeles|~|Railroad trains $x American $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Cunningham, Glenn",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,"Coffey, Fred Everett, $d 1891-1947","University of California, Los Angeles. Library. Department of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_1776,"Runner Glenn Cunningham in front of the Chief, Los Angeles, 1934","Text from negative sleeve: Cunningham, Glen","[June 19, 1934]",1 photograph,b&w nitrate negative,,1934-06-19,,,"Related to the article, ""Cunningham to Run Mile and 880 Here,"" Los Angeles Times, 18 Jun. 1934: A9.|~|American middle-distance runner Glenn Cunningham in front of the passenger train the Chief. This photograph was taken on June 19, 1934 when Cunningham arrived in Los Angeles by train with his coach H.W. ""Bill"" Hargiss.|~|This photograph is very similar to another one of Glenn Cunningham taken by Fred Coffey and captioned ""Mile Marauder Arrives,"" Los Angeles Times, 20 Jun. 1934: A9.",,,,Access to this collection is generously supported by Haynes Foundation funds.|~|Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dcn68,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dcn68/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dcn7s,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_1777.tif,,,,Track and field athletes $z United States|~|Arrivals & departures $x American $z California $z Los Angeles|~|Railroad trains $x American $z California $z Los Angeles|~|Track and field coaches $z United States,still image,news photographs|~|cellulose nitrate film,"Cunningham, Glenn|~|Hargiss, H. W. $q (Homer Woodson), $d 1887-1978",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,"Coffey, Fred Everett, $d 1891-1947","University of California, Los Angeles. Library. Department of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_1777,"Runner Glenn Cunningham and his coach H.W. ""Bill"" Hargiss unboarding the Chief, Los Angeles, 1934","Text from negative sleeve: Cunningham, Glen","[June 19, 1934]",1 photograph,b&w nitrate negative,,1934-06-19,,,"American middle-distance runner Glenn Cunningham stepping off the passenger train the Chief while his coach H.W. ""Bill"" Hargiss stands with his hand in his pocket. This photograph was taken on June 19, 1934 when Cunningham and Hargiss arrived in Los Angeles by train.|~|This photograph is very similar to another one of Glenn Cunningham taken by Fred Coffey and captioned ""Mile Marauder Arrives,"" Los Angeles Times, 20 Jun. 1934: A9.|~|Related to the article, ""Cunningham to Run Mile and 880 Here,"" Los Angeles Times, 18 Jun. 1934: A9.",,,,Access to this collection is generously supported by Haynes Foundation funds.|~|Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dcn7s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dcn7s/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dcwmv,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_1991.tif,,,,Political campaigns $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Democratic Party (Calif.)|~|Sinclair, Upton, $d 1878-1968|~|Downey, Sheridan, $d 1884-1961",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_1991,"Democratic headquarters during Upton Sinclair's gubernatorial campaign, Los Angeles, 1934","Text from negative sleeve: Democrats, headquarters",October 1934,1 photograph,b&w nitrate negative,,1934-10,-118.248395,34.048470,"Exterior view of the Democratic headquarters at 410 Spring St. Signs read: ""Democratic Headquarters; Upton Sinclair Governor; Sheridan Downey Lieutenant Governor; President Roosevelt speaks on our time over KHJ Monday Oct. 22nd at 7:30 PM.; Californi'as contribution to the New Deal, the Epic Plan explained daily 12 noon, 8:00 pm.""",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dcwmv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dcwmv/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002dcwnc,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_1992.tif,,,,Political campaigns $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Democratic Party (Calif.)|~|Sinclair, Upton, $d 1878-1968|~|Downey, Sheridan, $d 1884-1961",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_1992,"Democratic headquarters during Upton Sinclair's gubernatorial campaign, Los Angeles, 1934","Text from negative sleeve: Democrats, headquarters",October 1934,1 photograph,b&w nitrate negative,,1934-10,-118.248395,34.048470,"Exterior view of the Democratic headquarters at 410 Spring St. Signs read: ""Democratic Headquarters; Upton Sinclair Governor; Sheridan Downey Lieutenant Governor; President Roosevelt speaks on our time over KHJ Monday Oct. 22nd at 7:30 PM.""",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dcwnc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002dcwnc/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df191,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_7350.tif,,,,Judicial proceedings $z California $z Los Angeles County,still image,news photographs|~|cellulose nitrate film,"Sewell, Blanche M., $d 1880-1943",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles County (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,,eng|~|zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_7350,"Blanche M. Sewell holding court judgment in Parker vs. Guttman case, Los Angeles County, 1935","Text from negative sleeve: 1047 - Mrs Blanche M Sewell, mother of Barton Sewell, 8/16/35, [stamped:] Aug 30 1935.","August 15, 1935",1 photograph,b&w nitrate negative,,1935-08-15,,,"Blanche M. Sewell seated and holding documents, including an August 15, 1935 Los Angeles County Superior Court judgment in which defendant Henry Guttman, Sewell's former business adviser, was ordered to pay plaintiff Harvey M. Parker, to whom Sewell had assigned her claim, $87,888.|~|Related to the article, ""Mrs. Sewell Wins Award: Judgment Against Former Business Adviser Given in Less Than Minute,"" Los Angeles Times, 16 Aug. 1935: A3.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df191,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df191/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df48z,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_7436.tif,,,,Midget automobile,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_7436,"Midget Auto Racers, Los Angeles, 1935","Text from negative sleeve:  1124-- Midget Auto Races, July/4/35. [stamped:] AUG 8-1935","July 4, 1935",1 photograph,b&w nitrate negative,,1935-07-04,,,Photo appears to have been taken at night.|~|Number 8 and 12 race away in midget auto racing where much money is to be won!,,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df48z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df48z/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df49g,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_7437.tif,,,,Midget automobile,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_7437,"Midget Auto Racers, Los Angeles, 1935","Text from negative sleeve: 124-- Midget Auto Racers, July 4, 1935. [stamped:] AUG 8-1935","July 4, 1935",1 photograph,b&w nitrate negative,,1935-07-04,,,Midget Auto Racing event shot at night. Car #66 is in the middle. There appears to be a referee outside the track.,,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df49g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df49g/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df4hk,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_7443.tif,,,,Oil well cementing|~|Yearbooks,still image,news photographs|~|cellulose nitrate film,,copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_7443,"Yearbook picture of Erle Halliburton, Los Angeles, 1935","Text from negative sleeve:  1141-- Earl Halliburton, Oil Man. [stamped:] JUL 17 1935|~|Handwritten on negative: Earl Halliburton","July 17, 1935",1 photograph,b&w nitrate negative,,1935-07-17,,,Erle Halliburton perfected oil well cementing.,,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df4hk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df4hk/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002df4m4,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_7446.tif,,,,Women lawyers $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Olender, Terrys T.",copyrighted,"UCLA Charles E. Young Research Library Department of Special Collections, A1713 Young Research Library, Box 951575, Los Angeles, CA 90095-1575. E-mail: spec-coll@library.ucla.edu. Phone: (310)825-4988",Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,,zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_7446,"Deputy D.A. Terrys Olender and Rudy Mendoza holding sword and shield, Los Angeles, 1935","Text from negative sleeve:  1144-- Rudy Mendoza (man), Dep D.A. Terrys Olender (woman)-- attacked with sword, 7-11-35. [stamped:] JUL 17 1935|~|Handwritten on negative: L to R Rudy Mendoza & Dep D.A. Terrys Olender, 7-11-35","July 11, 1935",1 photograph,b&w nitrate negative,,1935-07-11,,,,,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002df4m4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002df4m4/manifest
