Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles Times Photographic Archive,ark:/21198/zz002cmj51,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_3034.tif,,,,Tennis players|~|Sports|~|People,still image,news photographs|~|cellulose nitrate film,"Shields, Francis X., $d 1910-1975",copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2289",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3034|~|3034,"Francis X. Shields playing tennis, 1932","Text from nitrate negative sleeve: Shields, F., tennis, 1932|~|Handwritten at edge of negative: Fx Xx Shields",1932,1 photograph,b&w nitrate negative,,1932,,,"Tennis player Francis X. Shields, on tennis court, in white pants and sweater, feet off court reaching for a ball, with empty seats in background",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmj51,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmj51/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cmk0x,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_3035.tif,,,,Tennis players|~|Sports|~|People,still image,news photographs|~|cellulose nitrate film,"Shields, Francis X., $d 1910-1975",copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2288",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3035|~|3035,"Francis X. Shields playing tennis, 1932","Text from nitrate negative sleeve: Shields, F., tennis, 1932|~|Handwritten at edge of negative: Fx Xx Shields",1932,1 photograph,b&w nitrate negative,,1932,,,"Tennis player Francis X. Shields, on tennis court, in white pants and shirt, reaching for a ball, with empty seats, building, flag, and trees in background",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmk0x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmk0x/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cmk1f,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_3036.tif,,,,People|~|Legal,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2287",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,3036|~|uclamss_1429_3036,"Mother and daughter Charlotte Shelby and Margaret Shelby Fillmore in court, [1932-1938]","Handwritten at edge of negative: LtoR, Mrs. Charlotte Shelby & Margaret Shelby Fillmore|~|Text from nitrate negative sleeve: Shelby, Charlotte Mrs., 1928",1932-1938,1 photograph,b&w nitrate negative,,1932/1938,,,"A similar photograph appears with Los Angeles Times article, July 24, 1933, Mrs. Shelby to Testify Today, Daughter Also Will Appear in Henry Case.  Criticised by Leslie B. Henry … after he had pleaded guilty to the theft of securities … from her stock-and-bond account, Mrs. Charlotte Shelby and her daughter, Mrs. Margaret Shelby Fillmore, today will be called as witnesses …|~|Charlotte Shelby and Margaret Shelby Fillmore appeared in court together many times from 1932 to 1938 in disputes over property.  They were mother and sister of film actress Mary Miles Minter.|~|Charlotte Shelby and Margaret Shelby Fillmore, both in dresses, gloves, and hats, seated on bench with spectators in background",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmk1f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmk1f/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cmk2z,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_3037.tif,,,,Government|~|Legal,still image,news photographs|~|cellulose nitrate film,"Stewart, Robert P., $d 1878-1936|~|Hammon, Percy Vernon, $d 1873-1958|~|Shelby, Charlotte Miles, $d 1879-1957|~|Mumper, Hewlings, $d 1889-1968|~|Fitts, Buron, $d 1895-1973",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2286",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,3037|~|uclamss_1429_3037,"Charlotte Shelby and attorneys in District Attorney Buron Fitts' office, Los Angeles, 1932","Text from nitrate negative sleeve: Shelby, Charlotte Mrs., 1928|~|Handwritten at edge of negative: Standing LtoR, Hewlings Mumper, Robert P. Stewart, Percy V. Hammon, Seated LtoR Mrs. Charlotte Shelby, Buron Fitts",1932,1 photograph,b&w nitrate negative,,1932,,,"Charlotte Shelby, in fur-trimmed coat and hat, seated in Buron Fitts' office, with Buron Fitts, seated at desk, and Hewlings Mumper, Robert P. Stewart, and Percy V. Hammon, standing|~|Related to Los Angeles Times article, December 24, 1932, Henry Case Federal Quiz on Income Tax Looms, Mrs. Shelby’s Counsel Says Client Paid on Bonds Clubman Had Sold; Victim Agrees to Assist Jury.  Action by the Federal authorities loomed last night in the case of Leslie B . Henry … charged with grand theft in connection with manipulating the $500,000 security account of Mrs. Charlotte Shelby, mother of Mary Miles Minter. … Attorney Hewlings Mumper represent[s] Mrs. Shelby … commenced a lengthy conference with Dist.-Atty. Fitts, Chief Deputy District-Attorney Stewart and Dep. Dist.-Atty. Hammond …",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmk2z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmk2z/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cmk3g,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_3038.tif,,,,Government|~|People|~|Environment,still image,news photographs|~|Portrait photographs|~|cellulose nitrate film,"Sherman, Moses Hazeltine, $d 1853-1932",copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2285",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3038|~|3038,"Moses H. Sherman, [1929?]","Text from nitrate negative sleeve: Sherman, M. H., 1929",[1929?],1 photograph,b&w nitrate negative,,1929,,,"Portrait of land developer and Pacific Electric Railway Company official Moses Hazeltine Sherman, seated, in suit and tie",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmk3g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmk3g/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cmk40,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_3039.tif,,,,People,still image,news photographs|~|Portrait photographs|~|cellulose nitrate film,"Sherman, Moses Hazeltine, $d 1853-1932",copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2284",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3039|~|3039,"Moses H. Sherman, [1929?]","Text from nitrate negative sleeve: Sherman, M. H., 1929",[1929?],1 photograph,b&w nitrate negative,,1929,,,"Portrait of land developer and Pacific Electric Railway Company official Moses Hazeltine Sherman, seated, in suit and tie",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmk40,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmk40/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cmk5h,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_3040.tif,,,,Funeral rites & ceremonies $z California $z Los Angeles|~|Events|~|Culture,still image,news photographs|~|cellulose nitrate film,"First Congregational Church (Los Angeles, Calif.)|~|Burr, Clyde R., $d 1887-1968|~|Whittier, Donald Williams, $d b. 1901|~|Sherman, Moses Hazeltine, $d 1853-1932|~|Mackie, Hugh Fraser, $d 1886-1953|~|Barnard, Archer F., $ 1881-1961|~|Chandler, Harrison Gray Otis, $d 1903-1985|~|Risheberger, John Herbert, $d 1901-1992|~|Smith, A. I.|~|Chandler, Norman, $d 1899-1973",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2283",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3040|~|3040,"Funeral of Moses H. Sherman, Los Angeles, 1932","Text from nitrate negative sleeve: Sherman, M. H., 1929","September 12, 1932",1 photograph,b&w nitrate negative,,1932-09-12,-118.28539073467300,34.06402558368310,"Related to Los Angeles Times article, September 10, 1932, Gen. Sherman’s Career Closes, Death Puts End to Labors of Pioneer Developer, Activities Important Factor in Rise of Los Angeles, Funeral Services Will Be Monday at 2 p.m. ... First Congregational Church at Sixth street and Commonwealth avenue ... Pallbearers for the funeral rites were announced last night as follows: Active: Clyde R. Burr, Archer F. Barnard, Norman Chandler, Harrison Chandler, Hugh F. Mackie, J.H. Risheberger, A.I. Smith and Donald Whittier.|~|Eight pallbearers carrying coffin of Moses H. Sherman along front walk of First Congregational Church, with crowd of mourners at left and right",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmk5h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmk5h/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cmk61,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_3041.tif,,,,Landmarks,still image,news photographs|~|cellulose nitrate film,"Forest Lawn--Glendale (Cemetery : Glendale, Calif.)|~|Sherman, Moses Hazeltine, $d 1853-1932",copyrighted,The Regents of the University of California,Glendale (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2282",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3041|~|3041,"Grave of Moses H. Sherman, Forest Lawn Cemetery, Glendale, 1932","Text from nitrate negative sleeve: Sherman, M. H., 1929",1932,1 photograph,b&w nitrate negative,,1932,,,"Long shot of grave of Moses H. Sherman, with memorial sculpture of a woman with each arm around a praying child, many wreaths at left and right, lawn and shadow of tree in foreground, hill and sign reading ""Park"" in background|~|Related to Los Angeles Times article, September 10, 1932, Gen. Sherman’s Career Closes, Death Puts End to Labors of Pioneer Developer, Activities Important Factor in Rise of Los Angeles, Funeral Services Will Be Monday at 2 p.m.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmk61,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmk61/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cmk7j,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_3042.tif,,,,Funeral rites & ceremonies $z California $z Glendale|~|Economy|~|Landmarks,still image,news photographs|~|cellulose nitrate film,"Forest Lawn--Glendale (Cemetery : Glendale, Calif.)|~|Sherman, Moses Hazeltine, $d 1853-1932",copyrighted,The Regents of the University of California,Glendale (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2281",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,3042|~|uclamss_1429_3042,"Grave of Moses H. Sherman, Forest Lawn Cemetery, Glendale, 1932","Text from nitrate negative sleeve: Sherman, M. H., 1929","September 12, 1932",1 photograph,b&w nitrate negative,,1932-09-12,,,"Grave of Moses H. Sherman, with coffin on raised platform, memorial sculpture of a woman with each arm around a praying child, curtain, wreaths in foreground|~|Related to Los Angeles Times article, September 10, 1932, Gen. Sherman’s Career Closes, Death Puts End to Labors of Pioneer Developer, Activities Important Factor in Rise of Los Angeles, Funeral Services Will Be Monday at 2 p.m.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmk7j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmk7j/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cmk82,ark:/21198/zz0002np7z,2,Completed,Work,latimes/masters/uclamss_1429_3043.tif,,,,Funeral rites & ceremonies $z California $z Glendale|~|Economy|~|Events,still image,news photographs|~|cellulose nitrate film,"Forest Lawn--Glendale (Cemetery : Glendale, Calif.)|~|Sherman, Moses Hazeltine, $d 1853-1932",copyrighted,The Regents of the University of California,Glendale (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-2280",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3043|~|3043,"Funeral of Moses H. Sherman, Forest Lawn Cemetery, Glendale, 1932","Text from nitrate negative sleeve: Sherman, M. H., 1929","September 12, 1932",1 photograph,b&w nitrate negative,,1932-09-12,,,"Mourners approaching grave of Moses H. Sherman, with a memorial sculpture of a woman with each arm around a praying child, rows of chairs, many wreaths at left and right, hill and sign reading ""Park"" in background, car and road in foreground|~|Related to Los Angeles Times article, September 10, 1932, Gen. Sherman’s Career Closes, Death Puts End to Labors of Pioneer Developer, Activities Important Factor in Rise of Los Angeles, Funeral Services Will Be Monday at 2 p.m.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cmk82,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cmk82/manifest
