Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles Times Photographic Archive,ark:/21198/zz002hbqb3,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_10135.tif,,TRUE,TRUE,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_10135,z - DUP - uclamss_1429_10135   DUPLICATE - delete this record,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbqb3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbqb3/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbqcm,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_10136.tif,,TRUE,TRUE,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_10136,z - DUP - uclamss_1429_10136       DUPLICATE - delete this record,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbqcm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbqcm/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbqd4,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_10139.tif,,TRUE,TRUE,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_10139,z - DUP - uclamss_1429_10139     DUPLICATE - delete this record,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbqd4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbqd4/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbqfn,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_10150.tif,,TRUE,TRUE,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_10150,z - DUP - uclamss_1429_10150 - DUPLICATE - delete this record,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbqfn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbqfn/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbqg5,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_10174.tif,,TRUE,TRUE,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_10174,z - DUP - uclamss_1429_10174 - DUPLICATE- delete this record,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbqg5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbqg5/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbqhp,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_10194.tif,,TRUE,TRUE,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_10194,z - DUP - uclamss_1429_10194  DUPLICATE - delete this record,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbqhp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbqhp/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbqj6,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_10197.tif,,TRUE,TRUE,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_10197,z - DUP - uclamss_1429_10197 DUPLICATE - delete this record,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbqj6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbqj6/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbrn7,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_8532.tif,,TRUE,TRUE,,still image,news photographs|~|cellulose nitrate film,"Bhatia, S.L., $q (Sohan Lal), $d 1891-",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_8532,uclamss_1429_8532     DUPLICATE - delete this record,Text from negative sleeve: Major & Mrs. Sohan L. Bhatia. Visitors. 2122. [stamped:] Sep 18 1935.|~|Handwritten on negative: Major & Mrs. Sohan L. Bhatia,"September 8, 1935",1 photograph,b&w nitrate negative,,1935-09-08,,,"Related to Los Angeles Times article, “Scion of Ancient Punjab Family Visits Southland,” 9 Sep. 1935: A1.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbrn7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbrn7/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbrpr,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_8533.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_8533,uclamss_1429_8533,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbrpr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbrpr/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbrq8,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_8534.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_8534,uclamss_1429_8534,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbrq8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbrq8/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbrrs,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_8535.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_8535,uclamss_1429_8535,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbrrs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbrrs/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbrs9,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_8536.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_8536,uclamss_1429_8536,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbrs9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbrs9/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbrtt,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_8537.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_8537,uclamss_1429_8537,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbrtt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbrtt/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbrvb,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_8538.tif,,,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,,,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_8538,uclamss_1429_8538,,,1 photograph,b&w nitrate negative,,,,,,,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbrvb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbrvb/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbrwv,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_8539.tif,,TRUE,,,still image,news photographs|~|cellulose nitrate film,,copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_8539,zzz DUPLICATE -- uclamss_1429_8539,"Handwritten on negative: L2R Alberto Corral Adriana Galvey Wm Gill 9-14-35|~|Text from newspaper caption: Alberti Corral, Adriana Galvez and William Gill rehearse for their part in program commemorating Mexican independence. Mexicans here plan a two-day celebration.|~|Text from negative sleeve: 2129 - Alberto Corral Adriana Galvez Wm Gill Fiesta 9-14-35 [stamped:] Sep 18 1935","September 18, 1935",1 photograph,b&w nitrate negative,,1935-09-18,,,"Photograph appears with the article, ""Parade Will Mark Fiesta,"" Los Angeles Times, 15 Sep 1935: 27.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbrwv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbrwv/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002hbwn5,ark:/21198/zz0002np7z,5,Imported,Work,latimes/masters/uclamss_1429_9037.tif,,TRUE,,Spectators $z California $z Glendale|~|Railroad accidents $z California $z Glendale,still image,news photographs|~|cellulose nitrate film,Southern Pacific Railroad Company,copyrighted,The Regents of the University of California,Glendale (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_9037,"zzz - DUPLICATE Southern Pacific train derailed by utility truck, Glendale, 1935","Text from newspaper caption: [above:] Locomotives and Cars Hurled From Rails in Spectacular Smash [below:] Scene at Aviation Drive crossing on San Fernando Road after Southern Pacific Lark crashed into rear end of a gravel truck, derailing two engines and two cars. Photo shows one of the locomotives toppled in ditch after ploughing earth for more tan 600 feet, tearing up rails in course of wild ride, and others as it halted after leaving tracks. more than 170 were aboard when the crash came. Twelve passengers and trainmen went to the hospital. Times photo.|~|Handwritten on negative: SP train wreck Glendale 10-19-35|~|Text from nitrate negative sleeve: 2570-- Train Wreck, S.P. = Glendale, 10-19-35, [Stamped:] OCT 23 1935","October 19, 1935",1 photograph,b&w nitrate negative,,1935-10-19,-118.274878,34.153503,"This photograph appears with the article, ""Train Wreck in Glendale Hurts Dozen,"" Los Angeles Times, 20 Oct 1935: 1, 10.",,,,Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002hbwn5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002hbwn5/manifest
