Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Name.fashionDesigner,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Opac url,Finding Aid URL,Alternate Identifier.oclc,License,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles Times Photographic Archive,ark:/21198/zz002cpn2t,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_3935.tif,,,,Track and field athletes $z California $z Los Angeles|~|Runners (Sports) $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,Occidental College|~|University of California (1868-1952),copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_3935,"U.C.L.A athletes run on the track on campus, Los Angeles, 1932","Text from negative sleeve: Track, UCLA vs. Occidental, 1932",1932,1 photograph,b&w nitrate negative,,1932,,,A crowd of spectators watches University of California runners on the track at U.C.L.A.,,,,Access to this collection is generously supported by Haynes Foundation funds.|~|Access to this collection is generously supported by Arcadia funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cpn2t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cpn2t/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002cq861,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_4461.tif,,,,Piers & wharves $z California $z Los Angeles|~|Judicial proceedings $z California $z Long Beach|~|Terminal Island (Calif.),still image,news photographs|~|cellulose nitrate film,"Kenny, Robert W. $q (Robert Walker), $d 1901-1976|~|Guy, William James, $d d. 1941|~|Wanderwell, Walter, $d b. 1896 or 98-1932",copyrighted,The Regents of the University of California,"San Pedro (Los Angeles, Calif.)",,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_4461,"William James (Curly) Guy, Superior Judge Robert W. Kenny and others stand on a wharf, Los Angeles, 1933","Text from negative sleeve: WANDERWELL, WALTER MURDER CASE 1933|~|Text from newspaper caption: Widow of Wanderwell Shown on Witness Stand in Long Beach Trial When jury viewed the scene of Capt. Walter Wanderwell's death aboard his schooner Carma. Left--Mrs. Aloha Wanderwell, widow of slain man, testifying at trial. Center--Judge, jury and defendant (arrow points to Guy) inspect cabin entrance from which murderer fled. Left--Defendant Guy (left) and Superior Judge Kenny (right) on dock waiting to go aboard ship. [Los Angeles Times, 04 Feb. 1933: A2]","[February 4, 1933]",1 photograph,b&w nitrate negative,,1933-02-04,,,"This photograph appears with the article, ""WANDERWELL'S WIDOW HEARD: Witness Tells of Rows Guy Had With Husband Murder Defendant Sought Cash, She Declares Judge and Jury Visit Ship Where Slaying Occurred,"" Los Angeles Times, 04 Feb. 1933: A1|~|This photograph appears in a mini photo spread titled, ""Jury Gets First-Hand View of Yacht where Assassin Slew Globe Trotter,"" Los Angeles Times, 04 Feb. 1933: A2|~|In the foreground at left, a man sits on a bollard lining the edge of the dock; his back faces the camera. To the right of him, the dock stretches straight back. Right-of-center, in the near distance, the defendant, William James (Curly) Guy, stands. He dons a light-colored suit and faces left, but smiles to the camera. To his left and nearer to camera, Superior Judge Kenny stands. He, too, faces left and looks to camera. A cigar hangs from his mouth. Several others stand around them to the right. Farther down the dock, more people mill about. Boats and buildings line the harbor in the background.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002cq861,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002cq861/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002ctj88,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_4659.tif,,,,Spouses $z California $z Los Angeles|~|Business people $x American $z California $z Los Angeles|~|Business people $x Dutch $z California $z Los Angeles,still image,news photographs|~|Group portraits|~|cellulose nitrate film,"Fokker, Anthony H. G. (Anthony Herman Gerard), 1890-1939|~|Fokker, Violet Austman, $d 1900-1929",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_4659,"Violet Fokker and Anthony Fokker, [Los Angeles], 1927","Typescript on negative: A.H.G. Fokker and wife|~|Handwritten text from negative sleeve: Fokker, A. H. G. + Mrs.","[circa November, 1927]",1 photograph,b&w nitrate negative,,1927-11,,,"This photograph is very similar to one that appears with the caption, ""Sixteen Years of Development Above--The latest Fokker plane, a trimotored, ten-passenger machine. Below (left)--Fokker's first plane with the builder at the controls, built in 1911; (right) Mr. and Mrs. A. H. G. Fokker,"" Los Angeles Times, 02 Nov. 1927: A5|~|A similar photograph and 2 others appear together in a small photo spread that accompanies the article, ""Plane Designer With Earliest and Latest Models: FOKKER URGES AIR SAFETY Inventor Says Passengers Will Fly When Planes Are More Stable and Comfortable,"" Los Angeles Times, 02 Nov. 1927: A5|~|From left to right, Violet Fokker and Anthony Fokker pose for a photograph. Violet Fokker sits in a chair with her legs crossed and her head tilted slightly to the left as she smiles to the camera. Beside her, Anthony Fokker sits on the arm of her chair. He rests a hand to his thigh and leans back as he smiles to the camera. They appear sit in a hotel room. Directly behind them, a numbered door stands open towards the camera. Its number plate reads, ""702.""",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ctj88,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002ctj88/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002ctnvh,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_4763.tif,,,,Bullfighters $z California $z Los Angeles,still image,news photographs|~|Portrait photographs|~|cellulose nitrate film,"Franklin, Sidney, $d 1903-1976",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_4763,"Sidney Franklin, [Los Angeles?], about 1932","Text from negative sleeve: FRANKLIN, SIDNEY BULLFIGHTER|~|Handwritten on negative: Sidney Franklin|~|Text from newspaper caption: Sidney Franklin",[circa 1932],1 photograph,b&w nitrate negative,,1932,,,"This photograph appears with the article, ""FAMED BULLFIGHTER IN CITY: Secret of Success in Arena Told BULLFIGHTER'S PROWESS TOLD,"" Los Angeles Times, 02 Aug. 1932: A1|~|Sidney Franklin appears to sit, off-center to the left, as he poses for the camera. He dons a horizontally-striped ringer tee. He loosely crosses his arms in front of him as he gazes towards the camera. Additionally, he holds what appears to be a pen in one hand.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ctnvh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002ctnvh/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002ctp44,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_4771.tif,,,,Theatrical producers & directors $z California $z Los Angeles|~|Ships $x American $z California $z Los Angeles|~|Arrivals & departures $x Australian $z California $z Los Angeles|~|Business people $x Australian $z California $z Los Angeles,still image,news photographs|~|Portrait photographs|~|cellulose nitrate film,"Fuller, Benjamin, $c Sir, $d 1875-1952",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_4771,"Sir Benjamin Fuller arrives on the S.S. Monterey, Los Angeles, 1933","Text from negative sleeve: FULLER, BENJAMIN AUSTRALIAN THEATER MAN|~|Handwritten on negative: Fuller, Benjamin","[circa August 12, 1933]",1 photograph,b&w nitrate negative,,1933-08-12,,,"Text from an accompanying note (see Item Ark: 21198/zz002ctp5n) in negative sleeve: FRANK B. HOWE ROOM 962 1151 SO. BROADWAY LOS ANGELES, CALIF. GRATIS Mention of ship name is requested. Sir Benjamin Fuller, king of Australasia's theatrical industry, and who controls 93 theatres in New Zealand and Australia, has come to America to find out how the movies he exhibits are made. Shown here on the SS Monterey as he arrived, Sir Benjamin will spend a month in this country; then go to London before returning to the Antipodes.|~|Sir Benjamin Fuller poses while standing aboard the S.S. Monterey upon his arrival to Los Angeles. He stands at center and leans back slightly against the ship's rail. He wears a pinstriped suit and holds his hat in his left hand as he looks directly to the camera. Immediately behind him, a lifebuoy is affixed to the railing; it reads, ""[...]MONTE[...]."" Beyond the railing and in the background, a mast stands in the near distance at left, a lifeboat hangs at center and the ocean sprawls into the distance at right.|~|This photograph is likely related to the article, ""HARBOR TRAVEL GAIN FORECAST: Shift of Antipodean Traffic From Suez Sighted Voyage to England Shorter by Three Weeks Change Laid to New Matson. Oceanic Service,"" 13 Aug. 1933: 25",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ctp44,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002ctp44/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002ctpkv,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_4784.tif,,,,Automobiles $x American $z California $z Los Angeles|~|Business people $x American $z California $z Los Angeles|~|Prisoners $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Richfield Oil Company|~|Fuller, Clarence Mark, $d 1888-1959|~|McKee, Raymond Walter, $d 1899-1997",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_4784,"Clarence M. Fuller and Raymond W. McKee sit in the back of a prisoner transport vehicle, Los Angeles, between 1931-1934","Text from negative sleeve: FULLER, CLARENCE|~|Handwritten on negative: --McKee --Fuller",[between 1931-1934],1 photograph,b&w nitrate negative,,1931/1934,,,"This photograph is possibly related to the article, “RICHFIELD PAIR YIELD: Fuller, McKee Prison-Bound Convicted Oil Officials Surrender in Court to Start Sentences Protracted Fight Lost by Two Who Join Talbot in Long San Quentin Stay,” Los Angeles Times, 24 Mar 1934: A1|~|Two vehicles sit in partial view and are seen closeup. The vehicle at right is viewed from the passenger side; the front end of the car extends beyond the right frame. Through the rear passenger window, from left to right, Clarence M. Fuller and Raymond W. McKee are visible sitting in the car and looking towards the camera. Another man to the right of Raymond McKee sits in partial shadow. At right, two men sit in the front of the vehicle. The man nearer to camera lights a cigarette and the other man looks to the camera. Behind McKee and Fuller's transport vehicle, another car sits in partial view at left.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ctpkv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002ctpkv/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002ctpmc,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_4785.tif,,,,Jails $z California $z Los Angeles|~|Business people $x American $z California $z Los Angeles|~|Prisoners $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Richfield Oil Company|~|Fuller, Clarence Mark, $d 1888-1959|~|McKee, Raymond Walter, $d 1899-1997",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_4785,"Clarence M. Fuller and Raymond W. McKee pose as they are escorted to prison, Los Angeles, about 1934","Handwritten on negative: Clarence Fuller Raymond McKee|~|Text from negative sleeve: FULLER, CLARENCE","[circa March 24, 1934]",1 photograph,b&w nitrate negative,,1934-03-24,,,"From left to right, Clarence M. Fuller and Raymond W. McKee stand at center and look to the camera. Both men are dressed in suits and handcuffed together as they report to jail. Clarence Fuller stands facing right as he looks to the camera. He holds a hat in his bandaged right hand. Raymond McKee faces directly to camera. A wrapped package is tucked under his left arm. Another prisoner, standing in partial view along the right edge, is handcuffed to Raymond McKee's left wrist. Behind the men at center, a jail door stands open towards camera. Several men fill the doorway and look to the camera.|~|This photograph is possibly related to the article, “RICHFIELD PAIR YIELD: Fuller, McKee Prison-Bound Convicted Oil Officials Surrender in Court to Start Sentences Protracted Fight Lost by Two Who Join Talbot in Long San Quentin Stay,” Los Angeles Times, 24 Mar 1934: A1",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ctpmc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002ctpmc/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002ctpnw,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_4786.tif,,,,Criminals $z California $z Los Angeles|~|Business people $x American $z California $z Los Angeles|~|Offices $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Richfield Oil Company|~|Thoms, Clifford, $d 1896-1976|~|Fuller, Clarence Mark, $d 1888-1959",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_4786,"Clarence M. Fuller and Clifford Thoms stand in an office, Los Angeles, about 1934","Handwritten on negative: Clifford Thoms Clarence Fuller|~|Text from negative sleeve: FULLER, CLARENCE","[circa March 24, 1934]",1 photograph,b&w nitrate negative,,1934-03-24,,,"This photograph is possibly related to the article, “RICHFIELD PAIR YIELD: Fuller, McKee Prison-Bound Convicted Oil Officials Surrender in Court to Start Sentences Protracted Fight Lost by Two Who Join Talbot in Long San Quentin Stay,” Los Angeles Times, 24 Mar 1934: A1|~|From left to right, Clarence M. Fuller and Clifford Thoms stand side-by-side behind an office desk. Both men face slightly right. Clarence Fuller tilts his head to his left as he holds his hands in front of him while grasping his hat. His right hand appears to be bandaged. To the right of him, Clifford Thoms looks to camera and stands with his hands behind his back. In front of the two men, the low desk is cluttered with paperwork. Bookshelves line the wall at left, behind Clarence Fuller. Behind Clifford Thoms, a few telephones sit on a low table.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ctpnw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002ctpnw/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002ctppd,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_4787.tif,,,,Jails $z California $z Los Angeles|~|Criminals $z California $z Los Angeles|~|Business people $x American $z California $z Los Angeles,still image,news photographs|~|cellulose nitrate film,"Richfield Oil Company|~|Fuller, Clarence Mark, $d 1888-1959|~|McKee, Raymond Walter, $d 1899-1997",copyrighted,The Regents of the University of California,Los Angeles (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_4787,"Clarence M. Fuller stands at the jail's booking counter, Los Angeles, between 1931-1934","Text from negative sleeve: FULLER, CLARENCE|~|Handwritten on negative: Clarence Fuller",[between 1931-1934],1 photograph,b&w nitrate negative,,1931/1934,,,"A similar photograph appears with the caption, ""WHEN JAIL DOORS OPENED FOR TRIO JAMES A. TALBOT. CLARENCE M. FULLER. RAYMOND W. MCKEE,"" Los Angeles Times, 17 May 1932: A1|~|At center, Clarence M. Fuller leans onto a counter and towards camera. He his framed by a counter window. As he leans, he casts his gaze towards the left. In front of him, the near side of the counter stretches across the image on an upward angle to the right. An official's hands enter frame in the lower right corner as they fill out paperwork. Lining the far edge of the counter is a chain-link cage; it stretches upward and beyond the left, top and right edges. Beyond Clarence Fuller, a wall stands across the background. A sign posted behind and to the left of Mr. Fuller reads, ""PRISON[...] NO SMOK[I]NG.""|~|A very similar photograph appears with the article, “RICHFIELD OIL OFFICIALS FOUND GUILTY OF THEFT: Court Clears Trio on Conspiracy Charge but Holds Case Proven on Defalcation Counts RICHFIELD TRIO FOUND GUILTY Court Delivers Verdict in Long-Fought Case One to Six Counts Assessed on Grand Theft Charges Conspiracy Accusation Held Not Proven by Judge,” Los Angeles Times, 17 May 1932: A1",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ctppd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002ctppd/manifest
Los Angeles Times Photographic Archive,ark:/21198/zz002ctrhs,ark:/21198/zz0002np7z,3,Pending,Work,latimes/masters/uclamss_1429_4840.tif,,,,Kidnappings $z California $z Arcadia|~|Portrait photographs|~|Kidnappings $z California $z Beverly Hills|~|Photographic prints,still image,news photographs|~|cellulose nitrate film,"Gettle, William F., $d 1887-1941",copyrighted,The Regents of the University of California,Beverly Hills (Calif.),,,"University of California, Los Angeles. Library. Department of Special Collections",,,,US,"UCLA Library Special Collections, A1713 Charles E. Young Research Library, Box 951575, Los Angeles, CA 90095-1575. Email: spec-coll@library.ucla.edu. Phone: (310) 825-4988",zxx,,Y,Los Angeles Times,"Los Angeles Times Photographic Archive. Department of Special Collections, Charles E. Young Research Library, UCLA.",,uclamss_1429_4840,"Two photographic prints of William F. Gettle hang from a piece of lumber, [Beverly Hills?], about 1934","Text from negative sleeve: GETTLE, WILLIAM F. KIDNAP CASE|~|Handwritten on a note accompanying negatives (Item Ark: 21198/zz002ctrtf): 3 men standing on sidewalk in front of house - l to r. Lieut Bill White Bev Hills Police dept J.B. McCormick, friend of family Lieut Andy Anderson Bev Hills Police Dept | 2 grab shots on W. G. Lutzi, young m[a]n, selnder; red head | Copy of 3 men in shriner uniforms - Wm F gettle, (left) Albert Hitchen (center) man on left nobody | Man and woman in front of iron gate - Mr + Mrs Alonzo Reynolds - (pastor to Westwood community church) | Copy of 2 pictures of Wm F gettle x } in film pack","[circa May, 1934]",1 photograph,b&w nitrate negative,,1934-05,,,"This photograph is possibly related to the article, “GETTLE LAWYER'S DATA MAY IDENTIFY CLIENT'S KIDNAPERS: He Returns From Mystery Trip and Declares ‘Important Information’ Received; Victim's Wife Authorizes Meeting Any Ransom Demand,” Los Angeles Times, 11 May 1934: 1, and subsequent articles appearing in the Los Angeles Times.|~|A similar portrait of William F. Gettle appears in a small photo spread captioned, ""Close-up of Place Where William F. Gettle Was Captured for Ransom In the top row of pictures are, left to right, William F. Gettle, Beverly Hills millionaire kidnaped [sic] from his Arcadia estate (photo by Raoul Gradvohl;) the house at 279 West Foothill Boulevard, Arcadia, from where Gettle was kidnaped [sic] (Wide World photo;) James P. Wolf, personal friend of Gettle, who was with Gettle at the time of the kidnaping [sic] but was bound and gagged and left behind by the two gunmen, and the ladder used by the kidnapers [sic] when they forced the millionaire to climb the high wall and barbed wire surrounding his estate to a waiting motor car (Wide World photo.) Below is the Gettle home at 723 Linden Drive, Beverly Hills,"" Los Angeles Times, 11 May 1934: 2|~|Two photographic portrait prints of William F. Gettle hang side-by-side at center from a piece of lumber. Both prints appear to be frayed along the edges and roughly cropped. The print at left captures Mr. Gettle facing towards camera, but blinking his eyes shut. In the portrait at right, Mr. Gettle faces slightly right, turning his head towards the camera.",,,,Access to this collection is generously supported by Arcadia funds.|~|Access to this collection is generously supported by Haynes Foundation funds.,,,,https://creativecommons.org/licenses/by/4.0/,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002ctrhs,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002ctrhs/manifest
