Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Relation.reproducedIn,Format.dimensions,Relation.describedIn,Relation.isVersionOf,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Index of Medieval Medical Images,ark:/21198/zz0000zscp,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f11.tif,1,,,,,,,,"Marginalia - England - 1400|~|Leaves|~|Plants, Medicinal|~|Astringents|~|Acorns|~|Hand|~|Fagaceae",still image,illuminated manuscripts,pd,,,,"Pointing hand and materia medica, a stylized oak sprig.","In upper r. margin, a pointing hand indicating text on the medicinal use of acorns (glandes), and below, a rudimentary stylized sketch of a long elliptical oak (family Fagaceae, Quercus, sp.) leaf with scalloped edges, its stem and central spine placed vertically and two acorns drooping from peduncles attached to the stem.  Adjacent text: John Arderne's excerpted works. Dimensions of image: 25 x 30 mm.",Text to left of hand image: secundum Alexandrum quod glans est ita stiptica ...|~|Text to left of second image: glandi in potus sumptus decocqui in aqua ...,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 51v [i.e. fol. 11],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,25 x 30 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zscp,
Index of Medieval Medical Images,ark:/21198/zz0000zsfq,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f13.tif,2,,,,,,,,"Marginalia - England - 1400|~|Coitus|~|Genitalia, Male|~|Genitalia, Female|~|Uterus",still image,illuminated manuscripts,pd,,,,"Diagram of genitals in sexual intercourse, including seven-chambered womb.","In upper r. margin, a detailed but stylized captioned drawing of testicles, and of penis being inserted into a vulva atop a seven-chambered uterus. Composition is vertical, penis at top, uterus at bottom. Numbers inscribed in segments of uterus: 6,4,2,1,3,5,7. Inscribed in central segment (""1""): Matrix.  Dimensions of image: 90 x 35 mm.  Adjacent text: John Arderne's excerpted works.",Chapter heading preceding image on fol. 12: Virga virilis.|~|Caption above image: testiculi.|~|Caption surrounding upper part of image: membra virilia.|~|Caption to right of image: Vulva.,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 53 [i.e. fol. 13],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,90 x 35 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsfq,
Index of Medieval Medical Images,ark:/21198/zz0000zsj8,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f26.tif,3,,,,,,,,"Marginalia - England - 1400|~|Plants, Medicinal|~|Umbelliferae|~|Greens, Edible",still image,illuminated manuscripts,pd,,,,"Petrosilinum vel persil, materia medica.","At top r. margin of leaf, a rudimentary sketch of a parsley plant, Petroselinum crispum, Umbelliferae (Dill Family).  Leaves, deeply dissected, arranged nearly opposite on a single stem.  Three-lobed structure at top of stem, perhaps to represent the inflorescence,  the umbel-shaped flowering structure.  Adjacent text: John Arderne's excerpted works.","England, ca. 1400.|~|Text at top l. of page, with decorated initial and larger script: Petrosilinum vel persil est de petra et sileo ... quasi petram in vesica perforans ...|~|Caption beneath sketch (highly abbreviated): petrosil.",England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 66 [i.e. 26],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,20 x 30 mm.,,http://ihm.nlm.nih.gov/luna/servlet/view/search?q=A027173,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsj8,
Index of Medieval Medical Images,ark:/21198/zz0000zsnt,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f33.tif,4,,,,,,,,Marginalia - England - 1400|~|Patients|~|Rectal Fistula - surgery,still image,illuminated manuscripts,pd,,,,Patient prepared for fistula in ano operation. Set of small sketches on surgical technique.,"Between blocks of text in the center of the page, a rudimentary sketch of a male patient prostrate on stomach, head on pillow, r., robe or sheet covering back, nates exposed, showing fistulae, and penis and testicles stretched back. In margin to r., below, a set of three small rudimentary images, arranged vertically, illustrating procedures for rectal surgery. Adjacent text: John Arderne's excerpted works.","Text following first image: Tunc primo impellat medicus digitum manus ... oleo vel aliquo unguento in unctu in ano ...|~|Text to the left of the set of small images: Si plurima fuerunt foramina sicut ad hoc signum depingitur et aliquanter temptet super digitum in ano...Accipint medicus acum fol.73v, [i.e.33v] rostratam et caput oculum habens per foramen lure propinquius impellat digito sinistro in anum...",England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 73 [i.e. fol. 33],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,"image 130 x 50 mm., on le",,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsnt,
Index of Medieval Medical Images,ark:/21198/zz0000zspb,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f34.tif,5,,,,,,,,Marginalia - England - 1400|~|Surgical Instruments|~|Rectal Fistula - surgery,still image,illuminated manuscripts,pd,,,,Rectum and razor for operation on fistula in ano.,"In the lower r. margin, a very rudimentary sketch of a rectum and a scalpel or razor to be used for an operation on fistula in ano. Adjacent text: John Arderne's excerpted works.",Folio 33v Caption: Protractis ....|~|Text to immediate left of image: ponat medicus punctum rasorii in concavitate ... sicut ad tale signum depingitur.,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 74 [i.e. fol. 34],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,35 x 20 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zspb,
Index of Medieval Medical Images,ark:/21198/zz0000zsrc,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f37.tif,6,,,,,,,,Marginalia - England - 1400|~|Rectal Fistula - surgery,still image,illuminated manuscripts,pd,,,,Schematic diagram of clinical procedure for fistula.,"Rudimentary sketch in upper rt. margin, apparently intended to show a procedure for removing a fistula with a cord or knot: from top to bottom, two parallel lines, two rough circles, the first perhaps intended to show a bowl or concave shape, and an oval or vertical ellipse, with curved lines extending from a horizontal line above its center. The curves extend away to the left and right. Adjacent text: John Arderne'sexcerpted works.",Text to the left of image: posset dissolvi sine instrumento et cum nodo ... sicut hic depingitur ...,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 77 [i.e. fol. 37],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,20 x 15 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsrc,
Index of Medieval Medical Images,ark:/21198/zz0000zstd,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f39.tif,7,,,,,,,,"Marginalia - England - 1400|~|Body, Human|~|Leg",still image,illuminated manuscripts,pd,,,,"Partial human figure, torso and legs.","In upper r. side, in space between blocks of text, rudimentary sketch of one partial human torso with legs and feet extending to r. Adjacent text: John of Arderne's Treatises of fistula in ano.  For the text in a Middle English translation, see Power, EETS no. 139, 1910, p. 32. Dimensions of image: 20 x 15 mm.",Chapter heading preceding image: Vidi unum hominem de Northampton qui habuit tria foramina in nate sinistra et tria in folliculo testiculorum ...|~|Text to left of image: de incisione Vero longaonis sanguis fortiter emanit quia fistula fuerat valde profunda ...,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 79 [i.e. fol. 39],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,20 x 15 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zstd,
Index of Medieval Medical Images,ark:/21198/zz0000zsm9,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f30v.tif,8,,,,,,,,Marginalia - England - 1400|~|Fissure in ano|~|Rectal Fistula - surgery,still image,illuminated manuscripts,pd,,,,Details of operations for fistula in ano.,"Operating procedures. In the upper l. margin, a set of three rudimentary sketches: the first drawing is in the form of a 6-armed jagged star, intended to represent a perforated rectum (""longaon""). The second resembles a quarter moon facing upwards, intended to represent the fallen follicle of a testicle. The third is a narrow rod with circular structures in the middle, or needle passing through the dark spot in the center of a double circle and passing out below, apparently from beneath the inner circle and over the outer ring, intended to represent a fistula in a rectum (""longaon"") or penis. Adjacent text: John Arderne's excerpted works.",,England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 40v [i.e. fol. 30v],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,70 x 30 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsm9,
Index of Medieval Medical Images,ark:/21198/zz0000zshr,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f1v.tif,9,,,,,,,,Marginalia - England - 1400|~|Syringes|~|Surgical Instruments,still image,illuminated manuscripts,pd,,,,"Instrument, perhaps syringe, hollow needle or probe.","In lower l. margin, rudimentary sketch of a medical instrument, probably a syringe, perhaps a hollow needle or probe: a long vertical rod or tube with a small bulb at the top and a flared, open bottom, shows a smaller rod protruding at the bottom, ending in a rectangular handle (plunger of syringe?).  Adjacent text: John Arderne's excerpted works.  Dimensions of image: 70 x 15 mm.","England, ca. 1400].",England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 41v [i.e. fol. 1v],"Arderne, John, fl. 1307-1370. Opera chirurgica",,70 x 15 mm.,,http://ihm.nlm.nih.gov/luna/servlet/view/search?q=A027180,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zshr,
Index of Medieval Medical Images,ark:/21198/zz0000zsxz,ark:/21198/zz0000zt73,2,Completed,Page,immi/masters/nd9f43.tif,10,,,,,,,,Marginalia - England - 1400|~|Rectal Diseases - therapy,still image,illuminated manuscripts,pd,,,,Treatment of rectal cancer.,"In the lower r. of page, between blocks of text, partial human figure: rudimentary sketch of a lower torso, and two legs extending to the r., with indications of very large swellings intended to represent cancers of the rectum, and depiction of a finger or instrument being placed between the buttocks, perhaps applying medication. Adjacent text: John of Arderne's Treatises of fistula in ano. For the text in Middle English translation, see Power, EETS 139, 1910, p. 39. Dimensions of image: 25 x 65 mm.","Text preceding image, on fol. 41v: Bubo est apostema infra anum in longaone nascens ...|~|Text to immediate left of image: Vidi etiam aliquos habentes ardorem vehementissimum circa anum exterius et pruruginem intolerabilem cum cutis corrugationem circa anum ad modum burse concluse sicut hic depingitur ...",England,1400,National Library of Medicine (U.S.). Manuscript.  9 [John Arderne. Opera chirurgica] fol. 83 [i.e. fol. 43],"Arderne, John, fl. 1307-1370. Opera chirurgica.",,65 x 25 mm.,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0000zsxz,
