Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Subject,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.servicesContact,Name.repository,Language,Title,Description.abstract,Description.note,Publisher.placeOfOrigin,Date,Source,Relation.isPartOf,Relation.reproducedIn,Format.dimensions,Relation.describedIn,Relation.isVersionOf,Date.creation,AltTitle.descriptive,AltTitle.other,Format.extent,Date.normalized,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Index of Medieval Medical Images,ark:/21198/zz000106z4,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f252.tif,1,,,,,,,,Books|~|Legumes|~|Students|~|Illustrations - Italy - Bologna - 1300|~|Teaching|~|Teachers,still image,illuminated manuscripts,pd,,,,"Albucasis, seated, instructs students.","A free-standing miniature of a teacher (Albucasis?) with two students. Teacher, seated on gold chair with green cushion, holds book with l. hand on l. knee, gestures upwards with r. hand. He wears a black cap, blue cowl around his neck, and a red hanging-sleeved robe over blue gown. One student, in blue gown and white cap, kneels. Other student, in pink, is standing. Both students hold l. hands up. Adjacent text: Albucasis's Cirurgia, tr. by Gerardus Cremonensis.","Italy (Bologna?), 1300 (?).|~|Text to immediate right of image: Iam diximus [in alternating red and blue letters with contrasting background stripes] in capitulo primo omnem egritudinem in qua conveniens est.|~|Text immediately below image: Cauterium cum igne et medicina comburente et occasiones eius ...",Italy-Bologna,1300,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 503 [i.e. fol. 252],"Abū al-Qāsim Khalaf ibn Abbās al-Zahrāwī, d. 1013? Maqālah fī al-amal bi-al-yad. Latin",,LV 40 x 40 mm.,"Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 13.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000106z4,
Index of Medieval Medical Images,ark:/21198/zz0001062p,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f14v.tif,2,,,,,,,,Grotesques - Italy - Bologna - 1300|~|Disease|~|Birds|~|Historiated initials - Italy - Bologna - 1300|~|Extremities|~|Body temperature|~|Demons,still image,illuminated manuscripts,pd,,,,"Animal or demon blowing horn, perhaps allegory of disease.","Within the vertical stroke of the initial ""P"" of ""Patet,"" kneeling humanoid grotesque with demonic red furred head, large pointed ears or horns, naked except for blue cloak, red sleeve on r. arm, holds and blows large horn extending up to l., r. hand between legs.  Grotesque half-vine, half-bird with blue wings, orange beak, l., appears to bite the sole of demon's foot.  Adjacent text: Hippocrates' Aphorismi.","Italy (Bologna?), 1300(?)|~|Text in red immediately above image: Particula septima.|~|Text to immediate right of text: Consensus acutis morbis frigiditates extremitatum.",Italy-Bologna,1300,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 28 [i.e. fol. 14v],Hippocrates. Aphorisms.,,80 x 35 mm.,"Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 4.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0001062p,
Index of Medieval Medical Images,ark:/21198/zz000105wm,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f108v.tif,3,,,,,,,,Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Teaching|~|Teachers,still image,illuminated manuscripts,pd,,,,Authorial portrait of Isaac Judaeus.,"In initial ""Q"" of ""Quia"", half figure of a lecturing teacher (Isaac Judaeus?), wearing red gown, blue cape, ermine-trimmed collar, white headcovering and black hat, looks to r. and points w. index finger of r. hand.  Adjacent text: prologue to third book of Isaac Judaeus's Dietae particulares, tr. by Constantinus Africanus.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately above image: Expliciunt capitula. Incipit prologus.|~|Text to immediate right of image: Quia complevimus in hoc secundo libro de granis, leguminibus et fructibus pro ut oportuit et potu.|~|Text immediately below image: imus et de custodienda sanita.",Italy-Bologna,1300,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 216 [i.e. fol. 108v],"Israeli, Isaac, ca. 832-ca. 932. Aghdiyah wa-al-adhwiyah.",,image 30 x 20 mm.,"Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 11.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000105wm,
Index of Medieval Medical Images,ark:/21198/zz00010c9q,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f61.tif,4,,,,,,,,Books|~|Galen|~|Kings and rulers|~|Physicians|~|Authorial portraits - Italy - Bologna - 1300|~|Illustrations - Italy - Bologna - 1300|~|Lightning,still image,illuminated manuscripts,pd,,,,"Authorial portrait, Galen expounds to king or emperor.","In initial ""D"" of ""Dixit"", physician (Galen?), seated on a pink pillow on brown bench, facing r., wearing black hat, blue hood and blue hanging-sleeved gown over red robe talks to a king or emperor who stands facing him wearing red cloak, white fur mantle, gold crown, gestures with open hand.  Between them, a bloody stroke of lightning has come out of a cloud and set on fire a book which is lying at the physician's feet.  Adjacent text: Experimentatio medicinalis, incorrectly attributed to Galen.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately above image: Liber galieni de medicinis experimentatis qui intitulatur experimentatio medicinalis.|~|Text immediately to the right of image: Dixit Galienus [in alternating red and blue letters with contrasting background stripes] Ignis quod descendit de celo super altarem.|~|Text immediately below image: combuxit libros regum et cum exieret combuxit multos libros plurium medicorum, michi etiam combuxit plurimos libros ...",Italy-Bologna,1300,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 121 [i.e. fol. 61],Experimentatio medicinalis,,50 x 60 mm.,"Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 7.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c9q,
Index of Medieval Medical Images,ark:/21198/zz000108hc,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f29.tif,5,,,,,,,,Grotesques - Italy - Bologna - 1300|~|Galen|~|Students|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Teaching|~|Teachers,still image,illuminated manuscripts,pd,,,,"Authorial portrait, Galen lectures from a book to three students.","In initial ""T""of Tres, seated teacher (Galen?), wearing red ermine-trimmed hat, orange hanging-sleeved robe over green hooded gown, sits on gold pillow in green bench, lectures from book open on l. knee, gestures with r. hand to three students standing in front of him.  One student up close, in lower curve of ""T"" in green robe, holds r. hand up, open, other two half-figures of students, above, gesture with l. hand open.  Grotesque bird-vine-man contiguous to lower left corner of initial, wears red tunic, blue wing-like cloak, points index finger up towards picture -- in parody of teachers or students?.  Adjacent text: Galen's Microtegni.","Italy (Bologna?), 1300(?)|~|Text in red above: Incipit tegni Galieni de corporibus sanis et egris.|~|Text in red and blue letters with contrasting background stripes to immediate right: Tres sunt omnes doctrine.|~|Text below image: que ordine habentur prima.",Italy-Bologna,1300,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 57 [i.e. fol. 29],Galen. Techne iatrike.,,95 x 55 mm.,"Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 4.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000108hc,
Index of Medieval Medical Images,ark:/21198/zz00010c02,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f57.tif,6,,,,,,,,"Gilles, de Corbeil, fl. 1200|~|Grotesques - Italy - Bologna - 1300|~|Birds|~|Pulse|~|Students|~|Patients|~|Authorial portraits - Italy - Bologna - 1300|~|Teaching|~|Teachers|~|Soldiers",still image,illuminated manuscripts,pd,,,,"Authorial portrait, Gilles de Corbeil, with student attending, takes a pulse.","A physician (Gilles de Corbeil?), at a sickbed, wearing a red ermine-trimmed hat and blue sleeveless ermine-mantled gown over pink robes, with his student behind him, takes the pulse of the patient's l. hand with his own r. hand, and gestures with l.  All three figures wear white headcoverings. In margin to l., grotesque vine-man with flail-like weapon, shield and helmet looks on.  At top end of foliage decoration, a bird stands, facing l. Entire decorated area, 75 x 80 mm. Adjacent text: Gilles de Corbeil's De pulsibus.",Created in Italy (Bologna?) in 1300 (?).|~|Rubricated text immediately preceding image: Incipiunt versus egidii de pulsibus. Et primo prohemium in prima parte ipsius operis incipit.|~|Text immediately to the right of image: Ingenii vires [in alternating red and blue letters with contrasting background stripes] modicis conatibus impar.,Italy-Bologna,1300,Yale Medical Library. Manuscript. 28 [Paneth codex]. MS 28 p. 113 [i.e. fol. 57],"Gilles, de Corbeil, fl. 1200? Carmen de urinis.",,53 x 53 mm.,"Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 7.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010c02,
Index of Medieval Medical Images,ark:/21198/zz00010636,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f15v.tif,7,,,,,,,,Fishers|~|Grotesques - Italy - Bologna - 1300|~|Students|~|Historiated initials - Italy - Bologna - 1300|~|Prognosis|~|Dragons|~|Fishing|~|Teaching|~|Teachers,still image,illuminated manuscripts,pd,,,,"Authorial portrait, Hippocrates and students.","In initial ""O"" of Omnis, teacher (Hippocrates?) in red ermine-trimmed cap, gray hood, red academic robe over green gown faces to r. holds book in l. hand, gestures with r. hand.  Student in front gestures with l. open hand, holds upper arm in r. hand, in pink gown.  Student in back wears green gown.  Six-pointed star in heavenly sphere(?) appears at top of picture.  Naked human figure stands on top l. corner of initial in space between columns of text, facing to r. gesturing down toward picture with l. hand, holding long fishing pole over r. shoulder, blue fish at end of line swings between words in l. column of text. Grotesque vine-dragon bites lower l. corner of initital. Decorated area, 280 x 95 mm. Adjacent text, opening words highlighted in red and blue: Hippocrates' Prognostica.","Italy (Bologna?), 1300 (?).|~|Text in red above image: Incipit liber pronosticorum ypocratis.|~|Text in red and blue letters with contrasting background stripes to right of image: Omnis qui medicine studio seu gloriam sive delectabilem amicorum consequi desiderant.",Italy-Bologna,1300,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 30 [i.e. fol. 15v],Hippocrates. Prognostics.,,65 x 70 mm.,"Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 4.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010636,
Index of Medieval Medical Images,ark:/21198/zz00010cjb,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f86v.tif,8,,,,,,,,Books|~|Birds|~|Students|~|Hippocrates|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Dragons|~|Teaching|~|Teachers,still image,illuminated manuscripts,pd,,,,"Authorial portrait, Hippocrates and students.","In initial ""L"" of ""Liber"", a seated teacher (Hippocrates?), r., in blue hanging-sleeved robe over orange hooded gown, hands a book to first of two pupils, l., kneeling before him.  Front student in pink gown, rear student in blue gown. A dragon forms the lower part of the ""L""; a vine-dragon extending into lower l. margin is biting this dragon. Standing on top of ""L"" is a bird facing l.  Adjacent text: Hippocrates' Secreta.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately above image: Incipit Liber veritatis ab ypocrate editus.|~|Text to immediate right of image: Liber veritatis ab ypocrate editus prevenit ad nos qui cum ypocras morti appropinquaret precepit ut virtutes iste in.|~|Text immediately below image: Scripte in hoc libro ...",Italy-Bologna,1300,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 172 [i.e. fol. 86v],Hippocrates. Secreta.,,image 35 x 40 mm.,"Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 9",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010cjb,
Index of Medieval Medical Images,ark:/21198/zz00010cd8,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f71.tif,9,,,,,,,,Physicians|~|Hippocrates|~|Goblets|~|Patients|~|Illustrations - Italy - Bologna - 1300|~|Acute Disease - therapy,still image,illuminated manuscripts,pd,,,,"Authorial portrait, Hippocrates presenting a drink to a patient.","In initial ""Q"" of ""Quia"", physician (Hippocrates?), l., sits on gold pillow, faces r., wearing black beret, white headcovering, light green hooded robe under hanging-sleeved red gown, raises index and little finger of r. hand, l. hand open on knee.  Patient(?), r., facing l. in gray robe and white headcovering, holds up large wide golden goblet with r. hand, mouth open as if to drink.  Adjacent text: Hippocrates' De regimene acutorum.","Italy (Bologna?), 1300 (?).|~|Rubricated text immediately preceding image: Incipit liber ypocratis sapientissimi de regimine acutorum.|~|Text in alternating red and blue letters with contrasting background stripes immediately to the right of image: Quia de aegrotantium.|~|Text just below image: accidentibus in singulis egritudinibus tractantes.",Italy-Bologna,1300,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 141 [i.e. fol. 71],Hippocrates. De regimene acutorum.,,50 x 55 mm.,"Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 8.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00010cd8,
Index of Medieval Medical Images,ark:/21198/zz000105zn,ark:/21198/zz000100j1,2,Completed,Page,immi/masters/ym28f12.tif,10,,,,,,,,Convulsions|~|Hippocrates|~|Historiated initials - Italy - Bologna - 1300|~|Authorial portraits - Italy - Bologna - 1300|~|Teachers,still image,illuminated manuscripts,pd,,,,"Authorial portrait, Hippocrates teaching about spasms.","Before the center bar of an initial ""S"", of ""Spasmus,"" teacher (Hippocrates?) in green gown, red cape, ermine collar, black hat faces forward, raising r. hand to gesture.  Adjacent text: Hippocrates' Aphorismi.","Italy (Bologna?), 1300(?)|~|Text in red above image: Particula quinta de spasmo.|~|Text to immediate right of image: Spasmus ex elleboro mortale.  In vulnere spasmus superveniens mortale.",,1300,Yale Medical Library. Manuscript. 28 [Paneth codex]. [1300?] MS 28 p. 23 [i.e. fol. 12],Hippocrates. Aphorisms.,,image 37 x 33 mm.,"Sudhoff, K.  ""Codex Fritz Paneth,"" in Archiv fèur Geschichte der Mathematik, der Naturwissenschaften, und der Technik, 12 (1929), n.F. 3, p. 4.",,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000105zn,
