File name,local ID,Parent ARK,Item ARK,Item Status ID,Item Status,Object Type,Title,Creator,Date.created,Date.created (single),TypeOfResource,Genre,Extent,Dimensions,Medium,Insitution/Repository,collection name,collection number,box number,Rights.copyrightStatus,Rights.publicationStatus,Rights.servicesContact,Subject.topic,Subject.place,Digital Collection Title
0002kh00067_DC01M.pdf,0002kh00067,ark:/21198/z1cg1h7v,ark:/21198/z1418q6w,2,Completed,Work,Snapshot of construction workers and other dwellers 1,,1923,1923,still image,black-and-white photographs,1 photograph,8.7 cm x 11.9 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|physical labor|~|traditional attire|~|collective work|~|mountain countryside|~|community|~|gender roles|~|gender norms|~|social hierarchy|~|roman catholicism|~|catholicism|~|christianity|~|faith|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00068_DC01M.pdf,0002kh00068,ark:/21198/z1cg1h7v,ark:/21198/z1087zg5,2,Completed,Work,Snapshot of construction workers and other dwellers 2,,1923,1923,still image,black-and-white photographs,1 photograph,8.7 cm x 11.9 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|physical labor|~|traditional attire|~|collective work|~|mountain countryside|~|community|~|gender roles|~|gender norms|~|social hierarchy|~|roman catholicism|~|catholicism|~|christianity|~|faith|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00069_DC01M.pdf,0002kh00069,ark:/21198/z1cg1h7v,ark:/21198/z1vh7g08,2,Completed,Work,Snapshot of construction workers and other dwellers 3,,1923,1923,still image,black-and-white photographs,1 photograph,8.7 cm x 11.9 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|physical labor|~|traditional attire|~|collective work|~|mountain countryside|~|community|~|gender roles|~|gender norms|~|social hierarchy|~|roman catholicism|~|catholicism|~|christianity|~|faith|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00070_DC01M.pdf,0002kh00070,ark:/21198/z1cg1h7v,ark:/21198/z1qr6q6n,2,Completed,Work,Snapshot of construction workers and other dwellers 4,,1923,1923,still image,black-and-white photographs,1 photograph,8.7 cm x 11.9 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,construction|~|labor|~|physical labor|~|traditional attire|~|collective work|~|mountain countryside|~|community|~|gender roles|~|gender norms|~|social hierarchy|~|roman catholicism|~|catholicism|~|christianity|~|faith|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00071_DC01M.pdf,0002kh00071,ark:/21198/z1cg1h7v,ark:/21198/z1m05zhp,2,Completed,Work,Group snapshot of community members gathering in front of entrance facility building,,1923,1923,still image,black-and-white photographs,1 photograph,8.5 cm x 11.3 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,community|~|religion|~|christianity|~|catholicism|~|gender norms|~|gender roles|~|motherhood|~|family|~|mountain countryside|~|traditional attire|~|formal attire|~|social hierarchy|~|childhood|~|priesthood|~|church|~|catholic church|~|roman catholicism|~|catholicism|~|christianity|~|roman catholic church|~|faith,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00072_DC01M.pdf,0002kh00072,ark:/21198/z1cg1h7v,ark:/21198/z1g756v7,2,Completed,Work,Group portrait of construction workers 1,,1923,1923,still image,black-and-white photographs,1 photograph,11.5 cm x 8.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,labor|~|physical labor|~|working class|~|nationalism|~|french mandate|~|smoking|~|drinking|~|masculinity|~|colonialism,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00073_DC01M.pdf,0002kh00073,ark:/21198/z1cg1h7v,ark:/21198/z1bk35fw,2,Completed,Work,Snapshot of two priests in front of Saint Vincent de Paul's statue,,1923,1923,still image,black-and-white photographs,1 photograph,11.8 cm x 8.7 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,religion|~|christianity|~|catholicism|~|roman catholicism|~|roman catholic church|~|sainthood|~|priesthood|~|catholic church|~|faith,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00074_DC01M.pdf,0002kh00074,ark:/21198/z1cg1h7v,ark:/21198/z16t2dth,2,Completed,Work,General view of the Bhannes Sanatorium 1,,1923,1923,still image,black-and-white photographs,1 photograph,8.5 cm x 10.9 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|mental health asylum|~|mental health|~|mental health facility|~|hospital|~|nature,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00075_DC01M.pdf,0002kh00075,ark:/21198/z1cg1h7v,ark:/21198/z1321p22,2,Completed,Work,General view of the Bhannes Sanatorium's chapel 1,,1923,1923,still image,black-and-white photographs,1 photograph,11.6 cm x 8.4 cm,Gelatin silver negative on cellulose acetate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|religion|~|christianity|~|catholicism|~|roman catholicism|~|church|~|catholic church|~|roman catholic church|~|faith,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
0002kh00076_DC01M.pdf,0002kh00076,ark:/21198/z1cg1h7v,ark:/21198/z1z915hv,2,Completed,Work,General view of a bird house with part of a building visible in the background,,1923,1923,still image,black-and-white photographs,1 photograph,11.5 cm x 8.4 cm,Gelatin silver negative on cellulose nitrate film,Arab Image Foundation,Fouad el Khoury Collection,Collection no. 0002kh,Box no. 55,copyrighted,unpublished,hello@arabimagefoundation.org,modern architecture|~|construction|~|wild life,Bhannes (Lebanon),Arab Image Foundation Photo Negatives
