"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z1wt0jd7","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt0jd7",""
"American College of Neuropsychopharmacology","ark:/21198/z1s19snt","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s19snt",""
"American College of Neuropsychopharmacology","ark:/21198/z1n891w1","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n891w1",""
"American College of Neuropsychopharmacology","ark:/21198/z1hh895q","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh895q",""
"American College of Neuropsychopharmacology","ark:/21198/z1cr7jhw","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr7jhw",""
"American College of Neuropsychopharmacology","ark:/21198/z1806ssg","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1806ssg",""
"American College of Neuropsychopharmacology","ark:/21198/z1476213","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1476213",""
"American College of Neuropsychopharmacology","ark:/21198/z10k40r4","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k40r4",""
"American College of Neuropsychopharmacology","ark:/21198/z1vt3h7d","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3h7d",""
"American College of Neuropsychopharmacology","ark:/21198/z1r22rgj","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r22rgj",""
"American College of Neuropsychopharmacology","ark:/21198/z1m920r6","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_011.tif","11","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m920r6",""
"American College of Neuropsychopharmacology","ark:/21198/z1gj183s","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_012.tif","12","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj183s",""
"American College of Neuropsychopharmacology","ark:/21198/z1bs0hbm","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_013.tif","13","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0hbm",""
"American College of Neuropsychopharmacology","ark:/21198/z1709rk6","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_014.tif","14","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709rk6",""
"American College of Neuropsychopharmacology","ark:/21198/z13b7q86","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_015.tif","15","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7q86",""
"American College of Neuropsychopharmacology","ark:/21198/z1zk76sw","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_016.tif","16","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk76sw",""
"American College of Neuropsychopharmacology","ark:/21198/z1tt6g14","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_017.tif","17","","","","","","","","","","","","","","","","","","","Page 17","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6g14",""
"American College of Neuropsychopharmacology","ark:/21198/z1q25qb5","ark:/21198/zz001nfc2r/3q72n29z","","","Page","acnp/image/21198-zz001nfc2r-2-master_018.tif","18","","","","","","","","","","","","","","","","","","","Page 18","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25qb5",""
