"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z19k62ck","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k62ck",""
"American College of Neuropsychopharmacology","ark:/21198/z15t59nv","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t59nv",""
"American College of Neuropsychopharmacology","ark:/21198/z1224jw0","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224jw0",""
"American College of Neuropsychopharmacology","ark:/21198/z1xd2rt1","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd2rt1",""
"American College of Neuropsychopharmacology","ark:/21198/z1sn2133","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn2133",""
"American College of Neuropsychopharmacology","ark:/21198/z1nw18bx","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw18bx",""
"American College of Neuropsychopharmacology","ark:/21198/z1j40hnz","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40hnz",""
"American College of Neuropsychopharmacology","ark:/21198/z1db9s00","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9s00",""
"American College of Neuropsychopharmacology","ark:/21198/z18k9176","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k9176",""
"American College of Neuropsychopharmacology","ark:/21198/z14t88hg","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14t88hg",""
"American College of Neuropsychopharmacology","ark:/21198/z115675b","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_011.tif","11","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz115675b",""
"American College of Neuropsychopharmacology","ark:/21198/z1wd5qn6","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_012.tif","12","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd5qn6",""
"American College of Neuropsychopharmacology","ark:/21198/z1rn4zxg","ark:/21198/zz001nf9kj","","","Page","acnp/image/21198-zz001nf9kj-1-master_013.tif","13","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn4zxg",""
