"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z14q9k0t","ark:/21198/zz001hm220","","","Page","acnp/image/21198-zz001hm220-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9k0t",""
"American College of Neuropsychopharmacology","ark:/21198/z10z8tb0","ark:/21198/zz001hm220","","","Page","acnp/image/21198-zz001hm220-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z8tb0",""
"American College of Neuropsychopharmacology","ark:/21198/z1w689tj","ark:/21198/zz001hm220","","","Page","acnp/image/21198-zz001hm220-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w689tj",""
"American College of Neuropsychopharmacology","ark:/21198/z1rf7k2s","ark:/21198/zz001hm220","","","Page","acnp/image/21198-zz001hm220-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf7k2s",""
"American College of Neuropsychopharmacology","ark:/21198/z1mp6t7q","ark:/21198/zz001hm220","","","Page","acnp/image/21198-zz001hm220-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp6t7q",""
"American College of Neuropsychopharmacology","ark:/21198/z1gx62jt","ark:/21198/zz001hm220","","","Page","acnp/image/21198-zz001hm220-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx62jt",""
"American College of Neuropsychopharmacology","ark:/21198/z1c84191","ark:/21198/zz001hm220","","","Page","acnp/image/21198-zz001hm220-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c84191",""
"American College of Neuropsychopharmacology","ark:/21198/z17h38mr","ark:/21198/zz001hm220","","","Page","acnp/image/21198-zz001hm220-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h38mr",""
"American College of Neuropsychopharmacology","ark:/21198/z13r2hxg","ark:/21198/zz001hm220","","","Page","acnp/image/21198-zz001hm220-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2hxg",""
"American College of Neuropsychopharmacology","ark:/21198/z1001s6g","ark:/21198/zz001hm220","","","Page","acnp/image/21198-zz001hm220-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1001s6g",""
"American College of Neuropsychopharmacology","ark:/21198/z1v718mt","ark:/21198/zz001hm220","","","Page","acnp/image/21198-zz001hm220-1-master_011.tif","11","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v718mt",""
