"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z1g17qrs","ark:/21198/zz001hd6s3/4h785s92","","","Page","acnp/image/21198-zz001hd6s3-3-master_001.tif","2","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17qrs",""
"American College of Neuropsychopharmacology","ark:/21198/z1b87029","ark:/21198/zz001hd6s3/4h785s92","","","Page","acnp/image/21198-zz001hd6s3-3-master_002.tif","3","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b87029",""
"American College of Neuropsychopharmacology","ark:/21198/z16h67dg","ark:/21198/zz001hd6s3/4h785s92","","","Page","acnp/image/21198-zz001hd6s3-3-master_003.tif","4","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h67dg",""
"American College of Neuropsychopharmacology","ark:/21198/z12v4621","ark:/21198/zz001hd6s3/4h785s92","","","Page","acnp/image/21198-zz001hd6s3-3-master_004.tif","5","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v4621",""
"American College of Neuropsychopharmacology","ark:/21198/z1z33pp0","ark:/21198/zz001hd6s3/4h785s92","","","Page","acnp/image/21198-zz001hd6s3-3-master_005.tif","6","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z33pp0",""
"American College of Neuropsychopharmacology","ark:/21198/z1tb2xxt","ark:/21198/zz001hd6s3/4h785s92","","","Page","acnp/image/21198-zz001hd6s3-3-master_006.tif","7","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb2xxt",""
"American College of Neuropsychopharmacology","ark:/21198/z1pk263j","ark:/21198/zz001hd6s3/4h785s92","","","Page","acnp/image/21198-zz001hd6s3-3-master_007.tif","8","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk263j",""
"American College of Neuropsychopharmacology","ark:/21198/z1jt1fbc","ark:/21198/zz001hd6s3/4h785s92","","","Page","acnp/image/21198-zz001hd6s3-3-master_008.tif","9","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt1fbc",""
"American College of Neuropsychopharmacology","ark:/21198/z1f20pmz","ark:/21198/zz001hd6s3/4h785s92","","","Page","acnp/image/21198-zz001hd6s3-3-master_009.tif","10","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20pmz",""
"American College of Neuropsychopharmacology","ark:/21198/z1989z0f","ark:/21198/zz001hd6s3/4h785s92","","","Page","acnp/image/21198-zz001hd6s3-3-master_010.tif","11","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1989z0f",""
