"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z1jd6mrk","ark:/21198/zz001hd6zp/d772qc31","","","Page","acnp/image/21198-zz001hd6zp-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6mrk",""
"American College of Neuropsychopharmacology","ark:/21198/z1dn5w2q","ark:/21198/zz001hd6zp/d772qc31","","","Page","acnp/image/21198-zz001hd6zp-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn5w2q",""
"American College of Neuropsychopharmacology","ark:/21198/z18w549x","ark:/21198/zz001hd6zp/d772qc31","","","Page","acnp/image/21198-zz001hd6zp-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w549x",""
"American College of Neuropsychopharmacology","ark:/21198/z1544chm","ark:/21198/zz001hd6zp/d772qc31","","","Page","acnp/image/21198-zz001hd6zp-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544chm",""
"American College of Neuropsychopharmacology","ark:/21198/z11c3msw","ark:/21198/zz001hd6zp/d772qc31","","","Page","acnp/image/21198-zz001hd6zp-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3msw",""
"American College of Neuropsychopharmacology","ark:/21198/z1wm34cw","ark:/21198/zz001hd6zp/d772qc31","","","Page","acnp/image/21198-zz001hd6zp-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm34cw",""
"American College of Neuropsychopharmacology","ark:/21198/z1rv2crh","ark:/21198/zz001hd6zp/d772qc31","","","Page","acnp/image/21198-zz001hd6zp-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2crh",""
"American College of Neuropsychopharmacology","ark:/21198/z1n60bbg","ark:/21198/zz001hd6zp/d772qc31","","","Page","acnp/image/21198-zz001hd6zp-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60bbg",""
"American College of Neuropsychopharmacology","ark:/21198/z1hd9kp3","ark:/21198/zz001hd6zp/d772qc31","","","Page","acnp/image/21198-zz001hd6zp-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9kp3",""
"American College of Neuropsychopharmacology","ark:/21198/z1cn8twg","ark:/21198/zz001hd6zp/d772qc31","","","Page","acnp/image/21198-zz001hd6zp-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn8twg",""
