"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z10c6kqd","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6kqd",""
"American College of Neuropsychopharmacology","ark:/21198/z1vm638z","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm638z",""
"American College of Neuropsychopharmacology","ark:/21198/z1qz41x3","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz41x3",""
"American College of Neuropsychopharmacology","ark:/21198/z1m6399f","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m6399f",""
"American College of Neuropsychopharmacology","ark:/21198/z1gf2jht","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2jht",""
"American College of Neuropsychopharmacology","ark:/21198/z1bp1srn","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1srn",""
"American College of Neuropsychopharmacology","ark:/21198/z16x121q","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x121q",""
"American College of Neuropsychopharmacology","ark:/21198/z13509c6","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13509c6",""
"American College of Neuropsychopharmacology","ark:/21198/z1zg8h5w","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8h5w",""
"American College of Neuropsychopharmacology","ark:/21198/z1tq7rjh","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7rjh",""
"American College of Neuropsychopharmacology","ark:/21198/z1pz70vm","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_011.tif","11","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz70vm",""
"American College of Neuropsychopharmacology","ark:/21198/z1k66835","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_012.tif","12","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66835",""
"American College of Neuropsychopharmacology","ark:/21198/z1ff5h9j","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_013.tif","13","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5h9j",""
"American College of Neuropsychopharmacology","ark:/21198/z19p4rkt","ark:/21198/zz001hd72q/bq36wq19","","","Page","acnp/image/21198-zz001hd72q-1-master_014.tif","14","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4rkt",""
