"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z1t45j41","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45j41",""
"American College of Neuropsychopharmacology","ark:/21198/z1pg3gpt","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3gpt",""
"American College of Neuropsychopharmacology","ark:/21198/z1jq2r1d","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2r1d",""
"American College of Neuropsychopharmacology","ark:/21198/z1dz20cz","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz20cz",""
"American College of Neuropsychopharmacology","ark:/21198/z19617kn","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19617kn",""
"American College of Neuropsychopharmacology","ark:/21198/z15f0gtg","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0gtg",""
"American College of Neuropsychopharmacology","ark:/21198/z11n9r3m","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11n9r3m",""
"American College of Neuropsychopharmacology","ark:/21198/z1ww97qn","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww97qn",""
"American College of Neuropsychopharmacology","ark:/21198/z1s7769m","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s7769m",""
"American College of Neuropsychopharmacology","ark:/21198/z1ng6fp7","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6fp7",""
"American College of Neuropsychopharmacology","ark:/21198/z1hq5q0c","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_011.tif","11","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5q0c",""
"American College of Neuropsychopharmacology","ark:/21198/z1cz4z6r","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_012.tif","12","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz4z6r",""
"American College of Neuropsychopharmacology","ark:/21198/z18646dt","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_013.tif","13","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18646dt",""
"American College of Neuropsychopharmacology","ark:/21198/z14f3fqj","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_014.tif","14","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3fqj",""
"American College of Neuropsychopharmacology","ark:/21198/z10s1dc3","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_015.tif","15","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s1dc3",""
"American College of Neuropsychopharmacology","ark:/21198/z1w10wx5","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_016.tif","16","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10wx5",""
"American College of Neuropsychopharmacology","ark:/21198/z1r8059k","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_017.tif","17","","","","","","","","","","","","","","","","","","","Page 17","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r8059k",""
"American College of Neuropsychopharmacology","ark:/21198/z1mg9dk9","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_018.tif","18","","","","","","","","","","","","","","","","","","","Page 18","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9dk9",""
"American College of Neuropsychopharmacology","ark:/21198/z1gq8nt4","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_019.tif","19","","","","","","","","","","","","","","","","","","","Page 19","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8nt4",""
"American College of Neuropsychopharmacology","ark:/21198/z1bz7x1x","ark:/21198/zz001hk1vz","","","Page","acnp/image/21198-zz001hk1vz-1-master_020.tif","20","","","","","","","","","","","","","","","","","","","Page 20","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz7x1x",""
