"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z17d4k9s","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4k9s",""
"American College of Neuropsychopharmacology","ark:/21198/z13n3tk2","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n3tk2",""
"American College of Neuropsychopharmacology","ark:/21198/z1001s9t","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1001s9t",""
"American College of Neuropsychopharmacology","ark:/21198/z1v718rm","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v718rm",""
"American College of Neuropsychopharmacology","ark:/21198/z1qg0j0v","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0j0v",""
"American College of Neuropsychopharmacology","ark:/21198/z1kp9s8k","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9s8k",""
"American College of Neuropsychopharmacology","ark:/21198/z1fx91m4","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx91m4",""
"American College of Neuropsychopharmacology","ark:/21198/z1b588x5","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b588x5",""
"American College of Neuropsychopharmacology","ark:/21198/z16d7j6v","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d7j6v",""
"American College of Neuropsychopharmacology","ark:/21198/z12r5gv0","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5gv0",""
"American College of Neuropsychopharmacology","ark:/21198/z1z0509h","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_011.tif","11","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z0509h",""
"American College of Neuropsychopharmacology","ark:/21198/z1t747jb","ark:/21198/zz001nfc2r/fx019w4f","","","Page","acnp/image/21198-zz001nfc2r-4-master_012.tif","12","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t747jb",""
