"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z1mw478f","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw478f",""
"American College of Neuropsychopharmacology","ark:/21198/z1h43gnc","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43gnc",""
"American College of Neuropsychopharmacology","ark:/21198/z1cc2qxn","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2qxn",""
"American College of Neuropsychopharmacology","ark:/21198/z17q0pmn","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0pmn",""
"American College of Neuropsychopharmacology","ark:/21198/z13x9xvx","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13x9xvx",""
"American College of Neuropsychopharmacology","ark:/21198/z105963v","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz105963v",""
"American College of Neuropsychopharmacology","ark:/21198/z1vd8pkq","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8pkq",""
"American College of Neuropsychopharmacology","ark:/21198/z1qn7xxw","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn7xxw",""
"American College of Neuropsychopharmacology","ark:/21198/z1kw767d","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw767d",""
"American College of Neuropsychopharmacology","ark:/21198/z1g754wv","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g754wv",""
"American College of Neuropsychopharmacology","ark:/21198/z1bg4d7f","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_011.tif","11","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4d7f",""
"American College of Neuropsychopharmacology","ark:/21198/z16q3nft","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_012.tif","12","","","","","","","","","","","","","","","","","","","Page 12","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3nft",""
"American College of Neuropsychopharmacology","ark:/21198/z12z2wpn","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_013.tif","13","","","","","","","","","","","","","","","","","","","Page 13","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z2wpn",""
"American College of Neuropsychopharmacology","ark:/21198/z1z62d62","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_014.tif","14","","","","","","","","","","","","","","","","","","","Page 14","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62d62",""
"American College of Neuropsychopharmacology","ark:/21198/z1tf1nhs","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_015.tif","15","","","","","","","","","","","","","","","","","","","Page 15","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1nhs",""
"American College of Neuropsychopharmacology","ark:/21198/z1pp0wwd","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_016.tif","16","","","","","","","","","","","","","","","","","","","Page 16","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp0wwd",""
"American College of Neuropsychopharmacology","ark:/21198/z1k08vfc","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_017.tif","17","","","","","","","","","","","","","","","","","","","Page 17","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k08vfc",""
"American College of Neuropsychopharmacology","ark:/21198/z1f783rg","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_018.tif","18","","","","","","","","","","","","","","","","","","","Page 18","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f783rg",""
"American College of Neuropsychopharmacology","ark:/21198/z19g7c15","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_019.tif","19","","","","","","","","","","","","","","","","","","","Page 19","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7c15",""
"American College of Neuropsychopharmacology","ark:/21198/z15q6m7j","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_020.tif","20","","","","","","","","","","","","","","","","","","","Page 20","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6m7j",""
"American College of Neuropsychopharmacology","ark:/21198/z11z5vj8","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_021.tif","21","","","","","","","","","","","","","","","","","","","Page 21","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z5vj8",""
"American College of Neuropsychopharmacology","ark:/21198/z1x65c34","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_022.tif","22","","","","","","","","","","","","","","","","","","","Page 22","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x65c34",""
"American College of Neuropsychopharmacology","ark:/21198/z1sf4mdv","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_023.tif","23","","","","","","","","","","","","","","","","","","","Page 23","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4mdv",""
"American College of Neuropsychopharmacology","ark:/21198/z1ns2k3v","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_024.tif","24","","","","","","","","","","","","","","","","","","","Page 24","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2k3v",""
"American College of Neuropsychopharmacology","ark:/21198/z1j11tdw","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_025.tif","25","","","","","","","","","","","","","","","","","","","Page 25","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j11tdw",""
"American College of Neuropsychopharmacology","ark:/21198/z1d812k6","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_026.tif","26","","","","","","","","","","","","","","","","","","","Page 26","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d812k6",""
"American College of Neuropsychopharmacology","ark:/21198/z18h09t1","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_027.tif","27","","","","","","","","","","","","","","","","","","","Page 27","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h09t1",""
"American College of Neuropsychopharmacology","ark:/21198/z14q9k35","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_028.tif","28","","","","","","","","","","","","","","","","","","","Page 28","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14q9k35",""
"American College of Neuropsychopharmacology","ark:/21198/z10z8tfb","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_029.tif","29","","","","","","","","","","","","","","","","","","","Page 29","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z8tfb",""
"American College of Neuropsychopharmacology","ark:/21198/z1w689zb","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_030.tif","30","","","","","","","","","","","","","","","","","","","Page 30","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w689zb",""
"American College of Neuropsychopharmacology","ark:/21198/z1rj68ps","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_031.tif","31","","","","","","","","","","","","","","","","","","","Page 31","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj68ps",""
"American College of Neuropsychopharmacology","ark:/21198/z1ms5j1c","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_032.tif","32","","","","","","","","","","","","","","","","","","","Page 32","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms5j1c",""
"American College of Neuropsychopharmacology","ark:/21198/z1h14s6m","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_033.tif","33","","","","","","","","","","","","","","","","","","","Page 33","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h14s6m",""
"American College of Neuropsychopharmacology","ark:/21198/z1c841ft","ark:/21198/zz001nff79","","","Page","acnp/image/21198-zz001nff79-1-master_034.tif","34","","","","","","","","","","","","","","","","","","","Page 34","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c841ft",""
