"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z1gj182b","ark:/21198/zz001nf72t","","","Page","acnp/image/21198-zz001nf72t-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj182b",""
"American College of Neuropsychopharmacology","ark:/21198/z1bs0h8q","ark:/21198/zz001nf72t","","","Page","acnp/image/21198-zz001nf72t-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0h8q",""
"American College of Neuropsychopharmacology","ark:/21198/z1709rh9","ark:/21198/zz001nf72t","","","Page","acnp/image/21198-zz001nf72t-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1709rh9",""
"American College of Neuropsychopharmacology","ark:/21198/z13790sz","ark:/21198/zz001nf72t","","","Page","acnp/image/21198-zz001nf72t-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13790sz",""
"American College of Neuropsychopharmacology","ark:/21198/z1zk76q0","ark:/21198/zz001nf72t","","","Page","acnp/image/21198-zz001nf72t-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk76q0",""
"American College of Neuropsychopharmacology","ark:/21198/z1tt6g0p","ark:/21198/zz001nf72t","","","Page","acnp/image/21198-zz001nf72t-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6g0p",""
"American College of Neuropsychopharmacology","ark:/21198/z1q25q9q","ark:/21198/zz001nf72t","","","Page","acnp/image/21198-zz001nf72t-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25q9q",""
"American College of Neuropsychopharmacology","ark:/21198/z1k94zmf","ark:/21198/zz001nf72t","","","Page","acnp/image/21198-zz001nf72t-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k94zmf",""
"American College of Neuropsychopharmacology","ark:/21198/z1fj46w3","ark:/21198/zz001nf72t","","","Page","acnp/image/21198-zz001nf72t-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj46w3",""
"American College of Neuropsychopharmacology","ark:/21198/z19s3g3w","ark:/21198/zz001nf72t","","","Page","acnp/image/21198-zz001nf72t-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3g3w",""
"American College of Neuropsychopharmacology","ark:/21198/z1612qcg","ark:/21198/zz001nf72t","","","Page","acnp/image/21198-zz001nf72t-1-master_011.tif","11","","","","","","","","","","","","","","","","","","","Page 11","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612qcg",""
