"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z1df8g72","ark:/21198/zz001hm25j","","","Page","acnp/image/21198-zz001hm25j-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8g72",""
"American College of Neuropsychopharmacology","ark:/21198/z18p7qk7","ark:/21198/zz001hm25j","","","Page","acnp/image/21198-zz001hm25j-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7qk7",""
"American College of Neuropsychopharmacology","ark:/21198/z14x6zvh","ark:/21198/zz001hm25j","","","Page","acnp/image/21198-zz001hm25j-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x6zvh",""
"American College of Neuropsychopharmacology","ark:/21198/z115673f","ark:/21198/zz001hm25j","","","Page","acnp/image/21198-zz001hm25j-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz115673f",""
"American College of Neuropsychopharmacology","ark:/21198/z1wd5qjv","ark:/21198/zz001hm25j","","","Page","acnp/image/21198-zz001hm25j-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd5qjv",""
"American College of Neuropsychopharmacology","ark:/21198/z1rn4zvk","ark:/21198/zz001hm25j","","","Page","acnp/image/21198-zz001hm25j-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn4zvk",""
"American College of Neuropsychopharmacology","ark:/21198/z1n02xjw","ark:/21198/zz001hm25j","","","Page","acnp/image/21198-zz001hm25j-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n02xjw",""
"American College of Neuropsychopharmacology","ark:/21198/z1h725v0","ark:/21198/zz001hm25j","","","Page","acnp/image/21198-zz001hm25j-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h725v0",""
"American College of Neuropsychopharmacology","ark:/21198/z1cg1f54","ark:/21198/zz001hm25j","","","Page","acnp/image/21198-zz001hm25j-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1f54",""
"American College of Neuropsychopharmacology","ark:/21198/z17q0ph9","ark:/21198/zz001hm25j","","","Page","acnp/image/21198-zz001hm25j-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0ph9",""
