"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z1hq5q3q","ark:/21198/zz001nfc17","","","Page","acnp/image/21198-zz001nfc17-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5q3q",""
"American College of Neuropsychopharmacology","ark:/21198/z1cz4zbj","ark:/21198/zz001nfc17","","","Page","acnp/image/21198-zz001nfc17-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz4zbj",""
"American College of Neuropsychopharmacology","ark:/21198/z18646jm","ark:/21198/zz001nfc17","","","Page","acnp/image/21198-zz001nfc17-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18646jm",""
"American College of Neuropsychopharmacology","ark:/21198/z14f3ftw","ark:/21198/zz001nfc17","","","Page","acnp/image/21198-zz001nfc17-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3ftw",""
"American College of Neuropsychopharmacology","ark:/21198/z10p2q41","ark:/21198/zz001nfc17","","","Page","acnp/image/21198-zz001nfc17-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p2q41",""
"American College of Neuropsychopharmacology","ark:/21198/z1vx26p5","ark:/21198/zz001nfc17","","","Page","acnp/image/21198-zz001nfc17-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx26p5",""
"American College of Neuropsychopharmacology","ark:/21198/z1r51fx9","ark:/21198/zz001nfc17","","","Page","acnp/image/21198-zz001nfc17-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51fx9",""
"American College of Neuropsychopharmacology","ark:/21198/z1mg9dpn","ark:/21198/zz001nfc17","","","Page","acnp/image/21198-zz001nfc17-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9dpn",""
"American College of Neuropsychopharmacology","ark:/21198/z1gq8nzx","ark:/21198/zz001nfc17","","","Page","acnp/image/21198-zz001nfc17-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq8nzx",""
"American College of Neuropsychopharmacology","ark:/21198/z1bz7x5q","ark:/21198/zz001nfc17","","","Page","acnp/image/21198-zz001nfc17-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz7x5q",""
