"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z17h38n6","ark:/21198/zz001hm3k7","","","Page","acnp/image/21198-zz001hm3k7-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h38n6",""
"American College of Neuropsychopharmacology","ark:/21198/z13r2hzx","ark:/21198/zz001hm3k7","","","Page","acnp/image/21198-zz001hm3k7-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2hzx",""
"American College of Neuropsychopharmacology","ark:/21198/z1001s7x","ark:/21198/zz001hm3k7","","","Page","acnp/image/21198-zz001hm3k7-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1001s7x",""
"American College of Neuropsychopharmacology","ark:/21198/z1v718n8","ark:/21198/zz001hm3k7","","","Page","acnp/image/21198-zz001hm3k7-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v718n8",""
"American College of Neuropsychopharmacology","ark:/21198/z1qg0hxj","ark:/21198/zz001hm3k7","","","Page","acnp/image/21198-zz001hm3k7-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0hxj",""
"American College of Neuropsychopharmacology","ark:/21198/z1ks8gm0","ark:/21198/zz001hm3k7","","","Page","acnp/image/21198-zz001hm3k7-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks8gm0",""
"American College of Neuropsychopharmacology","ark:/21198/z1g17qwk","ark:/21198/zz001hm3k7","","","Page","acnp/image/21198-zz001hm3k7-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g17qwk",""
"American College of Neuropsychopharmacology","ark:/21198/z1b87063","ark:/21198/zz001hm3k7","","","Page","acnp/image/21198-zz001hm3k7-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b87063",""
"American College of Neuropsychopharmacology","ark:/21198/z16h67ht","ark:/21198/zz001hm3k7","","","Page","acnp/image/21198-zz001hm3k7-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h67ht",""
"American College of Neuropsychopharmacology","ark:/21198/z12r5gs3","ark:/21198/zz001hm3k7","","","Page","acnp/image/21198-zz001hm3k7-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5gs3",""
