"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.countryCreation","Subject","Name.creator","Name.contributor","Name.interviewer","Name.subject","Name.interviewee","Name.photographer","Name.repository","Language","Alt ID.local","Format.medium","Title","Date.creation","Coverage.temporal","Description.abstract","Publisher.publisherName","Relation.isPartOf","Format.extent","Description.note","Source","Relation.relatedTo","AltTitle.uniform","Description.biographicalNote","Coverage.geographic","Description.tableOfContents","Publisher.placeOfOrigin","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"American College of Neuropsychopharmacology","ark:/21198/z1j97xg2","ark:/21198/zz001hm23h","","","Page","acnp/image/21198-zz001hm23h-1-master_001.tif","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j97xg2",""
"American College of Neuropsychopharmacology","ark:/21198/z1dj75pt","ark:/21198/zz001hm23h","","","Page","acnp/image/21198-zz001hm23h-1-master_002.tif","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj75pt",""
"American College of Neuropsychopharmacology","ark:/21198/z18s6dz3","ark:/21198/zz001hm23h","","","Page","acnp/image/21198-zz001hm23h-1-master_003.tif","3","","","","","","","","","","","","","","","","","","","Page 3","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s6dz3",""
"American College of Neuropsychopharmacology","ark:/21198/z1544ckh","ark:/21198/zz001hm23h","","","Page","acnp/image/21198-zz001hm23h-1-master_004.tif","4","","","","","","","","","","","","","","","","","","","Page 4","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544ckh",""
"American College of Neuropsychopharmacology","ark:/21198/z11c3mw7","ark:/21198/zz001hm23h","","","Page","acnp/image/21198-zz001hm23h-1-master_005.tif","5","","","","","","","","","","","","","","","","","","","Page 5","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3mw7",""
"American College of Neuropsychopharmacology","ark:/21198/z1wm34g7","ark:/21198/zz001hm23h","","","Page","acnp/image/21198-zz001hm23h-1-master_006.tif","6","","","","","","","","","","","","","","","","","","","Page 6","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm34g7",""
"American College of Neuropsychopharmacology","ark:/21198/z1rv2ctd","ark:/21198/zz001hm23h","","","Page","acnp/image/21198-zz001hm23h-1-master_007.tif","7","","","","","","","","","","","","","","","","","","","Page 7","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2ctd",""
"American College of Neuropsychopharmacology","ark:/21198/z1n31n1h","ark:/21198/zz001hm23h","","","Page","acnp/image/21198-zz001hm23h-1-master_008.tif","8","","","","","","","","","","","","","","","","","","","Page 8","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n31n1h",""
"American College of Neuropsychopharmacology","ark:/21198/z1hb0w7w","ark:/21198/zz001hm23h","","","Page","acnp/image/21198-zz001hm23h-1-master_009.tif","9","","","","","","","","","","","","","","","","","","","Page 9","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb0w7w",""
"American College of Neuropsychopharmacology","ark:/21198/z1ck04hj","ark:/21198/zz001hm23h","","","Page","acnp/image/21198-zz001hm23h-1-master_010.tif","10","","","","","","","","","","","","","","","","","","","Page 10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck04hj",""
