"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Original language title","Translated Title","Alternative title","Creator","Contributor","Publisher","Publisher.place","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Insitution/Repository","collection name","collection number","box number","folder number","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Abstract | eng","Note.content","Subject.topic","Subject.temporal","Digital Collection Title","Latitude/longitude","Subject.place","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0046_0001.tif","Page","Page 1","1","ark:/21198/z1bk3csv","ark:/21198/z11p01vq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p01vq",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0046_0002.tif","Page","Page 2","2","ark:/21198/z1bk3csv","ark:/21198/z1ww9jfs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9jfs",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0046_0003.tif","Page","Page 3","3","ark:/21198/z1bk3csv","ark:/21198/z1s48ss8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48ss8",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0046_0004.tif","Page","Page 4","4","ark:/21198/z1bk3csv","ark:/21198/z1ng6rcx","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6rcx",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0046_0005.tif","Page","Page 5","5","ark:/21198/z1bk3csv","ark:/21198/z1hq60qg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq60qg",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0046_0006.tif","Page","Page 6","6","ark:/21198/z1bk3csv","ark:/21198/z1cz5805","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz5805",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0046_0007.tif","Page","Page 7","7","ark:/21198/z1bk3csv","ark:/21198/z1864h6v","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1864h6v",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0046_0008.tif","Page","Page 8","8","ark:/21198/z1bk3csv","ark:/21198/z14f3rfp","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f3rfp",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0046_0009.tif","Page","Page 9","9","ark:/21198/z1bk3csv","ark:/21198/z10p30rs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p30rs",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0046_0010.tif","Page","Page 10","10","ark:/21198/z1bk3csv","ark:/21198/z1vx2hbd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx2hbd",""
