"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Original language title","Translated Title","Alternative title","Creator","Contributor","Publisher","Publisher.place","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Insitution/Repository","collection name","collection number","box number","folder number","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Abstract | eng","Note.content","Subject.topic","Subject.temporal","Digital Collection Title","Latitude/longitude","Subject.place","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0036_0001.tif","Page","Page 1","1","ark:/21198/z1rr3zqf","ark:/21198/z1pc533c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc533c",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0036_0002.tif","Page","Page 2","2","ark:/21198/z1rr3zqf","ark:/21198/z1jm4bd3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm4bd3",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0036_0003.tif","Page","Page 3","3","ark:/21198/z1rr3zqf","ark:/21198/z1dz292n","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz292n",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0036_0004.tif","Page","Page 4","4","ark:/21198/z1rr3zqf","ark:/21198/z1961j9s","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1961j9s",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0036_0005.tif","Page","Page 5","5","ark:/21198/z1rr3zqf","ark:/21198/z15f0sk2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f0sk2",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0036_0006.tif","Page","Page 6","6","ark:/21198/z1rr3zqf","ark:/21198/z11p01t8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p01t8",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0036_0007.tif","Page","Page 7","7","ark:/21198/z1rr3zqf","ark:/21198/z1ww9jdb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ww9jdb",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0036_0008.tif","Page","Page 8","8","ark:/21198/z1rr3zqf","ark:/21198/z1s48sqc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s48sqc",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0036_0009.tif","Page","Page 9","9","ark:/21198/z1rr3zqf","ark:/21198/z1nc820f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc820f",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0036_0010.tif","Page","Page 10","10","ark:/21198/z1rr3zqf","ark:/21198/z1hq60nk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq60nk",""
