"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Original language title","Translated Title","Alternative title","Creator","Contributor","Publisher","Publisher.place","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Insitution/Repository","collection name","collection number","box number","folder number","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Abstract | eng","Note.content","Subject.topic","Subject.temporal","Digital Collection Title","Latitude/longitude","Subject.place","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0001.tif","Page","Page 1","1","ark:/21198/z1hb15pd","ark:/21198/z1hd9wd7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9wd7",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0002.tif","Page","Page 2","2","ark:/21198/z1hb15pd","ark:/21198/z1cn94pw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn94pw",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0003.tif","Page","Page 3","3","ark:/21198/z1hb15pd","ark:/21198/z17w8cxq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w8cxq",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0004.tif","Page","Page 4","4","ark:/21198/z1hb15pd","ark:/21198/z1447n58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447n58",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0005.tif","Page","Page 5","5","ark:/21198/z1hb15pd","ark:/21198/z10c6wg0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6wg0",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0006.tif","Page","Page 6","6","ark:/21198/z1hb15pd","ark:/21198/z1vm6d03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm6d03",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0007.tif","Page","Page 7","7","ark:/21198/z1hb15pd","ark:/21198/z1qv5n9t","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5n9t",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0008.tif","Page","Page 8","8","ark:/21198/z1hb15pd","ark:/21198/z1m63m1k","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m63m1k",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0009.tif","Page","Page 9","9","ark:/21198/z1hb15pd","ark:/21198/z1gf2v8d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2v8d",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0010.tif","Page","Page 10","10","ark:/21198/z1hb15pd","ark:/21198/z1bp23hm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp23hm",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0011.tif","Page","Page 11","11","ark:/21198/z1hb15pd","ark:/21198/z16x1brf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x1brf",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0012.tif","Page","Page 12","12","ark:/21198/z1hb15pd","ark:/21198/z1350m2w","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1350m2w",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0013.tif","Page","Page 13","13","ark:/21198/z1hb15pd","ark:/21198/z1zd03m1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd03m1",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0014.tif","Page","Page 14","14","ark:/21198/z1hb15pd","ark:/21198/z1tm9bwr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm9bwr",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0015.tif","Page","Page 15","15","ark:/21198/z1hb15pd","ark:/21198/z1pz79kr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz79kr",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0016.tif","Page","Page 16","16","ark:/21198/z1hb15pd","ark:/21198/z1k66jws","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66jws",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0017.tif","Page","Page 17","17","ark:/21198/z1hb15pd","ark:/21198/z1ff5t3k","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5t3k",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0018.tif","Page","Page 18","18","ark:/21198/z1hb15pd","ark:/21198/z19p52bs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p52bs",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0019.tif","Page","Page 19","19","ark:/21198/z1hb15pd","ark:/21198/z15x49nh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x49nh",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0020.tif","Page","Page 20","20","ark:/21198/z1hb15pd","ark:/21198/z1253jzj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253jzj",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0021.tif","Page","Page 21","21","ark:/21198/z1hb15pd","ark:/21198/z1xd32f6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd32f6",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0022.tif","Page","Page 22","22","ark:/21198/z1hb15pd","ark:/21198/z1sr115n","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr115n",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0023.tif","Page","Page 23","23","ark:/21198/z1hb15pd","ark:/21198/z1p008ds","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p008ds",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0024.tif","Page","Page 24","24","ark:/21198/z1hb15pd","ark:/21198/z1j69hmm","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j69hmm",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0025.tif","Page","Page 25","25","ark:/21198/z1hb15pd","ark:/21198/z1df8rww","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8rww",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0026.tif","Page","Page 26","26","ark:/21198/z1hb15pd","ark:/21198/z18p817v","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p817v",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0027.tif","Page","Page 27","27","ark:/21198/z1hb15pd","ark:/21198/z14x78h4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x78h4",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0028.tif","Page","Page 28","28","ark:/21198/z1hb15pd","ark:/21198/z1156ht5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1156ht5",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0037_0029.tif","Page","Page 29","29","ark:/21198/z1hb15pd","ark:/21198/z1wh4qr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4qr6",""
