"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Original language title","Translated Title","Alternative title","Creator","Contributor","Publisher","Publisher.place","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Insitution/Repository","collection name","collection number","box number","folder number","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Abstract | eng","Note.content","Subject.topic","Subject.temporal","Digital Collection Title","Latitude/longitude","Subject.place","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0038_0001.tif","Page","Page 1","1","ark:/21198/z1ck0dx7","ark:/21198/z1vh7pmt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7pmt",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0038_0002.tif","Page","Page 2","2","ark:/21198/z1ck0dx7","ark:/21198/z1qr6xt6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6xt6",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0038_0003.tif","Page","Page 3","3","ark:/21198/z1ck0dx7","ark:/21198/z1m06641","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m06641",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0038_0004.tif","Page","Page 4","4","ark:/21198/z1ck0dx7","ark:/21198/z1g75ffr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g75ffr",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0038_0005.tif","Page","Page 5","5","ark:/21198/z1ck0dx7","ark:/21198/z1bg4prg","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4prg",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0038_0006.tif","Page","Page 6","6","ark:/21198/z1ck0dx7","ark:/21198/z16q3z0q","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3z0q",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0038_0007.tif","Page","Page 7","7","ark:/21198/z1ck0dx7","ark:/21198/z1321wn5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321wn5",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0038_0008.tif","Page","Page 8","8","ark:/21198/z1ck0dx7","ark:/21198/z1z91d58","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z91d58",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0038_0009.tif","Page","Page 9","9","ark:/21198/z1ck0dx7","ark:/21198/z1tj0ncn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0ncn",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0038_0010.tif","Page","Page 10","10","ark:/21198/z1ck0dx7","ark:/21198/z1pr9wnc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9wnc",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1973_h_0038_0011.tif","Page","Page 11","11","ark:/21198/z1ck0dx7","ark:/21198/z1k0950n","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k0950n",""
