"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Original language title","Translated Title","Alternative title","Creator","Contributor","Publisher","Publisher.place","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Insitution/Repository","collection name","collection number","box number","folder number","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Abstract | eng","Note.content","Subject.topic","Subject.temporal","Digital Collection Title","Latitude/longitude","Subject.place","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0019_0001.tif","Page","Page 1","1","ark:/21198/z1tq820f","ark:/21198/z179659j","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz179659j",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0019_0002.tif","Page","Page 2","2","ark:/21198/z1tq820f","ark:/21198/z13j5dkt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j5dkt",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0019_0003.tif","Page","Page 3","3","ark:/21198/z1tq820f","ark:/21198/z1zs4x5f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4x5f",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0019_0004.tif","Page","Page 4","4","ark:/21198/z1tq820f","ark:/21198/z1v145gv","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v145gv",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0019_0005.tif","Page","Page 5","5","ark:/21198/z1tq820f","ark:/21198/z1q83dsk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q83dsk",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0019_0006.tif","Page","Page 6","6","ark:/21198/z1tq820f","ark:/21198/z1kh2p0c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh2p0c",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0019_0007.tif","Page","Page 7","7","ark:/21198/z1tq820f","ark:/21198/z1fr1x8n","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr1x8n",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0019_0008.tif","Page","Page 8","8","ark:/21198/z1tq820f","ark:/21198/z1b29vxj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29vxj",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0019_0009.tif","Page","Page 9","9","ark:/21198/z1tq820f","ark:/21198/z1699455","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1699455",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0019_0010.tif","Page","Page 10","10","ark:/21198/z1tq820f","ark:/21198/z12j8cgw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j8cgw",""
