"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Original language title","Translated Title","Alternative title","Creator","Contributor","Publisher","Publisher.place","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Insitution/Repository","collection name","collection number","box number","folder number","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Abstract | eng","Note.content","Subject.topic","Subject.temporal","Digital Collection Title","Latitude/longitude","Subject.place","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0024_0001.tif","Page","Page 1","1","ark:/21198/z16130r3","ark:/21198/z1v42vtw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v42vtw",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0024_0002.tif","Page","Page 2","2","ark:/21198/z16130r3","ark:/21198/z1qc244d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc244d",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0024_0003.tif","Page","Page 3","3","ark:/21198/z16130r3","ark:/21198/z1km1cgk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km1cgk",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0024_0004.tif","Page","Page 4","4","ark:/21198/z16130r3","ark:/21198/z1fv0mpz","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv0mpz",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0024_0005.tif","Page","Page 5","5","ark:/21198/z16130r3","ark:/21198/z1b29vz0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29vz0",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0024_0006.tif","Page","Page 6","6","ark:/21198/z16130r3","ark:/21198/z169946m","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz169946m",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0024_0007.tif","Page","Page 7","7","ark:/21198/z16130r3","ark:/21198/z12n72xn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n72xn",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0024_0008.tif","Page","Page 8","8","ark:/21198/z16130r3","ark:/21198/z1xw6kfc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw6kfc",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0024_0009.tif","Page","Page 9","9","ark:/21198/z16130r3","ark:/21198/z1t45trd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t45trd",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0024_0010.tif","Page","Page 10","10","ark:/21198/z16130r3","ark:/21198/z1pc532x","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc532x",""
