"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Original language title","Translated Title","Alternative title","Creator","Contributor","Publisher","Publisher.place","Date.created","Date.created (single)","Language | code","TypeOfResource","Genre","Extent","Dimensions","Insitution/Repository","collection name","collection number","box number","folder number","Rights.copyrightStatus","Rights.publicationStatus","Rights.servicesContact","Abstract | eng","Note.content","Subject.topic","Subject.temporal","Digital Collection Title","Latitude/longitude","Subject.place","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0001.tif","Page","Page 1","1","ark:/21198/z18s6qbr","ark:/21198/z1544p9n","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544p9n",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0002.tif","Page","Page 2","2","ark:/21198/z18s6qbr","ark:/21198/z11g2mzs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g2mzs",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0003.tif","Page","Page 3","3","ark:/21198/z18s6qbr","ark:/21198/z1wq24gw","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq24gw",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0004.tif","Page","Page 4","4","ark:/21198/z18s6qbr","ark:/21198/z1rz1cqq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz1cqq",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0005.tif","Page","Page 5","5","ark:/21198/z18s6qbr","ark:/21198/z1n60n2m","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60n2m",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0006.tif","Page","Page 6","6","ark:/21198/z18s6qbr","ark:/21198/z1hd9wcs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9wcs",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0007.tif","Page","Page 7","7","ark:/21198/z18s6qbr","ark:/21198/z1cn94nf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn94nf",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0008.tif","Page","Page 8","8","ark:/21198/z18s6qbr","ark:/21198/z17w8cw8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w8cw8",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0009.tif","Page","Page 9","9","ark:/21198/z18s6qbr","ark:/21198/z1476bkk","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1476bkk",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0010.tif","Page","Page 10","10","ark:/21198/z18s6qbr","ark:/21198/z10g5ktd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g5ktd",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0011.tif","Page","Page 11","11","ark:/21198/z18s6qbr","ark:/21198/z1vq53bh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq53bh",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0012.tif","Page","Page 12","12","ark:/21198/z18s6qbr","ark:/21198/z1qz4bn7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz4bn7",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0013.tif","Page","Page 13","13","ark:/21198/z18s6qbr","ark:/21198/z1m63m04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m63m04",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0014.tif","Page","Page 14","14","ark:/21198/z18s6qbr","ark:/21198/z1gf2v7z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2v7z",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0015.tif","Page","Page 15","15","ark:/21198/z18s6qbr","ark:/21198/z1bs0sw3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0sw3",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0016.tif","Page","Page 16","16","ark:/21198/z18s6qbr","ark:/21198/z171025g","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz171025g",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0017.tif","Page","Page 17","17","ark:/21198/z18s6qbr","ark:/21198/z13799dr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13799dr",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0018.tif","Page","Page 18","18","ark:/21198/z18s6qbr","ark:/21198/z1zg8sx2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8sx2",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0019.tif","Page","Page 19","19","ark:/21198/z18s6qbr","ark:/21198/z1tq8281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq8281",""
"Masters/othermasters/MEAPibadansoundvision/images/ias_meap_1972_h_0032_0020.tif","Page","Page 20","20","ark:/21198/z18s6qbr","ark:/21198/z1pz79j9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz79j9",""
